"","batch_2_p_val","batch_2_avg_log2FC","batch_2_pct.1","batch_2_pct.2","batch_2_p_val_adj"
"SZT2",0.294831636028348,-0.334096421891939,0.055,0.077,1
"MAT2B",0.295124819671218,0.263551656129415,0.442,0.432,1
"FAM72A",0.295441148345338,-1.77678170066628,0.005,0.014,1
"HIST1H4E",0.295441148345338,-1.86450235212488,0.005,0.014,1
"DGKH",0.295441148345338,-1.96074015197835,0.005,0.014,1
"QPRT",0.295441148345338,-2.04756521462565,0.005,0.014,1
"RP1-198K11.5",0.295441148345338,-1.69461423150359,0.005,0.014,1
"LIG1",0.295569581663065,0.460390926221197,0.106,0.083,1
"NISCH",0.295614120766907,-0.361080759085984,0.121,0.152,1
"EHMT1",0.295715036099148,0.232651583745055,0.241,0.215,1
"ABCB1",0.29574677619605,0.505320844208253,0.07,0.052,1
"ROPN1L",0.295978652646337,-1.64416550528816,0.005,0.014,1
"ZNF717",0.296069367282927,0.931573598727914,0.04,0.027,1
"TMTC4",0.296100690435954,-0.833309888855726,0.015,0.028,1
"DDB1",0.296211604443503,0.31734519258428,0.251,0.224,1
"ZNF18",0.29626188065847,0.496564341924548,0.05,0.035,1
"ZSCAN2",0.296424642864162,0.943042911810894,0.04,0.027,1
"BBIP1",0.296468646361684,-0.423084275258095,0.106,0.133,1
"HOMER1",0.296516811104315,0.582672398387893,0.02,0.011,1
"ZNF286B",0.296516811104315,-1.19720073600494,0.005,0.014,1
"FKRP",0.296516811104315,0.284889187267405,0.02,0.011,1
"CH507-9B2.3",0.296657036727379,0.283092349020816,0.241,0.214,1
"CTB-55O6.12",0.29666905091915,-0.425943661417476,0.025,0.041,1
"PFDN6",0.296695119707174,-0.106642470822817,0.201,0.246,1
"BCKDHB",0.296972369182319,0.338823244592359,0.095,0.074,1
"PIGG",0.29708366346205,0.720154343689258,0.111,0.091,1
"PPP1R12B",0.297207518312991,-0.58158144202751,0.03,0.047,1
"CDC42BPB",0.2972323614653,-0.590901776737894,0.015,0.028,1
"CHCHD3",0.297515478003003,0.241878519212169,0.432,0.427,1
"RP11-231D20.2",0.297595090754864,-1.39249550495063,0.005,0.014,1
"TET1",0.297595090754864,-1.10543288742517,0.005,0.014,1
"SCAMP1-AS1",0.29773554342189,0.638284371606807,0.07,0.053,1
"HIVEP1",0.297762831275999,0.207992743650593,0.05,0.073,1
"SLC25A26",0.29779306057464,0.538662192021672,0.141,0.119,1
"GTF2H3",0.297906706540539,0.441036455211777,0.106,0.083,1
"NDRG2",0.297988413170989,-0.597570702600139,0.015,0.028,1
"NAA50",0.29799066129523,0.362205265430735,0.191,0.167,1
"UBTD2",0.298135212075027,-1.10605336097438,0.005,0.014,1
"ANO8",0.298135212075027,-1.28838175736447,0.005,0.014,1
"PCBP4",0.298366920394216,-0.300812713350794,0.015,0.028,1
"SRRD",0.298366920394216,-0.3705164694996,0.015,0.028,1
"METAP1D",0.298590915866405,0.14297742579694,0.07,0.051,1
"BCL9",0.298675987807351,-0.754919743658701,0.005,0.014,1
"SEPT8",0.298675987807351,-0.861970377982637,0.005,0.014,1
"COIL",0.298714137418975,0.789378847705384,0.121,0.101,1
"OGT",0.298754424193342,-0.258047950765957,0.281,0.319,1
"MNAT1",0.298754673646254,-0.481047380127433,0.065,0.088,1
"RASSF1",0.29895583441312,-0.308184518336565,0.362,0.397,1
"CARS2",0.298998148031887,-0.239302115439768,0.09,0.117,1
"MESP1",0.299217418011389,0.220780029608182,0.02,0.011,1
"OXR1",0.299219943758673,0.627670730130403,0.211,0.198,1
"MAD2L1",0.299252986181603,-0.260604687094303,0.03,0.047,1
"EIF5",0.299448022147999,0.171389580366338,0.769,0.73,1
"PAPD4",0.299478018122768,0.44615987536903,0.236,0.218,1
"SMS",0.299625979272086,-0.197094848881947,0.226,0.27,1
"HFE",0.299759502744991,-0.992864859550853,0.005,0.014,1
"OVCA2",0.299860844702109,-0.134219841258405,0.171,0.207,1
"CDKN2D",0.299949616778668,-0.209699998883896,0.296,0.336,1
"HERC2",0.300223911743049,0.303205129684201,0.161,0.136,1
"KIAA1328",0.300232083835131,0.383788704501061,0.09,0.07,1
"GIN1",0.300264271029815,-0.477994776026263,0.015,0.028,1
"SLC46A1",0.300302242064303,-0.614063869182898,0.005,0.014,1
"EFCAB11",0.300378748306579,1.17964265681091,0.03,0.019,1
"C9orf139",0.300469922187088,-1.31450693508206,0.01,0.021,1
"NIF3L1",0.300705599704452,-0.302491519274602,0.065,0.088,1
"MAGOHB",0.300793038967754,0.354274520850549,0.131,0.106,1
"IDH1",0.30085389357312,-0.271146880223553,0.045,0.065,1
"CSK",0.301045333235471,0.271608345760244,0.613,0.597,1
"TOP1MT",0.301083857315735,0.723487114976168,0.06,0.044,1
"PHIP",0.301171549169439,0.318186931859673,0.392,0.378,1
"AGO3",0.301241593646959,0.262101130785831,0.211,0.184,1
"OTUD4",0.301256237708091,-0.471839722522787,0.06,0.082,1
"MED7",0.301345454019974,-0.324286841472578,0.05,0.071,1
"LRRC37A",0.301389684676107,-0.742692070182166,0.005,0.014,1
"PUS10",0.301712183959438,0.778331331372046,0.045,0.031,1
"CMTR1",0.301782796562271,0.214639961991236,0.106,0.082,1
"TMCC3",0.301787930111363,-0.380287992238109,0.015,0.028,1
"TUFT1",0.30193438807235,-0.483802937872851,0.005,0.014,1
"RP11-98D18.9",0.30193438807235,-0.470290610087592,0.005,0.014,1
"AKAP5",0.30193438807235,-0.673075574057566,0.005,0.014,1
"MIR646HG",0.30193438807235,-0.341073265790847,0.005,0.014,1
"AP000692.10",0.30193438807235,-0.474268978343211,0.005,0.014,1
"VIPAS39",0.302053986935721,-0.592679242718492,0.05,0.07,1
"SLC39A11",0.302075482068931,-0.796321871720339,0.04,0.058,1
"TRAPPC12",0.302441935096245,-0.223016387224332,0.136,0.17,1
"ITFG2",0.302465984652511,0.296211350003188,0.226,0.204,1
"LRRK1",0.302476842166204,0.754428603124048,0.065,0.049,1
"ZNF133",0.302479746261802,-0.271845506411747,0.005,0.014,1
"PSMD6",0.302548454079972,-0.164324182843732,0.271,0.322,1
"HYAL2",0.302551686237606,-0.145552985355024,0.015,0.028,1
"TBK1",0.302697545546398,-0.480413567377339,0.09,0.115,1
"NOP16",0.302812676067154,0.665494692027042,0.121,0.1,1
"TRMT10C",0.302850105479333,0.293874998148097,0.196,0.169,1
"FXYD1",0.302918089093457,1.29825217306137,0.025,0.015,1
"DNAAF5",0.303024711192468,0.951517664047203,0.065,0.049,1
"PTGES2",0.303072550438838,-0.397952705925891,0.156,0.185,1
"ETV2",0.303118870075474,-0.85554981101397,0.01,0.021,1
"HIST1H1D",0.303155307429458,0.377830574630658,0.231,0.205,1
"RP11-242D8.1",0.303229071866973,0.861347994296085,0.04,0.027,1
"ZEB1-AS1",0.303392359960277,1.24609709675946,0.025,0.015,1
"ZNF79",0.303561866164544,-1.12577001670477,0.01,0.021,1
"IFT88",0.30395743788348,0.664441912756736,0.06,0.044,1
"HPS3",0.30411582015591,0.314032644645529,0.181,0.155,1
"ZFPM1",0.304265662054953,-0.795765672775027,0.02,0.034,1
"KDELC2",0.304466696805516,-0.115316880902714,0.015,0.028,1
"ABCD2",0.304613320526253,-0.725666360480878,0.02,0.034,1
"BLZF1",0.305215592251265,-0.40327746952609,0.05,0.071,1
"EMG1",0.305804990644474,0.335230722184809,0.146,0.121,1
"POLR1B",0.305844988715831,0.852644834399026,0.055,0.04,1
"CEBPZOS",0.30615083716356,0.154527766080479,0.196,0.166,1
"SLC9B1",0.30624834432665,0.879917400455391,0.025,0.015,1
"GTF3C3",0.306329615741088,0.452559027115218,0.075,0.057,1
"PACRGL",0.306488179457429,0.797249025050098,0.04,0.027,1
"PEX10",0.306665278557972,0.840220719366426,0.085,0.068,1
"ZNF200",0.306767398549164,-0.839088743144924,0.025,0.04,1
"OXA1L",0.306828659757173,0.243513052609529,0.487,0.487,1
"SUMF2",0.306875428241134,-0.134624202523398,0.256,0.299,1
"FMNL3",0.306910738140066,-0.384873097490305,0.06,0.082,1
"EFNA4",0.307054311093267,-0.448368449325939,0.02,0.034,1
"AFG3L2",0.307396832080896,0.276733745310006,0.206,0.181,1
"FGFBP3",0.307568183551499,-0.65305741647146,0.01,0.021,1
"ARF4",0.307913491332729,-0.1367898932751,0.402,0.465,1
"CRLF3",0.308110641223534,0.148323038314811,0.286,0.253,1
"CMC4",0.3083956343754,0.843024679458674,0.035,0.023,1
"THUMPD2",0.30845856290564,0.542599696028942,0.09,0.071,1
"TIMM17A",0.308528525498779,-0.10878841972114,0.136,0.171,1
"AASDH",0.308701015975605,-0.161974178146977,0.045,0.065,1
"RP11-67L2.2",0.308911365221981,-0.516559382027964,0.01,0.021,1
"CTD-2012K14.3",0.308911365221981,-0.598834102942034,0.01,0.021,1
"ZNF117",0.309338526359556,0.893935307540949,0.03,0.019,1
"PALB2",0.309359952872673,-0.350775497024132,0.01,0.021,1
"STIM2",0.309442264389322,0.532893199780019,0.176,0.156,1
"FBXW2",0.309566352111701,-0.176137766714547,0.095,0.123,1
"ZNF573",0.309769542648983,0.852006280113172,0.03,0.019,1
"RICTOR",0.309901590177588,0.193116759828542,0.256,0.227,1
"CYP2R1",0.310055982871873,-0.485800132042253,0.08,0.104,1
"ZNF223",0.310083954646513,0.919255041496511,0.025,0.015,1
"UBE2V1",0.310109480162863,-0.126278430215249,0.387,0.433,1
"PAXIP1",0.310258418898235,-0.350413861721094,0.01,0.021,1
"HAUS3",0.310400574901856,0.25031468228121,0.146,0.119,1
"PHF8",0.310460069674894,0.569934014359109,0.085,0.066,1
"TBCK",0.310472709730942,0.22527476001702,0.166,0.139,1
"NR2C2AP",0.310484749357952,0.477807446031629,0.106,0.085,1
"FAIM",0.310635596830557,0.589838041274829,0.06,0.044,1
"CHTF8",0.310682307351977,0.344973783665474,0.276,0.257,1
"FAM199X",0.31069828686042,-0.277291498689194,0.065,0.088,1
"HAX1",0.310814237315824,-0.121818757732542,0.347,0.405,1
"ZNF764",0.310972882425571,-0.689375813117063,0.025,0.04,1
"COX19",0.310982905123722,0.469563471800824,0.216,0.196,1
"YPEL3",0.311047942527007,-0.257476763691429,0.271,0.309,1
"PRC1",0.311064970522196,0.821402956670783,0.03,0.019,1
"LYRM9",0.311243813772533,0.45389440485177,0.075,0.057,1
"BCDIN3D",0.311249825562706,0.368037208377858,0.045,0.031,1
"LPCAT1",0.311308212498276,-0.558778730257342,0.226,0.251,1
"DHX15",0.311331218552336,0.273279655890063,0.271,0.252,1
"TBC1D12",0.311397014312281,1.08674381841701,0.05,0.036,1
"SUZ12",0.311822364315509,0.432324229135869,0.161,0.139,1
"PRPF38B",0.312189944098961,-0.205740486691329,0.417,0.464,1
"MARCKS",0.312210727208927,-0.636013503854397,0.141,0.168,1
"HIST1H4J",0.312274493959276,-0.641362020149669,0.025,0.04,1
"C8orf58",0.312363967110843,0.770750599710634,0.03,0.019,1
"POLR2J3",0.312506659385911,-0.264897453668119,0.136,0.165,1
"ZDHHC5",0.313103935540842,-0.403773464024703,0.05,0.07,1
"PTTG1",0.313139883161946,-0.121311087831935,0.04,0.059,1
"E4F1",0.313481483583517,0.549813875750251,0.101,0.081,1
"TM2D3",0.313724364317181,-0.169398463776476,0.131,0.163,1
"SPHK2",0.313849944150815,-0.337380405835169,0.05,0.07,1
"RORA-AS1",0.313951152050779,0.328110161028533,0.025,0.015,1
"TUBGCP6",0.31411995492984,-0.561983261895595,0.08,0.103,1
"DLGAP1-AS1",0.314137353668561,-0.48389892520216,0.03,0.046,1
"APBB3",0.314302683462404,-0.455502738115778,0.06,0.081,1
"EAPP",0.314619213003815,0.205984730382014,0.337,0.313,1
"CCDC120",0.314731116961079,0.474863437630119,0.035,0.023,1
"RBM8A",0.314990927379006,0.13435159400231,0.623,0.628,1
"CTNND1",0.315127049087154,0.981551266401231,0.075,0.059,1
"WHAMM",0.315144352111647,0.323744992063735,0.241,0.218,1
"CCDC102A",0.315305080699497,0.526348692913979,0.07,0.053,1
"NCAPG2",0.315408838650444,0.73964467199604,0.03,0.019,1
"PSMG3-AS1",0.315529025607901,0.822137888510014,0.035,0.023,1
"TOMM70A",0.315575501192895,-0.228644838591412,0.101,0.129,1
"SLC7A6OS",0.315767185994124,-0.276506911115848,0.085,0.111,1
"POLD3",0.315903570792591,-0.171784634073969,0.05,0.071,1
"LSG1",0.315970274128104,-0.126643396297764,0.106,0.135,1
"HDHD2",0.316013087517093,0.663165801823499,0.146,0.128,1
"TTC4",0.316163318811123,-0.212041923419134,0.045,0.065,1
"NUP50",0.316234746769724,-0.254655069942156,0.161,0.193,1
"STARD9",0.316328261768185,0.500403701285446,0.035,0.023,1
"PDCL3",0.316377141367464,-0.109903381892599,0.171,0.21,1
"DNAJC16",0.316392935780192,0.714795301262809,0.08,0.063,1
"DAPK3",0.316826410107196,-0.532756881948381,0.08,0.103,1
"PDCD11",0.316896515938494,-0.676675084138447,0.05,0.069,1
"RP11-111M22.3",0.317187464572404,0.105197779197002,0.05,0.035,1
"FBXO4",0.317441589259152,0.360084295769451,0.09,0.071,1
"SEPT2",0.317614096441803,0.18357176427535,0.422,0.413,1
"NFU1",0.317653722770803,0.517375169750188,0.141,0.121,1
"TP53RK",0.317703807887516,-0.529729564546625,0.055,0.075,1
"CCM2",0.317886340176979,-0.230415914054567,0.271,0.316,1
"AP3D1",0.317914588058767,-0.182583325435425,0.196,0.238,1
"PGM3",0.318263456296423,0.652152672655441,0.04,0.027,1
"AKIRIN2",0.318304104423603,0.174385789860673,0.387,0.363,1
"RCHY1",0.319106316543934,-0.326460853132059,0.07,0.093,1
"RANBP2",0.319225764765234,0.220708661120658,0.342,0.317,1
"CERS5",0.31950182485658,-0.226862300122514,0.07,0.094,1
"MARCH6",0.319714808224822,0.37641374675941,0.216,0.192,1
"SLC7A5",0.319746505382349,-0.596990651772273,0.075,0.097,1
"NAPG",0.319859624024303,0.310308069810267,0.166,0.143,1
"C7orf43",0.320132711520753,0.581626602322227,0.106,0.085,1
"FAM222B",0.320335841917277,0.693984020983403,0.065,0.049,1
"ZFP91",0.320574024829981,-0.448403978747069,0.085,0.11,1
"TMUB1",0.320686376867952,0.328127765021009,0.281,0.257,1
"NIPBL",0.320929653352817,0.245413789444745,0.407,0.403,1
"HNRNPU-AS1",0.321331992912167,0.751758570125155,0.065,0.049,1
"VPS50",0.321482432000117,0.601956668734746,0.085,0.067,1
"DVL3",0.321492872744162,-0.829394049538922,0.045,0.063,1
"TMEM126B",0.321575769818779,-0.231132240144145,0.146,0.176,1
"WRAP53",0.321828716403873,-0.483148858011609,0.03,0.046,1
"SAFB",0.321905891184329,0.324479509634497,0.296,0.284,1
"IPO13",0.322759865157759,-0.287845562490284,0.03,0.046,1
"MAP3K13",0.322810384680342,0.52113461992391,0.09,0.072,1
"PIK3IP1",0.323114673147888,-0.38159027517779,0.307,0.338,1
"ABI2",0.323235602861241,0.711664562762732,0.08,0.063,1
"FNTA",0.323322039523466,0.223887898743964,0.387,0.372,1
"IRF3",0.323349726750777,-0.237144056585862,0.226,0.264,1
"BPHL",0.323482932851733,-0.378189789973787,0.025,0.04,1
"ECSIT",0.323677967351238,-0.330285754662293,0.126,0.153,1
"CDK2AP2",0.323767051361197,-0.195025859008811,0.382,0.434,1
"TUBB",0.323815966807665,-0.128958177235188,0.583,0.598,1
"CRELD2",0.323906152678879,-0.446242728622269,0.166,0.195,1
"TMEM191B",0.323987214465079,-0.660393513513698,0.015,0.027,1
"INTS6-AS1",0.324115142655898,0.728027939011485,0.05,0.036,1
"WRNIP1",0.324258970257547,-0.481305336492691,0.035,0.052,1
"PMS2",0.324411314770773,0.435417825367214,0.09,0.071,1
"KIAA0907",0.324425238536442,-0.239057544467308,0.08,0.105,1
"LUC7L2",0.324840123580453,0.213829792057862,0.312,0.288,1
"NFE2L1",0.324868754321535,-0.278182871534801,0.065,0.087,1
"CANT1",0.325090499596709,-0.288490935006068,0.085,0.11,1
"CSNK1D",0.32528467585099,-0.215774793815965,0.261,0.301,1
"DDX6",0.325350756651262,0.148862479885003,0.382,0.351,1
"NVL",0.325421592105066,-0.227636016544726,0.045,0.064,1
"COPA",0.325582406406077,-0.162497716769097,0.211,0.25,1
"UBE2E1",0.325654964469623,0.363131797656982,0.246,0.225,1
"TMEM131",0.326117226208527,0.224822235231127,0.141,0.115,1
"KLF12",0.326263325434875,-0.358401045293463,0.171,0.2,1
"TCEANC2",0.326611823014812,-0.372392360904102,0.035,0.052,1
"AHCYL2",0.326614728547927,0.769899588839969,0.07,0.054,1
"HIST1H2BF",0.327097476943647,0.687442793101381,0.05,0.036,1
"EPHB6",0.327251730351867,0.278865863744648,0.095,0.075,1
"CDC16",0.327497664459139,0.340996874320345,0.171,0.148,1
"RHBDD3",0.327656950676262,-0.794012586918194,0.015,0.027,1
"TMEM120A",0.327674983483036,-0.18012565529835,0.126,0.157,1
"CTC-250I14.6",0.327833257831146,-0.585768980899109,0.07,0.092,1
"AACS",0.328066357953991,-0.604289007568052,0.015,0.027,1
"PEX6",0.328088403247485,-0.223852282834813,0.045,0.064,1
"CTD-2007H13.3",0.32817345053227,-0.327832668496384,0.025,0.04,1
"MFN1",0.328725796720389,0.623294526256277,0.09,0.072,1
"NUP210",0.328821224391692,-0.184631289203724,0.251,0.283,1
"VTI1A",0.329008877819634,0.41358748878269,0.171,0.15,1
"MARK3",0.329204400946885,0.180945585902635,0.276,0.25,1
"UBE2I",0.329213413389766,0.122794320959734,0.513,0.515,1
"CSTF1",0.329763969491973,-0.660341649760263,0.05,0.068,1
"NDUFV1",0.329819852375369,-0.1991272575577,0.442,0.487,1
"ALMS1",0.329865062252404,-0.420782069409189,0.035,0.052,1
"RP11-147L13.2",0.330630553548543,0.922974009885535,0.045,0.032,1
"HIST2H2BF",0.33067529101996,0.347743689725607,0.04,0.058,1
"NSMCE4A",0.330785672980688,0.464847107327743,0.181,0.161,1
"PSMB8",0.33106221942693,-0.190614892109213,0.648,0.683,1
"PLEKHA1",0.331134966981952,-0.188453549730961,0.151,0.183,1
"NDST1",0.331298576359789,-0.917255545593279,0.02,0.033,1
"GAMT",0.331549993605638,0.523215268360077,0.065,0.049,1
"ZNF394",0.331594928809775,-0.198261315097059,0.206,0.242,1
"SS18L1",0.331765949326712,-0.450025195556583,0.015,0.027,1
"TAX1BP1",0.332105641416816,-0.154272756326257,0.402,0.462,1
"TTC5",0.332109708408074,0.682436869067585,0.085,0.068,1
"GPR180",0.332416524925359,-0.906876742159973,0.02,0.033,1
"ACACA",0.332576123395399,0.677417774449962,0.07,0.054,1
"POP1",0.332591728654853,-0.390630873374109,0.015,0.027,1
"SMARCA5-AS1",0.332975488915368,-1.54980410903958,0.01,0.02,1
"MFSD6",0.333288479585186,-0.46261429813238,0.05,0.069,1
"BIRC6",0.333334463674146,0.11860832428117,0.332,0.305,1
"ZNF442",0.333359582865655,1.62992310314522,0.015,0.008,1
"GPR89A",0.333361328449623,0.670378253939821,0.09,0.072,1
"PRELID3B",0.333404021052571,0.256222436701516,0.216,0.19,1
"RP11-223C24.1",0.333456992757459,-1.57113414479313,0.01,0.02,1
"FAM195B",0.333607775948066,-0.134534714056819,0.266,0.31,1
"SURF6",0.333847267788322,-0.233967010747086,0.07,0.093,1
"RP11-1000B6.8",0.334038037177924,1.76982537512785,0.015,0.008,1
"C22orf46",0.334182155491237,0.288727122249311,0.095,0.075,1
"MKL1",0.334263088475464,-0.310477031872397,0.191,0.223,1
"TIAL1",0.334290065476121,0.172645632492199,0.352,0.325,1
"ARL5B",0.334494986638089,0.355759475472386,0.131,0.109,1
"TNPO2",0.334609358218507,0.140503846989163,0.025,0.04,1
"KMT5B",0.334623750638927,-0.22438140396733,0.111,0.139,1
"THAP1",0.334648079940118,-0.204363941889753,0.09,0.116,1
"CTD-2095E4.5",0.334661978939646,-0.322150167742003,0.015,0.027,1
"SNRPD3",0.334839365083382,0.185753871576788,0.432,0.43,1
"TMEM128",0.334876200990581,-0.17086300464433,0.08,0.104,1
"SELK",0.335023441058346,0.123294814281884,0.462,0.441,1
"R3HDM1",0.335130924972703,0.471617008035752,0.151,0.13,1
"RBMXL1",0.335220824965978,-0.605327738957583,0.035,0.051,1
"MMACHC",0.335397615105416,1.37210148387465,0.015,0.008,1
"GARS",0.335809673209935,-0.140638499196342,0.216,0.259,1
"AC240274.1",0.335833627521349,-0.353223037802908,0.035,0.052,1
"CMTM7",0.335847489653056,-0.156049126192552,0.281,0.327,1
"C1orf228",0.335900366228538,0.313282810588669,0.191,0.165,1
"FLT4",0.335992369342097,-1.56906935845637,0.005,0.013,1
"FXYD2",0.335992369342097,-1.88949064783062,0.005,0.013,1
"TMEM106C",0.336091534371624,0.350911730298584,0.111,0.09,1
"ARHGAP35",0.336582711926505,-0.63209825503881,0.035,0.051,1
"C19orf44",0.336760751518563,0.69801635254764,0.015,0.008,1
"CTD-2260A17.2",0.336912653749592,-0.678986852477146,0.02,0.033,1
"PLAC8",0.33706962126004,-0.222374164401328,0.643,0.564,1
"NUP98",0.337159826361429,0.312740125085322,0.261,0.244,1
"THG1L",0.337173848280026,-0.15949031782245,0.075,0.099,1
"AC092835.2",0.337203378387568,-1.01053424660456,0.005,0.013,1
"NANP",0.337203378387568,-1.45063111144558,0.005,0.013,1
"PDHA1",0.337213049022061,-0.28539046888685,0.126,0.152,1
"RFC1",0.337303467945649,0.231436670516526,0.241,0.218,1
"WDR54",0.337368379831073,0.402001501386473,0.141,0.119,1
"HAUS1",0.337693834124418,0.40394934653214,0.161,0.14,1
"ZNF219",0.337809909520059,-1.29267627751409,0.005,0.013,1
"ZNF683",0.337809933764963,-2.09236517921014,0.005,0.013,1
"TMEM123",0.337843841143199,-0.203064289892098,0.452,0.499,1
"ANKMY2",0.337845149296038,0.628722566573553,0.05,0.036,1
"ENOPH1",0.338056728352361,0.16829081691535,0.181,0.155,1
"ZNF32",0.338066648251466,0.276987433829716,0.176,0.152,1
"SPAG9",0.338070591971572,-0.145041466479163,0.131,0.163,1
"NOL9",0.338243833837035,-0.58171737262928,0.095,0.118,1
"ERGIC1",0.338264394109512,0.218194887396086,0.246,0.221,1
"RFX2",0.338409310024364,-0.191075896718167,0.015,0.027,1
"DHX58",0.338556170551875,-0.66261458547396,0.035,0.051,1
"KCNQ1",0.33881196220174,0.42512447199348,0.111,0.091,1
"PWAR6",0.338812126644574,1.45757250496372,0.015,0.008,1
"NHLRC4",0.338812126644574,0.934424291242098,0.015,0.008,1
"KHNYN",0.338841454244335,0.790050654856264,0.106,0.087,1
"GRIK4",0.339025145876744,-1.11132062973195,0.005,0.013,1
"EIF2S3L",0.339025145876744,-0.845064813577368,0.005,0.013,1
"BRD7",0.339536860208209,-0.200842820582981,0.156,0.187,1
"RP11-483P21.2",0.339633802463855,-0.747564634028666,0.005,0.013,1
"CGRRF1",0.339705533254604,-0.263902424422159,0.075,0.098,1
"MRPS27",0.33971058840257,0.484942381503891,0.151,0.132,1
"GMPPB",0.339930724510981,-0.335185324554422,0.065,0.086,1
"AC009404.2",0.340184155873918,0.78275486240589,0.015,0.008,1
"SCD",0.340184155873918,0.830598812667485,0.015,0.008,1
"MCC",0.340243159303403,-0.734102379654956,0.005,0.013,1
"ZNF57",0.340243159303403,-0.792393203407625,0.005,0.013,1
"ABCD3",0.340336481410194,0.286606143779779,0.055,0.076,1
"LINC00957",0.340665087521968,-0.714324949457446,0.03,0.045,1
"RBM18",0.340845620940474,-0.255849530932311,0.101,0.127,1
"CRIPAK",0.340853216316454,-0.759121721653989,0.005,0.013,1
"PDPR",0.340859743086233,-0.742736003873314,0.045,0.062,1
"FCGBP",0.341222087428858,-0.637554771200349,0.01,0.02,1
"ZNF282",0.341447698157356,-0.620627720594551,0.02,0.033,1
"GHRL",0.341463973421951,-0.459927621053335,0.005,0.013,1
"CDK20",0.341463973421951,-0.700731350969162,0.005,0.013,1
"RP11-1348G14.8",0.341463973421951,-0.529052494100372,0.005,0.013,1
"ZNF322",0.34159942395138,-0.104430285297217,0.055,0.076,1
"ZNF720",0.341656444012589,-0.483978195450825,0.075,0.096,1
"LRP8",0.342075430536716,-0.470392695827286,0.005,0.013,1
"NUDT6",0.342075430536716,-0.579404338528852,0.005,0.013,1
"AC116366.5",0.342075430536716,-0.601492482007424,0.005,0.013,1
"SSNA1",0.342321655132009,-0.122714547220646,0.377,0.438,1
"GTPBP6",0.342639059939114,-0.178090155499432,0.151,0.183,1
"RP3-428L16.2",0.34268758757544,-0.383237794712281,0.005,0.013,1
"DMTN",0.34268758757544,-0.514696513692183,0.005,0.013,1
"PRKACB",0.342791001887744,-0.277588969164433,0.196,0.224,1
"AP5Z1",0.343100502771949,-0.198616287651339,0.131,0.159,1
"APIP",0.343127506020255,-0.110767773276865,0.121,0.15,1
"LINC00528",0.343198299704141,-0.289582591137207,0.045,0.063,1
"NRBF2",0.343204456224249,-0.147785461672185,0.181,0.217,1
"TRAV38-2DV8",0.34330044445069,0.242866867533244,0.005,0.013,1
"CTBP1-AS2",0.343342580111743,0.876111345172021,0.05,0.037,1
"CRELD1",0.34334962232127,0.347226381456679,0.121,0.099,1
"SEC31B",0.343672252366283,-0.425112180985171,0.01,0.02,1
"ARAP2",0.344277366448886,-0.294610475680234,0.211,0.247,1
"TMEM143",0.344613091068272,0.484414047092661,0.045,0.032,1
"NAT1",0.344655450214147,-0.289933151113049,0.01,0.02,1
"RNF111",0.344685548604626,0.482477565723527,0.141,0.121,1
"CAPN10",0.344744272055537,-0.736905600932265,0.055,0.073,1
"MTPAP",0.344874501060738,-0.159183732649215,0.02,0.033,1
"NDUFB2-AS1",0.345014252410598,0.295240790619551,0.015,0.008,1
"CCNJ",0.345147721395666,-0.37272769736994,0.01,0.02,1
"NHP2",0.345225590127968,-0.136161763049338,0.382,0.43,1
"RPA2",0.345582329257318,0.157734388336751,0.296,0.267,1
"ZNF140",0.345796207414532,0.603451121889294,0.055,0.041,1
"GMDS",0.345883986738946,0.2929834570628,0.151,0.126,1
"CRCP",0.345921947976584,-0.177448130384017,0.095,0.121,1
"PAM16",0.346129104180988,-0.28653190980105,0.101,0.126,1
"ZNF354A",0.346320462120141,0.376040408650671,0.075,0.058,1
"ZFP1",0.346404541296226,-0.366380842557355,0.02,0.033,1
"ZNF3",0.346499564030466,-0.367948836236398,0.085,0.108,1
"RP11-162A12.2",0.34654204131291,-0.542758134011942,0.03,0.045,1
"WRAP73",0.346805576291543,-0.273819097952158,0.101,0.125,1
"BTF3L4",0.346844019307161,-0.115780969885066,0.241,0.284,1
"CEP135",0.347102324398099,0.527889300530471,0.131,0.112,1
"NUMA1",0.347295029365187,-0.196059515542288,0.231,0.272,1
"ABCC5",0.347451071442169,-0.575602254542942,0.035,0.051,1
"NFATC3",0.347696194046588,-0.220364065796732,0.317,0.356,1
"LPGAT1",0.347773100173826,0.419330235796374,0.196,0.177,1
"EHMT2",0.347826248550116,0.207904750449607,0.171,0.147,1
"MEA1",0.347877285773728,0.170845965513841,0.332,0.317,1
"VPS4A",0.348115003088298,-0.156392926797581,0.206,0.242,1
"HDHD3",0.348146012636378,0.75325396574652,0.09,0.074,1
"CH507-513H4.4",0.348185917887433,-0.385813821352119,0.03,0.045,1
"DENND4B",0.348494798309103,0.106364409401598,0.191,0.236,1
"ZNF548",0.349142885600096,0.899847676029054,0.05,0.037,1
"THAP3",0.349144033763054,0.565805035127613,0.08,0.063,1
"NME4",0.349144709610243,0.865526065592837,0.09,0.074,1
"PLEKHA8",0.349356575346936,0.500710128276711,0.045,0.032,1
"IRF2BP2",0.349358995861154,0.429576209983703,0.296,0.282,1
"ZNF507",0.349510235799167,0.44211924205406,0.05,0.036,1
"WAPL",0.349703047783941,-0.102900019234668,0.231,0.274,1
