"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"IL7R",1.84532955325263e-100,2.6573110369737,0.863,0.265,6.2176533967294e-96
"PTPRCAP",9.26814753445402e-90,3.73808541832714,0.482,0.039,3.12280963025894e-85
"EEF1A1",1.1019297130029e-86,0.810692809258541,1,1,3.71284197499197e-82
"RPS12",9.67915909278177e-80,0.851042739849463,1,0.999,3.26129586472189e-75
"RPL30",5.57493091661952e-78,0.986270745100069,1,1,1.87841722304578e-73
"LDHB",2.1731577418104e-77,1.51657301468866,0.955,0.633,7.32223769525597e-73
"CD3E",5.53714626868437e-77,1.65004483095009,0.939,0.411,1.86568606377051e-72
"IL32",5.67627194496536e-76,1.57008099075406,0.968,0.483,1.91256306913663e-71
"RPS10",5.60731946677977e-74,0.982040883669452,0.997,0.994,1.88933022113678e-69
"EEF1G",5.70976374862692e-72,3.46496327758124,0.591,0.144,1.92384779746235e-67
"RPS4X",7.43897208102022e-72,0.760232497122755,1,1,2.50648725297895e-67
"HLA-DRA",1.43950541768789e-71,-4.62044311339734,0.297,0.768,4.85026955435758e-67
"CD74",4.17486955098702e-71,-3.09694096847307,0.827,0.938,1.40668054650957e-66
"MT-ATP8",3.87943328148977e-70,3.46609128960283,0.534,0.109,1.30713624986516e-65
"MAL",2.17118619930315e-69,2.74332956307062,0.546,0.099,7.31559477993203e-65
"CYBA",2.61450814147087e-68,-1.58012917049928,0.847,0.956,8.80932373187196e-64
"RPL14",3.00039297686213e-66,0.724447719957371,1,0.998,1.01095240962393e-61
"TPT1",6.07379120417488e-65,0.735370719779807,1,0.999,2.04650320833468e-60
"TYROBP",6.39818075740716e-63,-5.58073766623823,0.153,0.65,2.15580302440077e-58
"CTD-2192J16.22",5.29981620695829e-62,3.45976879736722,0.358,0.031,1.78572007277253e-57
"RPS15A",2.29657067210159e-61,0.562763253356343,1,1,7.73806522257908e-57
"RPS21",1.53789498170405e-60,0.742978226917216,0.997,0.994,5.18178335135364e-56
"HLA-DPA1",4.0535794352005e-60,-4.04057596669984,0.256,0.695,1.36581305489646e-55
"HLA-DRB1",4.83405665475886e-60,-3.94196866648829,0.246,0.696,1.62878704925445e-55
"HLA-DPB1",1.36913142728276e-59,-3.60206043091699,0.31,0.718,4.61315143108653e-55
"CD3D",1.79175696747997e-59,1.29117622914553,0.923,0.408,6.03714592622703e-55
"RPL28",2.28757951638288e-59,0.573281217775508,1,1,7.70777042250048e-55
"CAMK4",4.83538998076561e-59,2.34388614644707,0.543,0.116,1.62923630011917e-54
"FCER1G",8.05262131700164e-59,-5.29498102557312,0.118,0.614,2.71325022655053e-54
"AC090498.1",2.71227789524384e-58,2.72252844194418,0.962,0.866,9.13874914023458e-54
"RPS3",1.57092716360622e-57,0.589470344678126,1,0.999,5.2930819850548e-53
"RPLP0",2.22212379487748e-57,0.882714972907717,1,0.969,7.48722391446019e-53
"RPS8",3.42893398806665e-57,0.713642609652084,1,0.998,1.15534501793918e-52
"RPL19",3.81995959622107e-56,0.57390546974736,1,0.999,1.28709718635073e-51
"LEF1",3.46684526849403e-54,1.87052980874012,0.629,0.18,1.16811884476638e-49
"MATR3.1",3.98567589377354e-54,3.92619432094808,0.291,0.02,1.34293363564806e-49
"OAZ1",5.26572674426463e-54,-1.31048951812993,0.93,0.961,1.77423396921253e-49
"RPL7A",9.12221287683035e-54,0.712466872915547,0.997,0.994,3.07363840671922e-49
"LIME1",1.35773604276174e-53,3.5119299421418,0.304,0.024,4.57475582248142e-49
"RPL18",2.36168996495156e-53,0.595138555442387,1,0.999,7.9574781679078e-49
"RPL17",1.4367376272129e-52,1.12296741746204,0.99,0.919,4.84094376113114e-48
"CTSS",2.15070214307667e-52,-3.83864474030977,0.361,0.705,7.24657580088254e-48
"IFITM1",2.53111753359623e-52,1.6069325548921,0.856,0.414,8.52834741769914e-48
"RPS28",3.9058448556801e-52,0.472312777086024,1,1,1.31603536567285e-47
"ATP6V0C",7.20679969235358e-52,4.05981404061249,0.281,0.02,2.42825908834162e-47
"TMEM256-PLSCR3",7.43965593404648e-52,3.4868931604182,0.297,0.025,2.50671767041762e-47
"RPL11",2.57406060418941e-51,0.5146632068194,1,1,8.67303979975581e-47
"EGR1",2.89106307412241e-51,3.07089942579184,0.447,0.097,9.74114792194804e-47
"CD6",1.30362823719565e-50,1.92275672012542,0.575,0.154,4.39244498240701e-46
"NME2",4.50986433268735e-50,2.99643109464999,0.409,0.078,1.51955368825568e-45
"HSPA8",5.41841288589942e-50,1.0859431866606,0.958,0.762,1.82568003777495e-45
"CD3G",5.87851962254602e-50,1.36313338483954,0.738,0.242,1.98070840162066e-45
"TRAT1",6.04331636340041e-50,2.02534303381263,0.502,0.112,2.03623501548413e-45
