"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ZNF517",0.111740420198435,1.20456952731203,0.016,0.006,1
"GPAM",0.111740420198435,1.57047846472238,0.016,0.006,1
"AXIN2",0.111740420198435,1.37773836335583,0.016,0.006,1
"ARPP19",0.111790747718388,-0.531511933454384,0.131,0.172,1
"NHLRC2",0.111890375354912,-0.762539064333151,0.02,0.041,1
"PLCL1",0.111994099537385,1.48336421243423,0.016,0.006,1
"S1PR3",0.11202453517232,-1.67320340209848,0.004,0.017,1
"PTPN7",0.112129776557777,0.199871741809378,0.254,0.206,1
"RP11-379F4.9",0.112248232915467,1.30945349348444,0.016,0.006,1
"PLEKHA4",0.112248232915467,1.36800806136151,0.016,0.006,1
"PTPRO",0.112393941335286,-1.54129289842731,0.004,0.017,1
"RP5-1065J22.8",0.112415938934149,0.41807368846204,0.036,0.019,1
"PQLC3",0.112426412547798,-0.391925428682589,0.198,0.245,1
"KLF5",0.11250282082302,1.15345483926474,0.016,0.006,1
"PFDN4",0.112516302792812,-0.232047988124148,0.21,0.261,1
"MT-CO2",0.112633221717425,0.188654267981828,1,0.999,1
"NOP14",0.112689829857757,0.309717208594267,0.083,0.056,1
"CNOT6L",0.112709222971501,0.231191912010065,0.266,0.223,1
"RP1-292L20.3",0.112757863750109,1.2540993856293,0.016,0.006,1
"KIAA1147",0.112993292647191,0.510970927227636,0.056,0.034,1
"DCAKD",0.113052431139402,0.529419134785264,0.056,0.034,1
"BRAF",0.113067419434128,0.35797048404855,0.083,0.056,1
"TYW1B",0.113106139455304,0.831778938738669,0.032,0.017,1
"SGK1",0.11324445914742,-0.461678121660458,0.119,0.159,1
"RP4-575N6.4",0.113269316621764,0.820173272671914,0.016,0.006,1
"RBMXL1",0.113293044284447,-0.560180160049275,0.056,0.085,1
"ZDHHC12",0.113438434753086,-0.385295374568048,0.151,0.194,1
"KPNA1",0.113469944197026,0.546462029956893,0.119,0.088,1
"ATP1B1",0.113507924584905,-0.939831480846838,0.004,0.017,1
"CDC23",0.11375538855717,0.927865299341624,0.056,0.035,1
"SNRNP40",0.113799348237623,0.322839751371522,0.238,0.193,1
"DCAF17",0.113828194272297,0.404933141476015,0.048,0.028,1
"IKBKB",0.113874620429849,0.453408826829839,0.155,0.119,1
"RP11-332H14.2",0.1139583762083,-1.38061480329226,0.016,0.035,1
"MTOR",0.113986392132031,0.688032872764123,0.052,0.031,1
"DLEU2",0.114102326595625,-1.03672275135747,0.012,0.03,1
"OBSCN",0.114106555183327,0.336003138336197,0.036,0.019,1
"MCAT",0.114129767319327,1.18167856831256,0.04,0.023,1
"UBE2A",0.114328576473781,-0.245909337643266,0.183,0.233,1
"C16orf13",0.114348362739357,0.201900817025946,0.377,0.327,1
"SLC35A1",0.114516865441469,-0.415295434519168,0.056,0.086,1
"RNU12",0.114517293394504,0.191087510739038,0.159,0.121,1
"SNRK",0.114528345204559,0.303187673438659,0.187,0.146,1
"RP11-708J19.1",0.114657238572546,0.690902738255879,0.044,0.025,1
"FARP2",0.114726073039711,-1.71417219324976,0.008,0.024,1
"RP11-1017G21.5",0.114758281318208,0.773114573384558,0.032,0.017,1
"ZNF235",0.114814646585266,0.950056488592689,0.016,0.006,1
"ZFP91",0.114833702115641,-0.467982798804126,0.052,0.082,1
"SLC17A5",0.114854629819777,0.685657564300688,0.052,0.031,1
"NPIPA1",0.114924534455818,0.732701436606296,0.032,0.017,1
"RICTOR",0.11503372623485,0.341931752078648,0.258,0.216,1
"ZFP64",0.115068994376636,0.651460794515415,0.044,0.025,1
"SLC9B2",0.11525760910903,0.766501967823365,0.032,0.017,1
"MCTP2",0.115326611997246,0.263529985732369,0.087,0.059,1
"FBXO6",0.115405961100771,-0.618241076739205,0.075,0.109,1
"PRMT1",0.115450772171095,0.180383607585148,0.341,0.287,1
"C10orf2",0.115591442458443,0.740510542302366,0.032,0.017,1
"CCDC157",0.115591442458443,0.736946173820662,0.032,0.017,1
"MPZL1",0.115670649765874,-0.803931641145087,0.012,0.03,1
"FXR1",0.115845841530919,0.302990801254943,0.258,0.215,1
"TMEM50B",0.115898244090012,0.412733332622012,0.194,0.157,1
