"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"CHMP1A",0.000909929704127572,1.03826633640755,0.254,0.205,1
"PIK3CB",0.000914316988896592,-1.37681117053999,0.025,0.071,1
"OTUD7B",0.000915563880660161,1.95749417016905,0.037,0.011,1
"HDAC7",0.000921876860755659,0.786692797126733,0.307,0.252,1
"PLGRKT",0.0009248608853909,0.983265321566378,0.19,0.129,1
"SERPINB6",0.00093203362161699,0.755049197229572,0.322,0.271,1
"SLC25A13",0.000933336180495063,-0.563629009288734,0.062,0.127,1
"RTKN",0.000938835224521611,2.21817229775059,0.027,0.006,1
"SLC7A1",0.000946642285886266,-1.27503584958929,0.02,0.063,1
"UNG",0.000952872134271337,1.50800839163243,0.087,0.044,1
"NR4A2",0.000954675850698166,-0.276616045817837,0.514,0.654,1
"PSMA3",0.000955818164648038,0.807604027195301,0.319,0.271,1
"MGST2",0.000966478297185844,1.39177552179215,0.125,0.074,1
"SLC12A6",0.000969803391215241,-0.619408608032218,0.07,0.136,1
"TBC1D5",0.00097025631431896,-0.315857655658726,0.17,0.269,1
"INPP5E",0.000984862020320608,-1.28210121115516,0.012,0.051,1
"RPUSD3",0.000987666888786489,0.871908029917491,0.204,0.145,1
"DCTN6",0.000991694872559978,1.49087868714651,0.107,0.06,1
"ANO9",0.000993454925258506,-1.09970148162563,0.022,0.067,1
"NCOR2",0.000998985971200899,-0.440418659520462,0.087,0.161,1
"C1orf216",0.000999956130485528,1.61002365604294,0.08,0.039,1
"ZNF845",0.00100390193857779,2.05056451398673,0.047,0.017,1
"PRKCE",0.00101226061968659,-1.08202912178524,0.025,0.071,1
"VARS",0.00101520768232141,-0.728939554264441,0.052,0.111,1
"MESDC2",0.00101715970206563,0.979889063839688,0.257,0.205,1
"SLC35B2",0.00101747893339957,1.10844111616725,0.155,0.099,1
"SPCS3",0.00102017361377617,0.680100166632271,0.379,0.34,1
"MOSPD2",0.00102077798459748,-0.582205897871064,0.06,0.123,1
"TROVE2",0.00102225210984409,0.900435696460225,0.277,0.221,1
"HIVEP3",0.00102308414312796,1.52817030426198,0.122,0.073,1
"PSMB5",0.00102315430844051,-0.300662022972453,0.087,0.159,1
"TLR6",0.00102407152784584,-2.29133891990144,0.005,0.037,1
"VPS37C",0.00102483816178516,-0.956119242839329,0.012,0.051,1
"SERPINB9P1",0.00102756381746332,-2.16093179094147,0.002,0.032,1
"GALNT3",0.00102904583842306,1.68318426372298,0.08,0.039,1
"FSCN1",0.00102967696840228,-2.39250663154887,0.005,0.037,1
