"","batch_1_p_val","batch_1_avg_log2FC","batch_1_pct.1","batch_1_pct.2","batch_1_p_val_adj"
"AC010226.4",6.56889989040821e-05,3.59371893601352,0.042,0.007,1
"TUBB6",6.56889989040821e-05,3.19152546025799,0.042,0.007,1
"PLEC",6.6205646910702e-05,-1.13696540110497,0.052,0.17,1
"CLIP4",6.62804616079585e-05,-2.43179610392874,0.016,0.107,1
"CAMK4",6.63979134273391e-05,-1.86287137994251,0.042,0.149,1
"SIMC1",6.65046440910527e-05,1.87323310996085,0.089,0.029,1
"TM9SF2",6.66302184188627e-05,-0.916948803657249,0.104,0.244,1
"GAA",6.6724532435477e-05,-1.71468634431237,0.036,0.142,1
"RARA",6.70524942942082e-05,-1.36211291657758,0.062,0.182,1
"TAX1BP1",6.74064299272232e-05,-0.559139315862173,0.302,0.482,1
"ZNF274",6.7407886073237e-05,1.12794789201393,0.245,0.142,1
"JHDM1D-AS1",6.76525174992466e-05,2.57459867675175,0.062,0.016,1
"CSGALNACT2",6.7825414212999e-05,-1.53564288643904,0.052,0.164,1
"PAG1",7.13690838847309e-05,-0.968014357161347,0.104,0.243,1
"NAIP",7.15451326138072e-05,-1.89130262994015,0.042,0.148,1
"RP11-553K8.2",7.16846642083343e-05,5.33522712542219,0.016,0,1
"ROBO1",7.16846642083343e-05,5.23407052043842,0.016,0,1
"MME",7.16846642083343e-05,5.89694561669324,0.016,0,1
"IL12A",7.16846642083343e-05,5.94917682832347,0.016,0,1
"ZDHHC19",7.16846642083343e-05,5.96379754269492,0.016,0,1
"RP13-514E23.2",7.16846642083343e-05,5.51682470640865,0.016,0,1
"ANK2",7.16846642083343e-05,5.33753226671915,0.016,0,1
"MOXD1",7.16846642083343e-05,5.7311953435357,0.016,0,1
"DMD",7.16846642083343e-05,5.53468227112272,0.016,0,1
"IL9R",7.16846642083343e-05,5.3667176994155,0.016,0,1
"DIRAS1",7.16846642083343e-05,5.37291664026577,0.016,0,1
"PGD",7.21333946188733e-05,-1.07546853431482,0.073,0.199,1
"RAB18",7.23569676897484e-05,-0.92131539262128,0.12,0.259,1
"THEMIS",7.24370117414432e-05,-3.23252684547673,0.01,0.096,1
"EIF2AK3",7.25133744897782e-05,2.60050980242944,0.062,0.016,1
"DNAJC3",7.47490526651187e-05,-1.049325595439,0.073,0.199,1
"GCSAM",7.52640769856278e-05,2.00825595766302,0.099,0.036,1
"TNFSF10",7.67442483360569e-05,-0.828934379589452,0.156,0.311,1
"S100Z",7.68518677066315e-05,-4.79879768426697,0,0.076,1
"SMAP1",7.70541564741302e-05,-0.958382925275539,0.068,0.192,1
"VDAC3",7.7307167928087e-05,-0.911295347583737,0.146,0.294,1
"PKN1",7.77418043804054e-05,-0.829322061915787,0.177,0.332,1
"ARF4",7.89236425237281e-05,-0.95214682915351,0.13,0.271,1
"ARF5",7.97533622686643e-05,-0.576696582370921,0.292,0.478,1
"METTL9",8.07426723719339e-05,-0.694809666315508,0.24,0.41,1
"SH2D2A",8.31190922927098e-05,-3.79771385441641,0.01,0.094,1
"PID1",8.47909626745748e-05,-3.11701000991663,0.005,0.086,1
"NOP10",8.53136864806318e-05,-0.447089278606566,0.38,0.581,1
"PEBP1",8.56644420603128e-05,0.589586851786323,0.526,0.427,1
"ATP2B4",8.61632910230037e-05,-5.12399292100026,0,0.075,1
"FNIP2",8.61632910230037e-05,-4.81191919323389,0,0.075,1
"LRMP",8.65047372121591e-05,1.11512768646572,0.26,0.157,1
"CCL4L2",8.78047575812001e-05,-3.57074488490674,0.01,0.095,1
"KCNK6",8.78243856418543e-05,-1.91603390804429,0.026,0.123,1
"OTUB1",8.80885142768697e-05,-0.549849525450819,0.151,0.304,1
"EMC10",8.96233803890806e-05,-0.752721190198292,0.203,0.36,1
"TOR2A",9.00613493846295e-05,-1.30464897999409,0.042,0.15,1
"LPIN2",9.03387244132516e-05,-2.09551366846807,0.021,0.114,1
"OAZ2",9.05632229712485e-05,-0.813805671822744,0.167,0.323,1
"RBM47",9.09916143773834e-05,-2.6590939803413,0.016,0.104,1
"LINC01374",9.10916299444711e-05,5.20579706790136,0.021,0.001,1
"IGHG4",9.10916299444711e-05,4.40358912123952,0.021,0.001,1
"CCDC78",9.10916299444711e-05,4.26485614168249,0.021,0.001,1
"EFCAB5",9.10916299444711e-05,4.82405102422152,0.021,0.001,1
"DNMT1",9.11342572934642e-05,-1.2472543305131,0.078,0.198,1
"CTD-2540F13.2",9.18632487579901e-05,4.26920331290863,0.021,0.001,1
"ACSM3",9.22423405997488e-05,2.80783193900706,0.057,0.014,1
"FUCA2",9.26346264654377e-05,-2.70008955749103,0.01,0.095,1
"BUD31",9.37547014553037e-05,-0.735415066817751,0.188,0.346,1
"KDM1B",9.40118160837045e-05,-2.21287889217245,0.016,0.105,1
"BTNL9",9.42153132690717e-05,3.3390866102071,0.021,0.001,1
"ECT2L",9.42153132690717e-05,3.62056439570291,0.021,0.001,1
"FAM101B",9.50569148865238e-05,-4.01887071191867,0.005,0.084,1
"PARP8",9.5178097113742e-05,-1.4441477204809,0.052,0.163,1
"ATOX1",9.56274556838553e-05,-1.11290126223363,0.13,0.268,1
"TMCO1",9.62515986496629e-05,-0.813857651179079,0.182,0.339,1
"OSBPL5",9.65922638329792e-05,-5.3517184557987,0,0.074,1
"OLIG1",9.65922638329792e-05,-4.99726664901513,0,0.074,1
"CCDC50",9.66032581432462e-05,1.89551162831739,0.156,0.076,1
"JOSD2",9.67365663606347e-05,-1.28092870719756,0.068,0.186,1
"PTPN4",9.74779975131867e-05,-1.2578233718875,0.125,0.252,1
"C9orf78",9.81075318156501e-05,-0.637216431924635,0.271,0.442,1
"EMILIN2",9.82950484835124e-05,-2.32602813123301,0.01,0.095,1
"MLLT3",9.84563460093052e-05,-2.86208144929641,0.01,0.094,1
"IQGAP1",9.87815358041896e-05,-0.57818942540728,0.312,0.503,1
"ELOVL5",0.000100276812039603,0.95991690003711,0.328,0.225,1
"SLC50A1",0.000103919942454877,1.24206416115981,0.208,0.114,1
"ATP6V0E2",0.000105110112200004,-1.30623677900915,0.047,0.157,1
"CACUL1",0.00010698363476294,-1.08808364586289,0.057,0.172,1
"H1FX",0.000107229164174138,-0.2752051256334,0.203,0.389,1
"NRBP1",0.0001079886375602,-0.912264390686453,0.078,0.206,1
"ATF3",0.000108187290794541,-1.58717803742352,0.026,0.121,1
"POLR2J3",0.00010834422847708,0.546690247250306,0.557,0.465,1
"CARD9",0.000109358572970555,-2.30103136741751,0.005,0.084,1
"TMEM30A",0.000109532263464139,-1.46198503203539,0.057,0.168,1
"BTG2",0.000109650374075186,-0.616512316848086,0.453,0.629,1
"FAR1",0.000110313229541918,-1.88152897886361,0.021,0.113,1
"C9orf72",0.000111184055326634,-1.31991540825498,0.047,0.156,1
"CREG1",0.00011121485700992,-1.40935890454403,0.036,0.139,1
"QKI",0.00011236042123612,-1.19370203747095,0.057,0.172,1
"PHACTR2",0.000112438766527871,-2.00302755947436,0.026,0.12,1
"LRRFIP1",0.000112896227812282,-0.532599941650242,0.443,0.595,1
"RASSF5",0.000113571320259886,-0.66916689880384,0.281,0.447,1
"ATP6V0A1",0.000113602578760876,1.77543406981053,0.125,0.054,1
"PRKCA",0.000114086434680602,-3.17883748893268,0.01,0.092,1
"PYCRL",0.000114558531040224,1.9927300171194,0.068,0.019,1
"FERMT3",0.000115716427813695,-0.713856598652292,0.214,0.379,1
"MAP4K2",0.000116694146728056,1.54224944171458,0.182,0.097,1
"USP3",0.000117566527186353,-0.972694833056372,0.099,0.23,1
"BTN2A2",0.000117636340022233,2.31206437798502,0.083,0.028,1
"DAD1",0.000118830278933376,-0.485439992701528,0.359,0.561,1
"PTGS2",0.000119224836053871,-3.16846328263918,0.005,0.083,1
"PLEKHB2",0.000119250441864533,-1.01570347711206,0.068,0.188,1
"C15orf57",0.000119820743509816,1.53082357126412,0.188,0.1,1
"ARHGAP17",0.00011983844596055,1.45036560302422,0.172,0.087,1
"PDE3B",0.000120121047406076,-3.04227665747646,0.01,0.092,1
"ADCY7",0.000120821753878314,-1.53932233871199,0.057,0.166,1
"WDR82",0.000120908285139373,-1.24645649297461,0.073,0.188,1
"CD226",0.00012135080546712,-5.24842869483705,0,0.072,1
"GLIPR1",0.000121430372529993,-0.744997573485489,0.281,0.434,1
"EIF3A",0.000121612300662747,-0.558386844934087,0.276,0.458,1
"SRA1",0.000121626327372919,-1.1611690626457,0.078,0.197,1
"CES1",0.000121734964967771,-2.69973505472542,0.005,0.083,1
"ADRB2",0.000121833428629413,-2.00134542314288,0.026,0.12,1
"MAL",0.000122674903689834,-1.91653513933271,0.047,0.149,1
"DCLRE1C",0.00012413380510333,1.48181425631531,0.161,0.079,1
"ADAP1",0.000126455833339532,-2.78076752132074,0.01,0.092,1
"TMEM59",0.000126483995298088,-0.545619303362232,0.443,0.605,1
"RBM3",0.000126517451538216,-0.361073917271077,0.62,0.811,1
"GPS1",0.000128389671376093,-1.23437789072752,0.062,0.177,1
"KIF22",0.000130118199561146,-1.40587037139782,0.047,0.153,1
"PSMC1",0.000130604925470866,-0.726166671058154,0.141,0.288,1
"LSM1",0.000130753555537919,-1.09347205002463,0.099,0.224,1
"CEBPG",0.000132109843110412,-1.30800695467425,0.047,0.154,1
"TPP2",0.000132222369718071,-1.59930559197415,0.052,0.157,1
"SNX18",0.000132362114279789,-0.731908071616212,0.062,0.181,1
"SNTA1",0.000132423301118828,3.60138074211276,0.031,0.004,1
"GCHFR",0.000133134053171002,-1.30334099888201,0.062,0.177,1
"RP1-315G1.3",0.000133200537889393,3.54252942831684,0.031,0.004,1
"CTD-2576D5.4",0.000133200537889393,3.49757301050099,0.031,0.004,1
"TLN1",0.000133382213933703,-0.720699476525985,0.203,0.362,1
"UNC13D",0.000133859333293913,-0.899713229502465,0.083,0.208,1
"LILRB4",0.000133889400623324,-3.79714630194264,0.005,0.081,1
"BACH1",0.000135366291229749,-1.38715911198974,0.042,0.145,1
"CCDC88C",0.00013549278100467,-0.957692948883806,0.172,0.311,1
"FNDC3B",0.000135995569264444,-4.99286267035481,0,0.071,1
"SIGLEC7",0.000135995569264444,-4.96398303677764,0,0.071,1
"OGFRL1",0.00013621356700476,-1.04712894857674,0.057,0.171,1
"ZNF550",0.000137515409602833,2.13214568614562,0.078,0.025,1
"ZNF418",0.000137954969551946,3.01834989634603,0.031,0.004,1
"FAM46A",0.000138040679377405,-1.47140618515059,0.036,0.137,1
"RP11-344P13.6",0.000138762752211799,2.96999348237283,0.031,0.004,1
"HMGN3",0.000139902592076952,-0.6100188412484,0.328,0.506,1
"P2RX5-TAX1BP3",0.000140391701937554,2.87744163257069,0.031,0.004,1
"FAM50A",0.000140891939904837,-0.834836545233337,0.109,0.244,1
"COX6A1",0.000142731138760327,-0.418570034033687,0.578,0.74,1
"ASAP1",0.000143056817895911,-1.23248199497744,0.036,0.137,1
"ME2",0.000143676861636215,-1.20118153212492,0.073,0.189,1
"KPNA2",0.000144685093323723,-2.40769474777948,0.016,0.1,1
"ARAP2",0.000145527195879857,-1.00362944062945,0.057,0.168,1
"C11orf80",0.000146869774509497,2.12802403954894,0.062,0.017,1
"ISCA1",0.00014946379769029,-1.32096591819266,0.057,0.164,1
"PYGL",0.000149754253409694,-2.49623652253875,0.01,0.091,1
"MAP3K11",0.000149988001936293,-0.975762196481156,0.078,0.2,1
"FAM200B",0.000150269754285606,-0.949622317618169,0.125,0.26,1
"MFSD1",0.000152064223596332,-0.961474171029882,0.115,0.246,1
"SUN1",0.000152095931668436,1.3348956986963,0.177,0.092,1
"GNPTAB",0.000152631161734518,-1.42381973736713,0.068,0.18,1
"HSPB1",0.000154299534251347,-0.892779907411383,0.151,0.289,1
"RHBDF2",0.000154494065386446,1.22506164304083,0.203,0.111,1
"TRPV2",0.00015571832542791,-1.63037236050017,0.047,0.148,1
"SAR1A",0.000156795341242764,-0.834598528784398,0.156,0.299,1
"MDM4",0.000158584371506881,0.787753952023659,0.417,0.331,1
"MRPL23",0.000158820524840545,-0.722890258507127,0.219,0.372,1
"LSM7",0.000158826223756555,0.496764921653929,0.594,0.54,1
"PTGES3",0.000158904598382952,-0.500361473745788,0.464,0.627,1
"LINC01473",0.000158946929458037,1.98013805349282,0.062,0.017,1
"DDAH2",0.000159829727225002,1.15476382086751,0.271,0.173,1
"EIF1AY",0.000160199886658807,1.01056306304802,0.37,0.277,1
"SPPL2B",0.000161827354734273,1.7244638235888,0.135,0.062,1
"FTL",0.000161939558957706,-1.80721758971617,0.995,0.996,1
"C5orf45",0.000163098032171967,1.42064060288963,0.156,0.075,1
"SIRPG",0.000163401421666286,-4.34596174900094,0.005,0.079,1
"TIMM13",0.000163811438369417,-0.646823369758003,0.198,0.358,1
"TMEM71",0.000165011378968163,-1.50541189949388,0.057,0.162,1
"CSNK2B",0.000165433031542683,-0.4851826629664,0.292,0.482,1
"SSBP3",0.000167420124121365,-2.09099169811145,0.021,0.108,1
"FAM26F",0.000168551510848198,0.582535363678206,0.401,0.277,1
"GTF2I",0.000168892143661309,1.16343269903179,0.276,0.181,1
"KCNE3",0.000170271259588519,-2.95379052109995,0.005,0.08,1
"LAMP2",0.000170564122987936,-0.916270551029755,0.083,0.205,1
"PLEKHG3",0.000170748774700818,-5.20693290903315,0,0.069,1
"SORT1",0.00017074880168868,-4.59842792190846,0,0.069,1
"EOMES",0.00017074880168868,-5.38595754863559,0,0.069,1
"PLXDC2",0.000171792233437129,-2.34072507474547,0.01,0.09,1
"OSTF1",0.000173100643728124,-0.603503082790848,0.37,0.549,1
"GNB1",0.000173247347373895,-0.867834969979022,0.135,0.274,1
"RRBP1",0.0001733870008426,-1.38599086422521,0.036,0.135,1
"TMOD3",0.000173556887456495,-0.826889062634856,0.099,0.229,1
"ATP6V0E1",0.00017593569457323,-0.416344290119511,0.604,0.756,1
"SYNCRIP",0.000176210563999189,-0.919083200285416,0.115,0.243,1
"SNX27",0.000177880023705783,-1.03217409554676,0.052,0.16,1
"SOCS3",0.000178554785371542,-1.38269647926888,0.094,0.208,1
"LAMTOR3",0.000178776407324069,-1.49066401419891,0.036,0.134,1
"EPB41L4A-AS1",0.000180448027278349,0.809486353728761,0.333,0.229,1
"ATP5EP2",0.000184313051418276,-0.731655805180468,0.135,0.277,1
"FBXW7",0.000185224628343141,-1.74123098359089,0.021,0.108,1
"MTIF3",0.000185581071578475,-0.819521502173589,0.125,0.264,1
"RNPEPL1",0.000186140075829665,-0.967439134270911,0.13,0.263,1
"TXNL4A",0.000186567409959619,-0.791359393845889,0.125,0.262,1
"LINC00657",0.000189423216813047,-1.25224033697206,0.078,0.191,1
"GALK1",0.000190422054177737,-2.20101524014553,0.016,0.098,1
"NPL",0.000191298034991775,-4.74942383376238,0,0.068,1
"CNOT2",0.000192061327134496,-0.934983358846957,0.083,0.206,1
"TRIM14",0.000193468442255085,-1.63225862564303,0.031,0.124,1
"SYNGR1",0.000193568563672046,-3.60552236216172,0.005,0.078,1
"COX7A2L",0.000194026569061877,-0.499711501201297,0.432,0.618,1
"NIPSNAP3A",0.000196073246601552,-1.32550527116408,0.047,0.15,1
"MRPL50",0.000198868208026695,-1.50122673882288,0.042,0.139,1
"OGT",0.000199923467594251,-1.19434995066382,0.078,0.191,1
"RNPEP",0.000200656098152607,-0.804519284652853,0.094,0.22,1
"HOXB2",0.000206265865279156,-1.40675816503577,0.031,0.126,1
"MRFAP1",0.000207347751456963,-0.656221889152354,0.182,0.337,1
"TNFAIP8",0.000209297750487966,0.656446151675081,0.458,0.375,1
"KLF3",0.000210190234995282,-0.66906925194065,0.167,0.312,1
"CHIC2",0.000212836986078046,-1.38216121181392,0.047,0.148,1
"EIF3G",0.000213220356040598,-0.532107059265805,0.578,0.726,1
"DEF8",0.000216211450112645,1.7192198580467,0.135,0.063,1
"CLEC4A",0.000218148475952732,-1.08625372981998,0.115,0.241,1
"PPP6C",0.000223450867604407,-0.773399366717791,0.109,0.242,1
"NEURL1",0.000224734510287434,-3.37314002713473,0.005,0.077,1
"VDAC1",0.000226083880439797,-0.653964448888207,0.198,0.354,1
"RAB3D",0.000226934618476135,-2.20234917045224,0.021,0.105,1
"LEPROT",0.000230920202534725,-1.05332491401814,0.089,0.206,1
"MRPL14",0.000231004323918091,-0.750085696384912,0.146,0.282,1
"GSS",0.000231059712945397,-1.81863759487466,0.016,0.097,1
"ARHGDIA",0.000231729121293991,-0.488925105834028,0.359,0.535,1
"PSMB9",0.000234176579125588,-0.503906693232462,0.479,0.65,1
"MED13",0.000236247534860942,-1.97254350390354,0.016,0.097,1
"BIRC2",0.000244117633379044,-0.786004954479726,0.13,0.269,1
"C7orf73",0.000247274131473369,-0.573370306847873,0.339,0.497,1
"HMGB2",0.00024953835716838,-0.570475723836545,0.292,0.454,1
"FAM49B",0.000250550475115161,-0.531523459914496,0.422,0.602,1
"LTB4R",0.000258003239866177,-3.0799767449999,0.01,0.085,1
"FCRL6",0.000259806166422917,-2.79689722398474,0.026,0.109,1
"TNFSF12",0.000261673185919837,-1.73975273809896,0.026,0.113,1
"PRR13",0.000261952147067056,-0.430831292987652,0.547,0.725,1
"TMEM167B",0.00026291149039277,-1.20566265075666,0.062,0.169,1
"UCHL3",0.000267419476479943,-1.35404024834941,0.047,0.145,1
"TUBA1B",0.000267527895404477,-0.648753939224884,0.505,0.625,1
"CTNNB1",0.000272493136002295,-0.843279433776619,0.115,0.24,1
"TMEM147",0.000273341637958418,-0.739126610684329,0.182,0.329,1
"C1orf43",0.000276828770232945,-0.556614768314232,0.182,0.339,1
"IL12RB1",0.000279586319270879,-1.401517386402,0.042,0.138,1
"ZC3H13",0.000281211176042039,-0.838497183871619,0.094,0.214,1
"CLEC11A",0.000281714632498667,-2.51077140704595,0.01,0.085,1
"AMPD2",0.000282387789682163,-1.36358180717919,0.036,0.13,1
"ICAM2",0.000282688616533606,-0.718485193909229,0.219,0.376,1
"SIDT2",0.000282790734298127,1.32671231017645,0.203,0.118,1
"SURF4",0.000286618540517163,-0.997175006520088,0.094,0.212,1
"SH3BP2",0.000289009329424592,-0.666215451867658,0.083,0.203,1
"UNKL",0.000289090989859975,1.47467842148537,0.115,0.049,1
"ATP5F1",0.000289158108882385,-0.488258436673096,0.385,0.568,1
"ALKBH7",0.000289831138145183,-0.639433534285689,0.224,0.379,1
"MRPL20",0.000290939013492317,-0.610643313400866,0.219,0.381,1
"IFNAR2",0.000293353727574503,-0.935565252343132,0.099,0.219,1
"KIAA0930",0.000294436179447801,-1.40198429394866,0.042,0.137,1
"UCP2",0.000295358128925727,0.374042564228544,0.771,0.707,1
"HSP90AA1",0.000296913742966191,-0.367585526528035,0.635,0.783,1
"PRKD3",0.000298071289111377,1.27005422765409,0.188,0.102,1
"SHMT2",0.000300105238980535,1.40897384822122,0.188,0.105,1
"CD151",0.000300200999706002,-2.48603164285952,0.021,0.101,1
"CD58",0.000300884857630168,-1.39758101637839,0.047,0.144,1
"RBX1",0.000302990136198389,-0.534386746111479,0.385,0.558,1
"TXNRD2",0.000303561128460295,-2.16186421404523,0.016,0.094,1
"MANF",0.000305474320405582,-0.963594141347021,0.109,0.233,1
"SGOL1",0.00030698986234853,3.40778449963575,0.026,0.003,1
"TPP1",0.000308089219704314,-0.813631171134165,0.161,0.301,1
"ARHGAP22",0.000308902987558491,3.94681663590936,0.026,0.003,1
"WDR66",0.000308902987558491,4.0549438773959,0.026,0.003,1
"CISD2",0.000311070631370106,-0.72048274120987,0.073,0.184,1
"ANXA6",0.000312788867049318,0.298307370407216,0.625,0.504,1
"IFI6",0.000313248279285455,-1.28395099362697,0.099,0.215,1
"AMFR",0.000314496926350491,1.52471132877177,0.151,0.074,1
"RP11-175K6.1",0.000314709555601638,3.64412101544872,0.026,0.003,1
"ATP2A3",0.000316017888036502,0.923623016626013,0.224,0.127,1
"TCTN2",0.000316667676911131,3.5294088994661,0.026,0.003,1
"YWHAB",0.000321341581484965,-0.424249308378861,0.562,0.689,1
"LL22NC03-2H8.5",0.000323017835772819,1.93180504091109,0.078,0.027,1
"RP11-219G17.4",0.000324614782182097,2.99979421730159,0.026,0.003,1
"MMP11",0.000324614782182097,3.04357648797904,0.026,0.003,1
"PRSS23",0.00032535632416516,-3.38490009878453,0.005,0.074,1
"COMMD9",0.000327815947997815,-0.949346691370128,0.089,0.204,1
"CCNH",0.000329550825428672,-0.650255752975358,0.172,0.314,1
"TMEM243",0.000331100362809896,0.698364139815314,0.406,0.313,1
"CMTM7",0.000331213167159036,-0.74403211902507,0.167,0.302,1
"ATP6AP1",0.00033128481186132,-0.81112577770998,0.109,0.235,1
"FAM65B",0.000331595472429989,0.619331076951869,0.646,0.602,1
"ZNF737",0.000332738819998139,2.61679624347371,0.047,0.011,1
"VAV3-AS1",0.000332748250690102,2.56179801104431,0.026,0.003,1
"PTAFR",0.000334209467812045,-2.5935645723984,0.005,0.074,1
"SDHB",0.000335608290671715,-0.691319073163145,0.141,0.275,1
"CORO7",0.00033583148398762,-0.96761541341218,0.078,0.19,1
"IL18RAP",0.000337196229647091,-5.39510656743265,0,0.063,1
"C3orf14",0.000337196229647091,-4.37934496735365,0,0.063,1
"ABCF1",0.000340513356045374,-0.860663630341096,0.062,0.169,1
"TBC1D4",0.000342153637684115,-3.61565691374492,0.005,0.073,1
"HSD17B10",0.000343196328973643,-0.666549161237275,0.172,0.318,1
"MID1IP1",0.000344035422678229,-0.732033337693539,0.089,0.21,1
"ISOC2",0.000344741187068372,-0.926470511465392,0.042,0.137,1
"SUB1",0.000346691715912197,-0.34668128939357,0.641,0.794,1
"ABHD17A",0.000350951023330923,-1.08567305017431,0.172,0.298,1
"CLN3",0.000352188879996075,-1.56188088449831,0.052,0.147,1
"SERPINB1",0.00035400094951788,-0.555838984694205,0.323,0.483,1
"SCGB3A1",0.000359334187028397,-2.68888563105022,0.016,0.091,1
"APEH",0.000360067914843372,-1.12319070477947,0.052,0.152,1
"GANAB",0.000365693200006272,-1.40061749933447,0.026,0.111,1
"VPS26A",0.000369719274145749,-0.856559777683886,0.068,0.178,1
"LPAR5",0.00037303187159861,1.60790426914474,0.083,0.03,1
"E2F3",0.00037757837374214,-4.73043440566863,0,0.062,1
"TLR4",0.00037757837374214,-4.59021846010128,0,0.062,1
"HELB",0.00037757837374214,-4.7863049423272,0,0.062,1
"GNA15",0.00037757837374214,-4.53654088505364,0,0.062,1
"IL10RB-AS1",0.00037757837374214,-4.41975348551807,0,0.062,1
"CYC1",0.000382181947616976,-0.638767030653247,0.24,0.398,1
"MRPL47",0.000383791686892243,-0.841489592823561,0.094,0.213,1
"PLXNC1",0.000384205462496809,-1.71691038630851,0.036,0.125,1
"NMRK1",0.000385093133997672,-1.50183969066633,0.057,0.153,1
"MAGED2",0.000385351887680014,-0.941187827944192,0.083,0.195,1
"ATG2A",0.000388082539131275,-1.42032565644572,0.036,0.127,1
"NFATC2IP",0.000398716302541812,-1.01607741135185,0.089,0.2,1
"ARL5B",0.000399106531251654,-2.55608696436579,0.01,0.082,1
"CMTM6",0.000399392187369146,-0.610678085669407,0.281,0.443,1
"TXN2",0.000403604349023752,-0.486480649057317,0.161,0.309,1
"CLTC",0.000403617978226288,-0.91960281494431,0.047,0.144,1
"HSPA9",0.000405813562349814,-0.772517500122394,0.156,0.291,1
"FAM215B",0.000406724006333832,1.14494546063583,0.203,0.119,1
"EVL",0.000409961816377888,-0.524903937817729,0.688,0.759,1
"CBFB",0.000416661422737175,-1.02358767414493,0.057,0.158,1
"MRPL15",0.000417777037306234,-1.18748494676489,0.036,0.127,1
"RP11-160E2.6",0.000417874005308773,-0.739580198083978,0.177,0.312,1
"RMND5B",0.000418640348218371,1.46720538702339,0.125,0.058,1
"WWP1",0.000421411005652739,-2.15761129038907,0.016,0.091,1
"CD28",0.000422723039688959,-2.51894715742302,0.005,0.072,1
"TGFBR3",0.00042276377902836,-5.28736069478193,0,0.062,1
"SHTN1",0.000422763845426046,-4.65816998633545,0,0.062,1
"RASGRP4",0.000422763845426046,-4.49740010209891,0,0.062,1
"TSC22D4",0.000424652436728903,-0.711293042258213,0.276,0.42,1
"UNC119",0.000429649705458446,-0.818877783165319,0.125,0.251,1
"MRPL12",0.000430009061247099,-1.07685748362979,0.089,0.199,1
"ZNF273",0.000430786348081811,2.09501587876588,0.068,0.022,1
"MARCH2",0.000435653379073543,-1.25832971553661,0.042,0.134,1
"MGAT1",0.000437454784883323,-0.702352759123566,0.172,0.312,1
"FRAT2",0.00044005297666208,-2.04656096181721,0.021,0.099,1
"NRROS",0.000444170645167036,-1.45996054234722,0.036,0.125,1
"PABPC4",0.000451077615368762,-0.684434954792418,0.161,0.3,1
"RP11-390F4.3",0.000451620632090076,2.89672835842551,0.031,0.005,1
"IGHV3-23",0.000451620632090076,2.88264625235035,0.031,0.005,1
"CD70",0.000451620632090076,2.89961469886603,0.031,0.005,1
"TRAF4",0.000451632670840685,1.75063602908391,0.089,0.034,1
"ADARB1",0.00045201186408385,1.83841327578306,0.083,0.031,1
"PPFIBP1",0.000452641336481566,3.20016718553943,0.036,0.007,1
"POLE2",0.000453962942550112,2.84497755865259,0.031,0.005,1
"CLEC4E",0.000455706760964498,-3.23559671414471,0.005,0.071,1
"METRNL",0.000456646589473725,-3.00292902357947,0.005,0.071,1
"GSDMD",0.000458082005716242,-0.612617407142821,0.198,0.339,1
"WDR70",0.000458330263343673,-1.60383798730041,0.026,0.108,1
"DDHD2",0.000458834945085462,1.84064193248144,0.104,0.045,1
"FXN",0.000458917451909683,-1.5843057711026,0.031,0.116,1
"FKBP15",0.000459615947890913,-1.63281658082629,0.021,0.1,1
"LAPTM4A",0.000461767065507532,-0.568016004393402,0.281,0.442,1
"ATP6V0D1",0.000463010163371899,-0.590588079316214,0.229,0.388,1
"ANPEP",0.000466144867212021,-2.67886992311308,0.005,0.071,1
"OGFR",0.000467186308621287,-0.822438806462548,0.125,0.247,1
"H3F3A",0.000469872890653913,-0.285101945942026,0.958,0.968,1
"RENBP",0.000471047291294339,-1.40235496920029,0.036,0.124,1
"GNPTG",0.000472823502591733,-2.00927453420599,0.016,0.09,1
"ITPKB",0.000473207418265616,-1.66463624588481,0.016,0.091,1
"SPECC1",0.000473321557781121,-4.59261126329306,0,0.061,1
"CTB-25B13.5",0.000473493176704507,2.55908918829534,0.052,0.014,1
"ITM2A",0.000474172843230417,-1.60669759108226,0.052,0.146,1
"BHLHE40",0.000475048832488094,-1.43523226527413,0.031,0.117,1
"INPP4B",0.000478771322007039,-2.2399405627596,0.01,0.081,1
"TSEN54",0.000480109494950124,-1.46070795304878,0.057,0.152,1
"SCAMP2",0.000481168722503218,-0.759715099813665,0.141,0.27,1
"PILRB",0.000484916401764732,-1.31087602728539,0.104,0.211,1
"CCDC141",0.000486609305234283,1.71845201560258,0.062,0.019,1
"AP001055.6",0.000494231984157912,2.00676201625864,0.089,0.035,1
"THOC7",0.000498566533402564,-0.482487116961354,0.219,0.373,1
"LHPP",0.000503219215779338,1.63311440896333,0.125,0.059,1
"MLX",0.000507688025328716,-0.928807755074597,0.094,0.207,1
"CHMP1B",0.000511979924912796,-0.466598082299063,0.302,0.471,1
"UBAC2",0.000512370126824468,-0.761416267360646,0.12,0.242,1
"EFCAB2",0.000518451679195725,-2.05089943570851,0.016,0.089,1
"SUGT1",0.000518684393940406,-0.84563753483376,0.083,0.194,1
"SNRPB2",0.000520258558384666,-0.34900512086885,0.328,0.5,1
"TRAM1",0.000524219413824539,-0.598961716243972,0.318,0.47,1
"HNRNPF",0.000526059307886118,-0.521211622544404,0.406,0.567,1
"NACC2",0.000529887688354496,-4.28464557945012,0,0.06,1
"MYOF",0.000529887688354496,-4.25235569351911,0,0.06,1
"CPD",0.000529887771466941,-4.67217144640339,0,0.06,1
