"","batch_1_p_val","batch_1_avg_log2FC","batch_1_pct.1","batch_1_pct.2","batch_1_p_val_adj"
"MS4A1",1.0269315864879e-185,5.82072163077343,0.969,0.078,3.46014328751234e-181
"CD79A",8.40899728785378e-182,5.73671336888458,1,0.107,2.83332754616945e-177
"IGHD",2.73336602972768e-169,6.07876108206409,0.865,0.052,9.20980350056445e-165
"IGHM",1.2941110556986e-139,5.45624469027253,0.88,0.117,4.36037779107085e-135
"BANK1",1.59488472945246e-136,5.67765481133985,0.698,0.034,5.37380460741713e-132
"LINC00926",5.32686096984227e-131,5.78195208180482,0.672,0.032,1.79483253517865e-126
"CD79B",9.70776977746029e-131,4.13503972051469,0.995,0.276,3.27093594881747e-126
"VPREB3",3.57222064201329e-128,7.05319885985652,0.594,0.014,1.20362402311996e-123
"CD22",1.94119538383322e-126,5.73014093199639,0.672,0.038,6.54066372628765e-122
"FCER2",2.23966640904302e-122,6.30179586227207,0.604,0.022,7.54633199862956e-118
"TNFRSF13C",6.66146742909126e-118,5.51022572445002,0.604,0.026,2.24451483555801e-113
"CD74",7.09697451920452e-100,2.49109279036011,1,0.926,2.39125459450077e-95
"RALGPS2",1.43955249985234e-99,4.83207220272675,0.573,0.037,4.85042819300248e-95
"FAM129C",8.58771573346196e-98,5.42533383323118,0.505,0.02,2.89354493923267e-93
"CD37",8.86957950659944e-87,1.9541063875244,1,0.872,2.98851611895361e-82
"TCL1A",1.32884289038497e-86,5.61586615411124,0.599,0.071,4.47740323486311e-82
"HLA-DQB1",7.06838801105109e-86,2.19131402387993,1,0.52,2.38162265644356e-81
"SPIB",7.47985492994343e-86,5.89482497016114,0.443,0.017,2.52026232009514e-81
"CD19",7.86633620335804e-86,5.43482787295294,0.464,0.022,2.65048332035946e-81
"FCRLA",3.89443795973142e-84,5.32972508084784,0.448,0.019,1.31219192615191e-79
"HLA-DOB",3.79119765238568e-82,5.08806971357246,0.474,0.029,1.27740613699483e-77
"ADAM28",7.37692123431382e-82,5.02025968594327,0.5,0.038,2.4855798406897e-77
"HLA-DRA",2.66319634458582e-79,1.93669725502586,1,0.72,8.97337376344747e-75
"RP11-231C14.7",4.17958807422073e-79,5.18531177597826,0.469,0.031,1.40827040572793e-74
"BLK",1.05654972384894e-78,5.23634194998231,0.432,0.021,3.55993863953662e-74
"CD24",5.34776938434455e-76,5.77908123992842,0.396,0.015,1.80187741636105e-71
"FCRL1",1.06765190032805e-75,5.67221141748705,0.406,0.018,3.59734631296535e-71
"HLA-DPB1",3.60656107276626e-75,1.83788290854516,1,0.645,1.21519468785786e-70
"IGKC",1.23518719385387e-71,5.84984747919411,0.807,0.329,4.16183973097122e-67
"HLA-DPA1",4.17526774926483e-71,1.83156761265394,0.99,0.608,1.40681471543729e-66
"S100A4",7.2747206105128e-70,-3.6022066237153,0.568,0.948,2.45114436250618e-65
"TMSB4X",2.70079083385061e-69,-0.829827850527015,1,1,9.10004463557625e-65
"HCST",2.61295776343907e-68,-3.8284029988772,0.161,0.871,8.80409988813162e-64
"MEF2C",3.2341815399303e-68,2.72263915803967,0.818,0.267,1.08972512806411e-63
"EAF2",1.19923650562139e-67,3.82068298095981,0.557,0.086,4.04070748204072e-63
"SRGN",3.59565203596627e-65,-4.01906356129932,0.177,0.838,1.21151899699848e-60
"POU2AF1",3.73397081332184e-65,5.70442624104832,0.339,0.012,1.25812412584066e-60
"RP11-693J15.5",4.71159263816362e-65,6.72195286344618,0.323,0.009,1.58752402350285e-60
"ORAI2",1.06616092651596e-64,3.33103360425739,0.583,0.103,3.59232262580289e-60
"ARHGAP24",4.86096293696803e-64,4.11301527635017,0.432,0.039,1.63785285198201e-59
"TSPAN13",1.18578947881699e-63,5.42532626691763,0.333,0.012,3.99539906992598e-59
"IGLC2",1.32305516589489e-63,6.61972859599228,0.448,0.048,4.45790207596624e-59
"RPL18A",1.09354159002178e-62,0.762719208666123,1,1,3.68457903341937e-58
"BLNK",2.40292296509239e-62,5.5306501433444,0.323,0.011,8.0964086385823e-58
"PLPP5",1.3201833408137e-60,4.39304658798969,0.474,0.062,4.44822574853768e-56
"IGLC3",8.83004358269691e-60,5.90662706898042,0.432,0.047,2.9751948847539e-55
"HLA-DRB1",7.2536376956582e-58,1.4694538352583,0.995,0.626,2.44404068517507e-53
"RPS11",3.9896005687544e-57,0.805938294090328,1,0.992,1.34425601563611e-52
"P2RX5",5.0146726229545e-57,4.47055810415767,0.375,0.031,1.68964379357829e-52
"GNG7",9.59870597013093e-57,4.34513398232413,0.375,0.031,3.23418798957592e-52
"HLA-DQA1",1.23597981007567e-56,1.64630663423075,0.938,0.4,4.16451037206896e-52
"S100A6",7.20460709962631e-56,-2.92984382637584,0.63,0.94,2.42752031614809e-51
"B2M",2.55775892634498e-55,-0.720485731516911,1,1,8.61811292642677e-51
"PDLIM1",8.68941799258027e-55,3.68230520951067,0.438,0.056,2.92781249841999e-50
"KIAA0125",1.20452244699188e-54,5.11657110448632,0.323,0.019,4.05851793289445e-50
"CD40",7.99189232499543e-54,4.20133343081044,0.406,0.048,2.69278819998396e-49
"HLA-DMB",1.58918584641469e-52,2.24675112260491,0.776,0.288,5.35460279090967e-48
"IRF8",8.14463526597141e-52,2.78181143920964,0.656,0.2,2.74425340651641e-47
"PFN1",3.99525283386927e-51,-1.32734041557042,0.932,0.996,1.34616048984391e-46
"NCF1",4.1987741534121e-51,2.19553358728046,0.792,0.321,1.41473496325067e-46
"FCRL5",7.00283269760131e-51,5.70527921558928,0.26,0.008,2.35953444912978e-46
"PKIG",7.17673410948875e-51,4.95006201480909,0.302,0.018,2.41812879085114e-46
"SWAP70",1.51252546481801e-50,3.45499740748725,0.479,0.086,5.09630330115779e-46
"HLA-DMA",6.41058851746797e-50,1.92093701703636,0.844,0.379,2.15998369507566e-45
"ITGB2",6.82043739460753e-50,-2.39052748921639,0.396,0.857,2.29807817573906e-45
"FYB",1.59583846734482e-49,-4.02485556601655,0.062,0.702,5.37701813187162e-45
"RPL8",1.60932598077147e-49,0.628164313617568,1,1,5.42246295961138e-45
"HVCN1",3.55340152499414e-48,3.14518964155878,0.589,0.166,1.19728310983153e-43
"FCRL2",7.156970568775e-47,5.08960577138391,0.266,0.013,2.41146966344305e-42
"CYB561A3",1.50229898530054e-46,2.75032696940437,0.578,0.159,5.06184620107165e-42
"BCL7A",2.17985135915112e-46,4.60458805390566,0.307,0.025,7.34479116952378e-42
"CD72",4.38727711769444e-46,4.25149444049903,0.328,0.031,1.47824915203596e-41
"RPS23",1.88660544069727e-45,0.623830239118974,1,1,6.3567283718854e-41
"RPL13A",1.97708057526804e-45,0.586032831325872,1,1,6.66157529030814e-41
"RASGRP3",2.33815794696849e-45,5.01954285502858,0.255,0.012,7.87818938651563e-41
"LTB",1.89087833699128e-44,1.30654787642183,0.974,0.724,6.37112546865843e-40
"BCL11A",1.04447600613101e-43,3.82168333385626,0.396,0.063,3.51925745505782e-39
"TPD52",1.11575143835962e-43,2.90378256535159,0.438,0.075,3.7594128964089e-39
"RPS5",1.84587496882105e-43,0.737534272938226,1,0.993,6.21949111994564e-39
"ACTB",2.18542368050997e-43,-1.1850046165277,1,1,7.36356654911028e-39
"ANXA1",2.58848502915854e-43,-3.67258275134245,0.135,0.683,8.72164145724679e-39
"STX7",2.78033653134156e-43,2.66242316810052,0.625,0.211,9.36806590870227e-39
"S100A11",2.95026670718502e-42,-4.0249987876763,0.161,0.69,9.9406286431892e-38
"TLR10",5.09524191217527e-42,4.51160174541255,0.271,0.02,1.71679080988834e-37
"TYROBP",1.00543444182327e-40,-4.48638802600711,0.24,0.7,3.38771080827932e-36
"ID2",3.10836755250018e-40,-3.73656193817482,0.099,0.649,1.04733336313941e-35
"MZB1",5.30107988582444e-40,4.20168568487878,0.276,0.024,1.78614585672969e-35
"TMEM156",5.31101157976697e-40,3.26440054693246,0.38,0.062,1.78949224168668e-35
"QRSL1",6.17163203716086e-40,3.30516777490493,0.385,0.065,2.07946969860098e-35
"RPS8",6.80015900927977e-40,0.633437224566743,1,0.998,2.29124557658673e-35
"FCER1G",4.68315352994501e-39,-4.23300923956974,0.193,0.662,1.57794175037967e-34
"RPS27",7.63154755601e-39,0.606020327395403,1,1,2.57137363352201e-34
"GIMAP7",3.53632602288907e-38,-4.81299122608637,0.031,0.571,1.19152969015224e-33
"CD52",1.04163053708774e-37,0.782502371235306,1,0.961,3.50966993166343e-33
"IGHG1",1.20828604352772e-37,6.0126426280787,0.203,0.008,4.07119899506229e-33
"TCF4",1.21667591966375e-37,3.37499229235585,0.344,0.052,4.09946784371503e-33
"GIMAP4",2.82730743200005e-37,-3.99861596627863,0.052,0.586,9.52632966138097e-33
"IFT57",3.35583804461827e-37,3.13784549194207,0.427,0.096,1.13071607075368e-32
"GAPDH",7.20976480284726e-37,-1.38199900626903,0.771,0.933,2.42925815267136e-32
"IL4R",1.11522806117145e-36,3.28797052887296,0.474,0.13,3.75764942931109e-32
"RPSA",8.98143284087587e-36,0.719610752258874,1,0.983,3.02620398140472e-31
"S100A10",1.06067130985047e-35,-2.09208650604897,0.344,0.789,3.57382591141018e-31
"KIAA0226L",5.90240358214215e-35,4.28117316906598,0.245,0.022,1.98875586296698e-30
"CD7",7.45094522213538e-35,-5.1245079895263,0.047,0.55,2.5105214831463e-30
"RP11-111A22.1",6.27323767841295e-34,6.46148127519053,0.167,0.004,2.11370470336446e-29
"TNFRSF13B",8.55177216733456e-34,5.59997234425097,0.167,0.004,2.88143411406171e-29
"SNX2",9.12013220393708e-34,1.95197699520853,0.688,0.332,3.07293734479456e-29
"NEAT1",3.80109395375388e-33,-2.35605378944932,0.469,0.799,1.28074059677783e-28
"JCHAIN",4.2003001281761e-33,4.38768669611146,0.255,0.028,1.41524912518765e-28
"RPL35",5.25498560459255e-33,0.522976365131924,0.995,0.997,1.77061484961141e-28
"COBLL1",9.31433095926682e-33,5.43567331032123,0.172,0.006,3.13837067341536e-28
"RPS17",9.75720694487364e-33,0.555950970289041,1,0.998,3.28759330800572e-28
"PAX5",1.0504417493711e-31,4.53855006089925,0.208,0.016,3.53935843033099e-27
"STRBP",1.0928041175906e-31,3.12276088739584,0.302,0.047,3.68209419380975e-27
"VIM",1.28598886172641e-31,-1.64590804381064,0.594,0.849,4.33301087070098e-27
"BACE2",1.55357008730876e-31,6.15659780048397,0.151,0.003,5.23459905217815e-27
"RPL11",1.69203133637973e-31,0.459151982542496,1,1,5.70113038479785e-27
"RPL12",2.32150726474625e-31,0.509525260243973,1,1,7.82208657783602e-27
"PNOC",4.4178997108742e-31,4.68654951289458,0.208,0.017,1.48856712858195e-26
"FCMR",1.75430975195282e-30,1.98027311296322,0.599,0.233,5.91097127822982e-26
"RP11-297B17.3",1.81097322615844e-30,6.5354068807632,0.141,0.002,6.10189318821824e-26
"MARCH1",1.82724641382586e-30,2.33249914819578,0.552,0.212,6.15672406674486e-26
"SNX22",3.1977982646174e-30,4.58683886383035,0.208,0.018,1.07746614728019e-25
"BIRC3",3.79137324293172e-30,2.3194351711236,0.526,0.193,1.27746530047341e-25
"HLA-DOA",5.99734038425293e-30,3.71257853908785,0.266,0.038,2.02074386907018e-25
"STAP1",6.07869176866941e-30,4.97147944888405,0.177,0.01,2.04815440453547e-25
"RPS20",8.06003293227406e-30,0.549735132826775,1,0.999,2.71574749620042e-25
"LGALS1",9.69370698225869e-30,-3.27156868995159,0.224,0.631,3.26619763060224e-25
"SH3BGRL3",1.25100564291253e-29,-1.05887791650451,0.812,0.966,4.21513841322947e-25
"IGHG3",2.33131036941593e-29,5.47085192604419,0.161,0.007,7.85511715871004e-25
"CTSD",5.6080822531906e-29,-2.76223891675864,0.125,0.591,1.88958723439004e-24
"RPLP2",5.84892213401035e-29,0.453557806049963,1,1,1.97073582383345e-24
"RPL23A",6.29105475205361e-29,0.52270609408668,1,0.999,2.11970798815694e-24
"MYL12A",6.79081910133964e-29,-1.09142826563713,0.844,0.959,2.28809858800538e-24
"AC079767.4",8.22911626535185e-29,5.08489767249594,0.172,0.01,2.77271843444765e-24
"TIMP1",9.8541491073764e-29,-4.53707074987847,0.036,0.477,3.32025700023941e-24
"IFITM1",2.18836588549861e-28,-3.88194765565488,0.073,0.509,7.373480014599e-24
"DOK2",2.20576812213432e-28,-3.82451347392936,0.047,0.494,7.43211511071936e-24
"CPNE5",2.39654702866434e-28,5.04050822818901,0.161,0.008,8.07492555838162e-24
"RPL7A",3.21637622622864e-28,0.510615179833787,1,0.993,1.08372580566548e-23
"FAU",3.63033076774965e-28,0.422093496972151,1,0.999,1.22320364888557e-23
"C10orf54",6.80216403615352e-28,-2.21573129879551,0.177,0.623,2.29192115034157e-23
"RPL10A",7.12097573087951e-28,0.511395796883896,1,1,2.39934156276254e-23
"RPL15",7.49645093805233e-28,0.43001129529322,1,1,2.52585417906735e-23
"CD3E",7.96679433720209e-28,-3.49439700194516,0.094,0.526,2.68433168397687e-23
"BTLA",1.31518912151893e-27,4.31958680879191,0.193,0.017,4.43139822604588e-23
"FCGR2B",1.46967804997225e-27,4.12124323694262,0.208,0.022,4.95193322157651e-23
"PCDH9",1.52582918917614e-27,5.71734376168796,0.161,0.009,5.14112887001008e-23
"TSPO",1.71124284904445e-27,-2.09919173280166,0.333,0.703,5.76586165557036e-23
"RP11-164H13.1",1.84903694585983e-27,5.34759840325757,0.161,0.009,6.23014508538013e-23
"CD180",3.68164272042471e-27,3.12938532112252,0.312,0.064,1.2404926982199e-22
"RP11-428G5.5",5.41598180851136e-27,5.00323950832382,0.151,0.007,1.82486091055982e-22
"RPL41",6.12472883963209e-27,0.361134167928324,1,1,2.06366613522564e-22
"CTSC",7.38817891054221e-27,-3.73484687384115,0.062,0.485,2.48937300211809e-22
"ITM2B",8.59290635551823e-27,-0.903469304523636,0.812,0.963,2.89529386742831e-22
"CXCR4",9.62201691687708e-27,1.35338392440547,0.891,0.624,3.24204237997256e-22
"CDCA7L",9.81724080760184e-27,3.59811845053326,0.24,0.034,3.30782111771336e-22
"GMFG",1.36269649620926e-26,-1.11692990220039,0.568,0.882,4.59146957432747e-22
"EFHD2",1.61389743547392e-26,-3.38834547631236,0.078,0.503,5.43786601908583e-22
"IL32",2.20165043640778e-26,-3.53524637639288,0.208,0.592,7.41824098043238e-22
"SAMHD1",2.80188047247359e-26,-3.17376877450517,0.078,0.5,9.44065606395253e-22
"RPLP0",4.22759475619234e-26,0.649893547436717,1,0.966,1.42444577715145e-21
"SEL1L3",5.48461077862831e-26,3.01564766026248,0.281,0.052,1.84798475575102e-21
"MYL6",1.29681653436442e-25,-0.937594222607353,0.885,0.958,4.36949363088746e-21
"ACTG1",1.89458551248279e-25,-0.950960429282274,0.88,0.961,6.38361642575952e-21
"RPL13",2.2322464995828e-25,0.407453376902246,1,1,7.52133135569428e-21
"CFL1",2.89262991006808e-25,-0.791816771182676,0.953,0.981,9.7464272189834e-21
"EEF2",2.98965015473419e-25,0.657164697462722,0.995,0.969,1.00733272313614e-20
"GAPT",3.00607174448499e-25,2.40894577826004,0.411,0.13,1.01286581358677e-20
"RPL37",4.54111458146515e-25,0.462844209713008,1,1,1.53008314707887e-20
"MYL12B",4.96674712309609e-25,-1.17265273282062,0.562,0.863,1.673495775656e-20
"CTSW",1.10332877613958e-24,-4.89976344825724,0.068,0.46,3.7175559783247e-20
"RPL30",1.11279899688951e-24,0.444568458201472,1,1,3.74946494011952e-20
"RPL37A",1.51548153381707e-24,0.398445146989355,1,0.998,5.10626348004324e-20
"AAK1",1.60369920903851e-24,-4.6677507306155,0.016,0.411,5.40350411493435e-20
"FCGR3A",2.19496525854999e-24,-6.6092847730686,0.016,0.402,7.39571594215833e-20
"RPL18",2.72909005457084e-24,0.466142884196045,1,0.999,9.19539602987098e-20
"IFITM2",3.72890124789634e-24,-1.75378192897477,0.49,0.794,1.25641598646619e-19
"AIF1",4.21181856562396e-24,-4.21779153282895,0.167,0.531,1.41913014750134e-19
"CD247",5.08842486755119e-24,-4.50421649845876,0.042,0.43,1.7144938748727e-19
"CD3D",8.39223813415509e-24,-3.00452411258054,0.141,0.527,2.82768071692222e-19
"ALDOA",9.04429756667204e-24,-1.12598538223692,0.641,0.88,3.04738562211448e-19
"RPS18",9.14674682421471e-24,0.447540875114191,1,1,3.0819048749509e-19
"RPL19",9.92663744321019e-24,0.384460557485199,1,0.999,3.34468122011524e-19
"CCR6",1.1927563466102e-23,3.95953717826845,0.177,0.018,4.01887323426842e-19
"RPL29",1.52940249178378e-23,0.449241470883246,1,0.998,5.15316875581626e-19
"RPL39",1.71128290787472e-23,0.402326222810944,1,1,5.7659966297931e-19
"FLNA",1.94850819093223e-23,-2.60554310799584,0.12,0.519,6.56530349852707e-19
"IFITM3",3.45442504920186e-23,-4.47769423086196,0.036,0.418,1.16393397607807e-18
"GSTP1",4.4323579129537e-23,-1.70813223629701,0.432,0.744,1.49343867519062e-18
"SERF2",4.47343334969914e-23,-0.714869801176379,0.943,0.984,1.50727863284763e-18
"ABRACL",4.7678300621671e-23,-1.6915843185517,0.214,0.643,1.60647266114658e-18
"CD200",5.36918216728112e-23,4.01392702332488,0.167,0.016,1.8090922394437e-18
"RPS7",6.02361556310411e-23,0.423478815746987,1,0.999,2.0295970278323e-18
"C16orf74",7.60874560741462e-23,3.23716769888909,0.255,0.05,2.56369074496228e-18
"PPP1R14A",1.07345836921484e-22,5.00583878263481,0.161,0.015,3.61691062923249e-18
"SMIM14",1.19066247165802e-22,2.09844284447443,0.479,0.195,4.01181813200452e-18
"SERPINA1",1.30955571830302e-22,-4.88751411630113,0.036,0.404,4.41241703725018e-18
"TRAC",1.37001440711988e-22,-2.92035198310261,0.208,0.566,4.61612654334973e-18
"LAPTM5",1.39156935140449e-22,0.795599644700817,0.958,0.898,4.68875377262229e-18
"GZMM",2.11474841765875e-22,-5.21149065984255,0.016,0.382,7.12543331845941e-18
"SPN",2.40314657080341e-22,-4.17358703463773,0.031,0.402,8.097162055665e-18
"ABCB4",2.40455132450023e-22,7.77721505275996,0.099,0.001,8.10189523277107e-18
"FOS",2.44050087354445e-22,-0.909569478669495,0.911,0.958,8.22302364332069e-18
"ZFP36L2",3.18246271655168e-22,-1.13146342848191,0.609,0.878,1.07229898771492e-17
"CXCR5",4.67753613935408e-22,5.13333999234993,0.115,0.004,1.57604902679396e-17
"MYO1F",1.07777452826098e-21,-1.9083038208521,0.271,0.634,3.63145349552253e-17
"POLR2L",1.60791898836424e-21,-1.44493775104135,0.401,0.744,5.41772223939446e-17
"RPS25",1.81322497512246e-21,0.420381833557475,1,0.999,6.1094802311776e-17
"RPL5",2.60147403483894e-21,0.461395279744407,1,0.993,8.76540661298631e-17
"PRELID1",2.80370854049032e-21,-1.58176143353155,0.359,0.695,9.44681555632809e-17
"AFF3",3.50105898517734e-21,3.46285266436115,0.229,0.043,1.17964681446565e-16
"FCRL3",4.64027004560076e-21,2.66856108108638,0.26,0.055,1.56349258916472e-16
"PAWR",5.29621629764963e-21,4.35400538683303,0.135,0.01,1.78450711933007e-16
"P2RY10",9.27088427102051e-21,2.77020595553277,0.255,0.055,3.12373174627765e-16
"LST1",1.00889481511725e-20,-4.04160214949523,0.214,0.531,3.39937019005605e-16
"CSTA",1.41731441841879e-20,-4.72874019366726,0.042,0.385,4.77549920142026e-16
"TCEB2",2.09983861172569e-20,-1.11764970969648,0.547,0.834,7.07519621834855e-16
"E2F5",2.34828141081591e-20,4.16176837756549,0.125,0.008,7.91229938560312e-16
"GIMAP1",2.38264944047555e-20,-3.93621456525961,0.036,0.381,8.02809902473833e-16
"CEBPB",2.43949276731653e-20,-2.5724574642537,0.167,0.514,8.21962693019633e-16
"CFP",2.75631725861463e-20,-3.97215638700521,0.036,0.382,9.28713537117613e-16
"FGL2",2.98934928732833e-20,-3.8600155856142,0.042,0.388,1.00723134887241e-15
"RGS10",3.34014430221961e-20,-2.21519532571058,0.12,0.491,1.12542822118988e-15
"ANXA2",3.76168024535764e-20,-2.11435557730093,0.255,0.57,1.2674605418708e-15
"NKG7",4.3510955396686e-20,-5.20883317028169,0.156,0.502,1.46605813113594e-15
"RHOC",5.40766014847218e-20,-2.89038386091168,0.109,0.463,1.82205701042622e-15
"PLEKHG1",5.90144100709814e-20,6.26423302495293,0.089,0.001,1.98843153293165e-15
"RPS2",7.31162941065303e-20,0.347210414176199,1,1,2.46358041362543e-15
"RPL21",7.50581514591734e-20,0.332134566812051,1,1,2.52900935526539e-15
"EMP3",7.72782299975277e-20,-0.939281042097912,0.656,0.896,2.6038126815367e-15
"GLTSCR2",8.25575989244431e-20,0.645261028274187,0.964,0.904,2.78169573816018e-15
"GNB2L1",1.32368128550405e-19,0.462891849240038,0.995,0.993,4.46001172337736e-15
"RPL27A",1.48424147480367e-19,0.320311692460225,1,1,5.00100322520349e-15
"CST3",1.96041133804832e-19,-3.65601620033295,0.354,0.614,6.60540996242001e-15
"LAT",2.55475115619316e-19,-2.96893826822249,0.062,0.41,8.60797854567725e-15
"PLEKHF2",3.20088884679862e-19,2.52270003173872,0.339,0.112,1.07850748804033e-14
"RPS19",3.56868844821936e-19,0.353363358451755,1,1,1.20243388574303e-14
"RPS21",3.576008040039e-19,0.453509945510621,1,0.993,1.20490014901074e-14
"C14orf2",3.66736115221235e-19,-1.04980473086829,0.547,0.836,1.23568066662643e-14
"IGLC5",4.43441859119849e-19,8.34168468831702,0.078,0,1.49413300011842e-14
"RARRES3",5.31094301943194e-19,-1.87667570723163,0.224,0.588,1.7894691409674e-14
"LCK",5.46491662013094e-19,-2.22839641136751,0.156,0.503,1.84134900598692e-14
"ARPC5",5.9317101901303e-19,-1.26821188197729,0.458,0.753,1.9986304314625e-14
"USP6NL",6.14584289250849e-19,4.05311072309992,0.146,0.016,2.07078030420181e-14
"SNHG7",7.61112664943805e-19,1.77373836619709,0.521,0.274,2.56449301326165e-14
"MT2A",8.28339795249603e-19,-3.28437050704452,0.057,0.391,2.79100810611401e-14
"ZYX",1.01260513638204e-18,-3.29083047627715,0.042,0.372,3.41187174652564e-14
"CFD",1.16202092222203e-18,-3.78562057790923,0.073,0.394,3.91531329533491e-14
"RPL36",1.475213208889e-18,0.367776330074808,1,0.999,4.9705833860306e-14
"RPS6",1.9316842884844e-18,0.370785243906166,1,1,6.50861704161933e-14
"LEPROTL1",1.97063803724916e-18,-1.89723866699371,0.13,0.5,6.63986780270732e-14
"LY86",2.05093053682009e-18,1.49352768191239,0.536,0.265,6.9104053507616e-14
"CEBPD",2.3012656647097e-18,-4.51125692942257,0.021,0.335,7.75388453067286e-14
"FCN1",2.31227945772959e-18,-3.71827674911524,0.13,0.443,7.7909944048741e-14
"GZMA",2.39956846440972e-18,-5.32711763185119,0.042,0.355,8.08510598398212e-14
"RAP1B",2.81607225051042e-18,-1.86231323644459,0.214,0.565,9.48847384086981e-14
"TPI1",5.35774775769129e-18,-1.26220162530344,0.427,0.717,1.8052395294765e-13
"OSBPL10",5.39183568186137e-18,3.56522190773945,0.151,0.019,1.81672511464637e-13
"THEMIS2",5.57023365249245e-18,-3.63416638733405,0.026,0.343,1.87683452687081e-13
"NFKBIZ",7.17536981206453e-18,-2.95003052474398,0.068,0.393,2.41766910447702e-13
"STXBP2",7.43035292968757e-18,-2.68744060364182,0.182,0.494,2.50358311612893e-13
"RGS2",8.15168681605689e-18,-2.00079779094002,0.193,0.534,2.74662935580221e-13
"ABI3",8.1927977980388e-18,-3.03510779157877,0.052,0.377,2.76048129007119e-13
"EBF1",8.35085572104686e-18,4.60837638380221,0.104,0.006,2.81373732664953e-13
"SELPLG",9.36039025103848e-18,-3.30318192130038,0.036,0.353,3.1538898911849e-13
"RPS29",1.04608313384893e-17,0.405451206157426,1,1,3.52467251119057e-13
"CNTNAP2",1.29050955087689e-17,7.09516994309471,0.078,0.001,4.34824288072459e-13
"ZNF860",1.32941577935356e-17,6.12320567549004,0.078,0.001,4.47933352695387e-13
"LYZ",1.48767599994138e-17,-3.75248381851434,0.521,0.748,5.0125755142025e-13
"WDFY4",1.49456374811177e-17,3.62595211246437,0.151,0.02,5.03578309288779e-13
"CD1C",1.58959526271384e-17,3.22777636238252,0.193,0.036,5.35598227818803e-13
"SNX3",2.5386859807293e-17,0.847810344736688,0.828,0.676,8.55384854346932e-13
"CD300A",3.65495793337267e-17,-3.79003603004144,0.021,0.324,1.23150152607059e-12
"GSTK1",4.49793746823807e-17,-1.19794677894484,0.349,0.689,1.51553505054813e-12
"CST7",5.16893990036045e-17,-5.07703038479734,0.031,0.326,1.74162261002745e-12
"FYN",5.64602646988904e-17,-3.1751567505364,0.047,0.356,1.90237215876441e-12
"JAML",5.77989206171916e-17,-3.07213555296361,0.047,0.359,1.94747683127565e-12
"LGALS3",6.81856379000608e-17,-3.72286778851889,0.031,0.331,2.29744688340465e-12
"RPL9",7.3965388114362e-17,0.348393233026016,1,0.999,2.49218978712531e-12
"LCP1",8.32343480827017e-17,-1.08624681783916,0.443,0.747,2.80449812429855e-12
"CALM1",8.43426474801727e-17,-1.07551824916634,0.604,0.841,2.84184116419694e-12
"PTPRC",9.6161799064983e-17,-0.732891164446604,0.734,0.925,3.24007565769554e-12
"CDC42EP3",1.02477452399581e-16,-2.84418338014746,0.062,0.371,3.4528752811515e-12
"CD2",1.61777627393037e-16,-2.79053632980261,0.094,0.401,5.450935377381e-12
"LINC01272",1.63361257066945e-16,-5.47396692627721,0.016,0.3,5.50429419561365e-12
"CLEC7A",1.73418769826556e-16,-3.6605623862687,0.036,0.331,5.84317203053598e-12
"MACROD2",1.94536982713302e-16,6.73142688484619,0.073,0.001,6.554729095542e-12
"CD63",2.09139699841935e-16,-1.86514183284782,0.208,0.527,7.04675304647416e-12
"RP5-887A10.1",2.10914970041045e-16,6.10112486747752,0.089,0.004,7.10656900056296e-12
"CD68",2.38328319013764e-16,-3.62930119148265,0.062,0.356,8.03023438084977e-12
"PSME2",2.42520190953625e-16,-1.38784651363688,0.333,0.647,8.17147531399145e-12
"KCNG1",2.5056603350883e-16,6.22114928598835,0.083,0.003,8.44257193304652e-12
"ADGRE5",2.77386879643864e-16,-2.31253836148419,0.109,0.423,9.34627352272035e-12
"OSBPL10-AS1",2.88583485244185e-16,4.909381502294,0.078,0.002,9.72353195181756e-12
"BID",2.92480137228575e-16,-2.9933189749775,0.052,0.353,9.85482574377961e-12
"TKT",3.63075092784096e-16,-1.65097135053662,0.26,0.571,1.22334521762673e-11
"CNR2",3.67929904065725e-16,3.37905628829279,0.135,0.017,1.23970301875905e-11
"RPL26",3.88289466420765e-16,0.29198811948989,1,0.999,1.30830252815813e-11
"RHOG",3.99046061039915e-16,-1.42358794837951,0.276,0.584,1.34454579806789e-11
"RPS16",4.2967985377448e-16,0.331998634366598,1,0.998,1.44776329930773e-11
"PRF1",4.47554742159367e-16,-5.61905551610182,0.026,0.308,1.50799094823177e-11
"CPVL",4.92439386135886e-16,-4.41758124150985,0.016,0.297,1.65922526764625e-11
"CASP1",4.96434483673024e-16,-2.11522904731072,0.13,0.443,1.67268634928789e-11
"CTD-3252C9.4",6.23620561361577e-16,-3.2511147014937,0.052,0.344,2.1012271194517e-11
"KLRB1",6.41271273739112e-16,-4.79564474644736,0.062,0.347,2.16069942973657e-11
"ZCCHC7",6.6829240712321e-16,2.08132729740016,0.344,0.127,2.25174443656094e-11
"SYPL1",6.88069585992897e-16,1.64035342928012,0.448,0.218,2.31838166304447e-11
"CALM3",7.060002787835e-16,-1.40467680364366,0.203,0.556,2.37879733933313e-11
"ATP5E",7.31340094832719e-16,-0.576885851580776,0.964,0.982,2.46417731552936e-11
"BIN2",7.96554108458263e-16,-1.39940685966383,0.286,0.621,2.68390941303927e-11
"MNDA",8.07873658711337e-16,-3.20013194101312,0.135,0.42,2.72204950566198e-11
