"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"GOLPH3",7.05823005339264e-08,1.20652564543622,0.222,0.113,0.00237820003419012
"CBWD2",7.12915507897606e-08,1.39924567520193,0.161,0.067,0.00240209751231019
"PLPP5",7.1922516766448e-08,-2.89046934792879,0.048,0.148,0.0024233572799287
"SUSD3",7.23864279635301e-08,-2.01817059454819,0.058,0.163,0.00243898830380318
"RPP21",7.35588587070888e-08,1.23052766083023,0.154,0.062,0.00247849218527665
"PRSS23",7.3626770026977e-08,-5.04756784941213,0.003,0.075,0.00248078038928896
"PLD1",7.40710740654282e-08,4.95812995847382,0.033,0.001,0.00249575076956054
"ELANE",7.40710740654282e-08,5.29921228227754,0.033,0.001,0.00249575076956054
"RP11-345J4.5",7.47980757614113e-08,1.48680461567894,0.098,0.029,0.00252024636470499
"FAM20C",7.59660762678431e-08,2.63845323831659,0.063,0.012,0.0025596009737687
"PLEKHM1",7.67132186828135e-08,1.10820244606945,0.151,0.06,0.00258477519029872
"RCC2",7.70665055648681e-08,0.891386946913878,0.181,0.079,0.00259667883850267
"LPCAT2",7.85124610213708e-08,1.21631434038438,0.184,0.084,0.00264539886165407
"ISCU",7.89262627050091e-08,-0.611198496694308,0.423,0.548,0.00265934149558258
"MCM3AP",7.9017406903791e-08,1.34890447507486,0.131,0.048,0.00266241250821633
