"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"TLR10",7.03505364433947e-55,4.46911827928528,0.291,0.02,2.37039097492374e-50
"IFT57",8.9107351933178e-55,3.05595577415974,0.441,0.096,3.0023831160365e-50
"TIMP1",5.17107320787679e-54,-4.9202302971341,0.033,0.477,1.742341406662e-49
"MYO1F",5.41432238515026e-54,-2.61439845367022,0.186,0.634,1.82430178445253e-49
"RPSA",8.55879813524508e-54,0.673322291969749,0.995,0.983,2.88380144368948e-49
"LAPTM5",9.78311188814732e-54,0.98643808455273,0.969,0.898,3.29632171959236e-49
"MT-ND4L",1.12449926832235e-53,3.40791866782047,0.811,0.639,3.78888783468531e-49
"JCHAIN",1.13915865925688e-53,5.06477154494098,0.306,0.028,3.83828118650014e-49
"MARCH1",3.88694648759555e-53,2.23300817805273,0.587,0.212,1.30966774953044e-48
"CD3E",5.54064350544552e-53,-3.59450695210437,0.074,0.526,1.86686442272481e-48
"DOK2",6.23033081149647e-53,-4.05927475810294,0.048,0.494,2.09924766362562e-48
"TSPO",8.95633717171172e-53,-2.29141795379892,0.327,0.703,3.01774824663655e-48
"UQCRB",1.01135155717234e-52,-0.950072483384749,0.811,0.948,3.40764793673647e-48
"RNASEK",1.03430047712108e-52,3.13213176226316,0.406,0.077,3.48497202761176e-48
"NME2",1.08261926570571e-52,3.7602097064666,0.362,0.057,3.64777735386883e-48
"AIF1",2.38811068813313e-52,-5.03187021132006,0.105,0.531,8.04650015259576e-48
"CPNE5",2.97263713447291e-52,5.43769008083563,0.245,0.008,1.0016003560893e-47
"EEF1B2",3.34809973857474e-52,0.889651213611338,0.987,0.937,1.12810872591537e-47
"REL",6.22848850556443e-52,2.2044857101999,0.633,0.288,2.09862691706488e-47
"CD3D",6.9775665689462e-52,-3.74544812934551,0.087,0.527,2.35102127974073e-47
"CXCR5",9.47455751778101e-52,6.06947392157523,0.23,0.004,3.19235741004113e-47
"RPL8",1.11411580578821e-51,0.491441264416562,1,1,3.75390179602281e-47
"LTB",6.40037244689595e-51,0.988431973263504,0.952,0.724,2.15654149225712e-46
"PLEKHF2",7.28093369457893e-51,2.74171554473868,0.452,0.112,2.45323779905142e-46
"FCRL2",7.41231146327402e-51,4.90296843552849,0.255,0.013,2.49750422443555e-46
"TRAC",8.93915425625265e-51,-3.62697492157641,0.143,0.566,3.01195863510177e-46
"ITM2B",1.66388415222914e-50,-0.957554847737126,0.816,0.963,5.60629126252087e-46
"ZCCHC7",2.96746518955411e-50,2.59351416952238,0.477,0.127,9.99857720968361e-46
"MYL12A",9.31020763255912e-50,-1.0747644385371,0.89,0.959,3.13698135971447e-45
"RPL19",9.5455175450609e-50,0.45341947177452,1,0.999,3.21626668163282e-45
"S100A8",1.02871868103146e-49,-4.7505110074821,0.253,0.696,3.46616472386739e-45
"CTSW",1.5869710621776e-49,-5.69293668303437,0.043,0.46,5.34714029690122e-45
"SNHG7",2.68821504420058e-49,1.90516964756606,0.635,0.274,9.05767176992942e-45
"RPS7",5.73584712551831e-49,0.499820102581301,1,0.999,1.93263633047214e-44
"SAMHD1",8.12770752271025e-49,-3.30597052077062,0.074,0.5,2.73854977270199e-44
"ODC1",1.83826141613786e-48,2.56626650730724,0.49,0.146,6.19383801553491e-44
"RPL37",3.306497916223e-48,0.478497271427902,1,1,1.11409140789218e-43
"NKG7",5.39039298881626e-48,-6.12079293604829,0.082,0.502,1.81623901365175e-43
"CDCA7L",7.04431590858108e-48,3.76880567905327,0.298,0.034,2.37351180223731e-43
"IL4R",7.26095168662485e-48,3.14664501798637,0.454,0.13,2.44650506129138e-43
"FCRL5",8.40115085058546e-48,5.51919375175417,0.227,0.008,2.83068376759626e-43
"AC079767.4",5.14389592683455e-47,5.51948397932529,0.23,0.01,1.73318429358763e-42
"IFITM3",1.08930087527147e-46,-5.50744157425601,0.018,0.418,3.67029036913967e-42
"EEF2",1.35840903512729e-46,0.653281873073857,0.997,0.969,4.57702340295788e-42
"SERF2",2.02224159745385e-46,-0.770371275565652,0.952,0.984,6.81374083846099e-42
"FCGR3A",2.08671087941836e-46,-7.36900282847652,0.01,0.402,7.03096363711223e-42
"ABRACL",2.30136329462193e-46,-1.95560312312773,0.214,0.643,7.75421348489913e-42
"CFL1",3.50555884273833e-46,-0.832026261075389,0.952,0.981,1.18116299647225e-41
"COL19A1",3.72623955511833e-46,7.28222947496852,0.199,0.002,1.25551915570157e-41
"POLD4",4.10267609192514e-46,2.28408893437938,0.531,0.19,1.38235568241326e-41
"EFHD2",5.15197338966175e-46,-3.27750764053528,0.094,0.503,1.73590591391263e-41
"NBPF26",9.82236528681711e-46,4.21085977640565,0.273,0.028,3.30954775974016e-41
"CD247",1.09467561750514e-45,-4.95359579508071,0.036,0.43,3.68840002562183e-41
"RPL12",2.57312695423656e-45,0.454242399108738,1,1,8.66989395960465e-41
"GSTP1",2.5800334017327e-45,-1.90591113634581,0.441,0.744,8.69316454379816e-41
"MYL12B",2.71418894997207e-45,-1.20789716486477,0.617,0.863,9.14518824803589e-41
"PLEKHG1",3.79018389198942e-45,7.21959670061956,0.191,0.001,1.27706456056692e-40
"RASGRP3",4.03142555242793e-45,4.62977983291455,0.23,0.012,1.35834852563507e-40
"SYNGR2",5.96871753679592e-45,1.82098581850702,0.638,0.294,2.01109968684802e-40
"LST1",6.33526766455182e-45,-4.67819486457755,0.156,0.531,2.13460508689409e-40
"HLA-B",1.06183893436878e-44,-0.667793560053723,1,1,3.57776010546218e-40
"SERPINA1",1.06900181880427e-44,-5.8581031006194,0.02,0.404,3.60189472827911e-40
"EEF1A1",1.17062014798557e-44,0.448901546198745,1,1,3.94428752662258e-40
"XIST",2.77132488640211e-44,8.80427374325874,0.184,0,9.33770207224326e-40
"MARCH3",2.92080099866921e-44,4.91881104778873,0.222,0.011,9.84134688491603e-40
"STRBP",5.83009227625759e-44,3.12134934227254,0.314,0.047,1.96439129156223e-39
"TMEM156",8.82451810518788e-44,2.8542705492337,0.344,0.062,2.973333130362e-39
"AAK1",1.06655353283927e-43,-4.70716435292813,0.031,0.411,3.59364547354863e-39
"RPL11",1.78562829727125e-43,0.423638088590594,1,1,6.01649598482575e-39
"SNX29",2.66749542272168e-43,2.96739872913055,0.365,0.077,8.98785907731844e-39
"EBF1",2.96900319598777e-43,5.6027955111372,0.202,0.006,1.00037593685612e-38
"CD180",3.17370628019347e-43,3.08507931961516,0.342,0.064,1.06934859404839e-38
"CTSC",4.32230265955802e-43,-3.16904906941263,0.097,0.485,1.45635665811148e-38
"BACE2",1.09971338528e-42,6.27625714577812,0.189,0.003,3.70537428036243e-38
"EMP3",1.14087930672028e-42,-1.081451397731,0.684,0.896,3.8440787360633e-38
"FCN1",1.32605806533134e-42,-4.70811510209601,0.066,0.443,4.46802004532742e-38
"SPN",1.40390762745127e-42,-4.79082840180821,0.028,0.402,4.7303263599343e-38
"POLR2L",2.16694658711913e-42,-1.58544738583333,0.411,0.744,7.3013098306392e-38
"CIITA",4.13287740088025e-42,3.07168163512867,0.334,0.063,1.39253171145259e-37
"UQCR11",4.88673818420695e-42,-1.13486335520811,0.592,0.865,1.64653756378669e-37
"CD82",7.35164313604227e-42,2.6676490062353,0.375,0.084,2.47706263825808e-37
"ATP5E",8.07481768832753e-42,-0.754152747184796,0.946,0.982,2.72072907190508e-37
"CSTA",1.00502786109826e-41,-5.75848753706131,0.02,0.385,3.38634087518446e-37
"RARRES3",1.05334637579336e-41,-2.33292720526908,0.202,0.588,3.54914527859816e-37
"TCEB2",1.2622036489061e-41,-1.25565525344236,0.561,0.834,4.25286897462421e-37
"PCDH9",4.24557983710555e-41,5.86936762652892,0.202,0.009,1.43050567031435e-36
"CLEC17A",4.39538435613529e-41,5.64000693612934,0.186,0.004,1.48098080495622e-36
"TSC22D3",5.6317179889682e-41,1.23029668059146,0.908,0.777,1.89755105920294e-36
"RPL5",5.83586393796597e-41,0.508956067344902,1,0.993,1.96633599525826e-36
"GGA2",1.00962618142473e-40,2.60804817191682,0.385,0.096,3.40183445569248e-36
"GZMM",1.03635065542957e-40,-5.28715063413279,0.023,0.382,3.49187989840438e-36
"RCSD1",2.24630297316047e-40,1.55703097138973,0.681,0.37,7.5686932377669e-36
"CFP",2.29509607352049e-40,-4.79702058639637,0.023,0.382,7.73309671011993e-36
"IGLL5",2.36731744890323e-40,8.64682288516563,0.179,0.003,7.97643941233454e-36
"RPS4X",2.88228201676887e-40,0.452999891948708,1,1,9.71156102730103e-36
"CNR2",3.30208932251336e-40,4.0144057064507,0.224,0.017,1.11260597632765e-35
"LCN8",5.93152289854678e-40,8.81401449765205,0.166,0,1.99856732543635e-35
"WDFY4",5.96813905196598e-40,4.184009962013,0.23,0.02,2.01090477216942e-35
"SYPL1",6.07547550103643e-40,1.81319825960544,0.543,0.218,2.04707071531921e-35
"TNFRSF13B",7.01056495540909e-40,5.61600484015019,0.181,0.004,2.36213975607554e-35
"FGL2",7.2846441095277e-40,-4.24516126267332,0.028,0.388,2.45448798626426e-35
"CCR6",1.12673301940326e-39,3.99834042485191,0.224,0.018,3.79641423557735e-35
"IGHV5-78",2.44617105632644e-39,8.93545618481553,0.163,0,8.2421287571863e-35
"EZR",3.24249631744794e-39,1.5532422917537,0.666,0.352,1.09252670920091e-34
"C1orf186",5.8199766075061e-39,6.02632013210817,0.173,0.003,1.96098291813311e-34
"ACTG1",5.93809309548601e-39,-0.894561138857255,0.875,0.961,2.00078108759306e-34
"SEC61G",6.74976130308017e-39,-1.3769478293015,0.362,0.734,2.27426457345983e-34
"LEPROTL1",9.88864107354231e-39,-2.37727453823601,0.112,0.5,3.33187872331934e-34
"ARPC5",1.0389619750118e-38,-1.4250582874437,0.469,0.753,3.50067847860475e-34
"SEMA4B",1.08004686064738e-38,3.71376905590315,0.24,0.026,3.6391098922653e-34
"CALM2",1.15232542941899e-38,-1.420840428969,0.658,0.828,3.88264530188434e-34
"NUP58",1.69960572468189e-38,2.87399661684111,0.362,0.09,5.72665152874317e-34
"SMIM14",1.7199921302097e-38,2.04831632243232,0.505,0.195,5.79534148352856e-34
"CFD",1.95111169621636e-38,-4.50382263695087,0.046,0.394,6.57407574923139e-34
"RPL28",2.26207824302561e-38,0.366524474343938,1,1,7.62184643205048e-34
"PARP15",3.03514397172306e-38,3.51115587240991,0.245,0.028,1.02266140983237e-33
"JUN",3.26623435916591e-38,1.91274627955283,0.929,0.883,1.10052500497736e-33
"PRELID1",3.86324438759304e-38,-1.63395715344516,0.408,0.695,1.3016815639556e-33
"GIMAP1",4.04928687450779e-38,-4.10972982432311,0.033,0.381,1.36436671949666e-33
"BIRC3",8.27923641473688e-38,2.06935891565929,0.505,0.193,2.78960591758145e-33
"LAT",3.19632261705916e-37,-3.30291917511402,0.056,0.41,1.07696894259191e-32
"IGKV1-12",3.58845103292006e-37,8.94164941364308,0.158,0.001,1.20909269103208e-32
"ATP5I",3.69475270674538e-37,-1.30594176157564,0.436,0.768,1.24490997701079e-32
"C16orf74",4.46348944072093e-37,3.2361251523771,0.286,0.05,1.50392813215651e-32
"MT-CYB",5.33787029694642e-37,0.826190785230013,0.997,0.984,1.79854201785313e-32
"GZMA",5.35299416953495e-37,-6.19538462546053,0.023,0.355,1.80363785548311e-32
"RP11-325F22.2",7.10626005585942e-37,4.62214487663087,0.186,0.009,2.39438326322127e-32
"RAB30",8.0239747358776e-37,4.12881450747177,0.207,0.016,2.7035980475066e-32
"RPS4Y1",1.0641800122531e-36,-0.933096195610053,0.457,0.923,3.58564813328561e-32
"RHOC",1.3410088066637e-36,-3.01616363094241,0.112,0.463,4.51839507317267e-32
"ALDOA",1.3749995168851e-36,-1.02963619820041,0.724,0.88,4.63292337219264e-32
"CAMK2D",1.5025743283933e-36,2.72450268797597,0.311,0.062,5.06277394208837e-32
"ANXA2",2.71149392510876e-36,-2.22793833368561,0.255,0.57,9.13610763126145e-32
"ARHGAP17",3.18720246572788e-36,2.48925321683337,0.352,0.087,1.07389599880235e-31
"RP11-297B17.3",3.31539200944638e-36,6.56735579638489,0.158,0.002,1.11708818366286e-31
"CD2",3.7310459355862e-36,-3.57434120112078,0.059,0.401,1.25713861753642e-31
"RPL7",4.16727106433097e-36,-0.635478499961024,0.99,1,1.40412031241568e-31
"TCTN1",6.11608397662786e-36,3.81431496619454,0.209,0.018,2.06075333508499e-31
"CDC42",6.59752648448015e-36,-1.12463450637226,0.635,0.848,2.22297057368074e-31
"CD200",9.74257647988494e-36,4.23389493635004,0.202,0.016,3.28266371913243e-31
"AP000769.1",9.75860530195453e-36,3.30558533484906,0.273,0.046,3.28806447044056e-31
"CTB-133G6.1",1.16633568714088e-35,3.39416455473831,0.253,0.036,3.92985146425249e-31
"CCL5",1.37697106791889e-35,-5.22988415772533,0.087,0.426,4.63956631624591e-31
"CEBPD",2.05816026795717e-35,-5.30365177166667,0.015,0.335,6.9347652068549e-31
"PPP1R14A",2.32115077776137e-35,4.85081018048639,0.196,0.015,7.82088543058917e-31
"ABI3",2.35912884467278e-35,-3.57371189347159,0.041,0.377,7.94884872924048e-31
"LCK",4.91574571409438e-35,-2.38879825049636,0.158,0.503,1.65631136090696e-30
"TYMP",6.93708770362679e-35,-3.06598148102889,0.219,0.519,2.33738233086001e-30
"IGHG1",8.08954996144197e-35,5.64417086871931,0.173,0.008,2.72569296400826e-30
"AC241585.2",9.14116665109404e-35,4.28421073022539,0.189,0.013,3.08002469141963e-30
"JAML",9.1583085970111e-35,-3.80407838091628,0.031,0.359,3.08580049867692e-30
"SP140",1.32329535421242e-34,2.46658663822065,0.344,0.086,4.45871136648331e-30
"CD83",1.94988762745246e-34,2.29112035944335,0.482,0.203,6.56995137193833e-30
"CD63",2.86457145153325e-34,-2.25587577100751,0.184,0.527,9.65188704879613e-30
"SIPA1L3",3.11578582094326e-34,3.28162701328773,0.23,0.029,1.04983287450862e-29
"RGS10",3.19608754253764e-34,-2.20248355675411,0.143,0.491,1.07688973658263e-29
"CLEC7A",4.46536513437457e-34,-4.69030972966275,0.018,0.331,1.50456012837617e-29
"THEMIS2",5.41432034771738e-34,-4.1087117173366,0.026,0.343,1.82430109795989e-29
"CST7",8.47293451843145e-34,-5.82251211269832,0.018,0.326,2.85487055664029e-29
"MT2A",9.25093620722197e-34,-3.50252614161155,0.066,0.391,3.11701044566137e-29
"VIM",2.20964333386822e-33,-1.13863758204839,0.668,0.849,7.4451722491356e-29
"CD69",3.38853305589214e-33,1.64621263263258,0.814,0.614,1.1417323278523e-28
"EVI2A",4.03253809370463e-33,-2.86538092269354,0.074,0.406,1.35872338529284e-28
"GUCD1",4.97409726183593e-33,2.47165960388708,0.324,0.079,1.675972331403e-28
"KLRB1",5.47338196507278e-33,-5.45173977771911,0.038,0.347,1.84420131931162e-28
"BEND5",6.03107041762138e-33,4.95193138527699,0.171,0.01,2.03210886651335e-28
"CD300A",6.29453859872663e-33,-4.41473741257981,0.018,0.324,2.12088183545495e-28
"TRBC1",7.05391105711945e-33,-3.90449520827802,0.061,0.379,2.37674479158583e-28
"ZNF10",7.70448966635188e-33,3.56486534957161,0.209,0.023,2.5959507481806e-28
"MNDA",8.1495012517394e-33,-3.79196380157517,0.107,0.42,2.74589295176107e-28
"GNB2L1",1.02588739279977e-32,0.444886134632881,0.997,0.993,3.45662498129956e-28
"ITPR1",1.16267955595262e-32,2.89151024157664,0.258,0.044,3.91753249582675e-28
"IKZF3",1.20995673813629e-32,1.81115857770318,0.444,0.15,4.07682823347643e-28
"IGHG3",1.24216305307395e-32,5.59723160629102,0.161,0.007,4.18534419102737e-28
