"","batch_1_p_val","batch_1_avg_log2FC","batch_1_pct.1","batch_1_pct.2","batch_1_p_val_adj","batch_2_p_val","batch_2_avg_log2FC","batch_2_pct.1","batch_2_pct.2","batch_2_p_val_adj","max_pval","minimump_p_val"
"CD8B",5.07625785790523e-85,4.20714829940658,0.605,0.074,1.71039432264259e-80,3.30253877207356e-155,6.24708150428909,0.715,0.018,1.11275741386247e-150,5.07625785790523e-85,6.60507754414714e-155
"CD8A",1.64256848637504e-89,3.85640854891209,0.63,0.07,5.53447025799204e-85,1.02943808409047e-142,4.14667533754021,0.85,0.073,3.46858868053441e-138,1.64256848637504e-89,2.05887616818099e-142
"CD3D",3.61662175766462e-73,2.07199148007401,0.96,0.366,1.21858453502752e-68,9.49566726276682e-86,2.48297481654588,0.9,0.221,3.19947012751665e-81,3.61662175766462e-73,1.89913345255336e-85
"CD3E",5.41549714654641e-58,1.80220132998729,0.925,0.363,1.82469760855735e-53,5.44394494747724e-82,2.00100342208819,0.99,0.35,1.83428281060298e-77,5.41549714654641e-58,1.08878898949545e-81
"IL32",7.68994224579191e-66,2.05600716068517,0.96,0.445,2.59104914029713e-61,2.42000797342056e-71,1.84868841589178,0.985,0.335,8.15397486564324e-67,7.68994224579191e-66,4.84001594684109e-71
"GZMK",9.72992664509929e-30,3.3499478968838,0.39,0.101,3.27840148379975e-25,1.49383716366265e-68,4.28811348578595,0.435,0.033,5.03333493924495e-64,9.72992664509929e-30,2.98767432732529e-68
"RP11-291B21.2",2.26810001946002e-52,5.04137920825556,0.295,0.014,7.64213620556861e-48,8.57531396855583e-63,8.11363562992132,0.29,0.004,2.8893662885652e-58,2.26810001946002e-52,1.71506279371115e-62
"TRAC",4.7434207325483e-59,1.78970749423107,0.94,0.423,1.59824818162482e-54,3.15788638608426e-19,1.78535659476125,0.405,0.147,1.06401823892723e-14,3.15788638608426e-19,9.48684146509667e-59
"IL7R",1.86787182994754e-30,1.52573110854387,0.645,0.249,6.29360734382525e-26,1.47577699453173e-58,1.89473824193806,0.82,0.232,4.97248300537521e-54,1.86787182994754e-30,2.95155398906347e-58
"CD3G",5.41549794777725e-47,1.99888009705286,0.7,0.212,1.82469787852407e-42,1.39628203198353e-52,2.21362466100874,0.68,0.171,4.7046326785653e-48,5.41549794777725e-47,2.79256406396707e-52
"RPS3",7.1155850052005e-47,0.643997544014951,1,0.999,2.39752521165226e-42,6.59133305987462e-51,0.785612794868676,1,0.996,2.22088376119416e-46,7.1155850052005e-47,1.31826661197492e-50
"THEMIS",1.35005670926729e-29,3.11203336715743,0.28,0.043,4.54888107620521e-25,9.95332787708695e-49,3.16691865919519,0.43,0.064,3.35367429490568e-44,1.35005670926729e-29,1.9906655754174e-48
"TYROBP",3.26791638542936e-44,-4.64260209613669,0.235,0.705,1.10109174690657e-39,8.35657486300858e-39,-4.63676234918067,0.115,0.603,2.81566433434211e-34,8.35657486300858e-39,6.53583277085873e-44
"FCER1G",4.66594191228707e-43,-4.65896940869716,0.175,0.669,1.57214246792601e-38,2.13888793962272e-39,-5.65093067545337,0.095,0.592,7.2067690237648e-35,2.13888793962272e-39,9.3318838245741e-43
"HLA-DRA",6.05190638057952e-43,-3.73938738996727,0.51,0.816,2.03912933587246e-38,5.62802738770562e-41,-5.07039368630064,0.09,0.612,1.89630754801353e-36,5.62802738770562e-41,1.21038127611591e-42
"CTSW",1.87377371628158e-29,0.4085187414712,0.805,0.316,6.31349315963917e-25,2.9852245310764e-41,0.637977240649561,0.885,0.266,1.00584155350088e-36,1.87377371628158e-29,5.97044906215279e-41
"RPS12",3.06578369534207e-31,0.549116221980528,1,0.999,1.03298515830856e-26,7.22321912513728e-41,0.714230504784838,1,1,2.43379145202375e-36,3.06578369534207e-31,1.44464382502746e-40
"CD27",7.32113948962938e-33,1.78184134673154,0.63,0.243,2.46678473963572e-28,7.79398715544361e-41,1.89411219077791,0.65,0.2,2.62610603215517e-36,7.32113948962938e-33,1.55879743108872e-40
"SPOCK2",7.36111059910878e-15,1.27934033543977,0.485,0.225,2.48025260526371e-10,5.66544489212051e-40,1.55415982801721,0.735,0.253,1.90891500195108e-35,7.36111059910878e-15,1.1330889784241e-39
"CD74",9.96072686938351e-36,-2.52446271675374,0.875,0.95,3.35616731137008e-31,9.61457594617215e-40,-3.31373331094685,0.82,0.929,3.23953521930324e-35,9.96072686938351e-36,1.92291518923444e-39
"LYN",4.19467006827857e-24,-3.55146032763058,0.055,0.443,1.41335213280578e-19,5.52901385326803e-39,-5.01884094466524,0.035,0.564,1.86294592772013e-34,4.19467006827857e-24,1.10580277065361e-38
"NELL2",6.77251803156504e-20,2.54436236621896,0.27,0.065,2.28193222555552e-15,5.24683693462957e-38,2.59621533302483,0.42,0.082,1.76786923675409e-33,6.77251803156504e-20,1.04936738692592e-37
"HLA-DRB1",1.31521458469523e-31,-2.9050380003695,0.465,0.729,4.43148402167212e-27,1.50157989907552e-37,-3.9594598427028,0.155,0.628,5.05942331194504e-33,1.31521458469523e-31,3.00315979815102e-37
"RPL3",3.39724500419065e-37,0.577191413272083,1,1,1.144667731712e-32,1.1766256140961e-29,0.661808935479586,1,0.991,3.96452234413538e-25,1.1766256140961e-29,6.79449000838131e-37
"RPL14",5.90342096441819e-23,0.454720717894781,1,0.998,1.98909865975106e-18,4.3770626923804e-37,0.654378330786368,1,0.996,1.47480750357065e-32,5.90342096441819e-23,8.75412538476081e-37
"TRBC2",1.3984745304835e-36,1.55469309253998,0.85,0.476,4.71202008301111e-32,2.34805875788721e-12,0.77457371736999,0.755,0.477,7.91154917882515e-08,2.34805875788721e-12,2.79694906096702e-36
"RPS29",1.77552391213907e-36,0.605497690200258,1,1,5.9824502695614e-32,1.35280573261132e-26,0.651622679982711,0.995,0.947,4.55814363546059e-22,1.35280573261132e-26,3.55104782427815e-36
"RPS15A",2.43711624004499e-23,0.385377177193764,1,1,8.2116194592076e-19,2.08200571598325e-35,0.570188667861511,1,0.999,7.01511005943395e-31,2.43711624004499e-23,4.16401143196651e-35
"CCL5",2.32265281886656e-23,2.03762302647408,0.615,0.337,7.82594640788898e-19,2.80484518964758e-34,2.06458389977433,0.565,0.178,9.45064538199857e-30,2.32265281886656e-23,5.60969037929515e-34
"CAMK4",1.03273520470793e-17,1.84680078308532,0.315,0.095,3.47969799874291e-13,3.18779364137161e-34,1.75196019375145,0.57,0.168,1.07409518952375e-29,1.03273520470793e-17,6.37558728274328e-34
"LCK",9.08472382366422e-32,1.29898649207602,0.805,0.376,3.06100684514542e-27,3.34862166556282e-34,1.29797679443433,0.825,0.387,1.12828458399474e-29,9.08472382366422e-32,6.69724333112568e-34
"HLA-DRB5",5.25066432888501e-08,-3.49662801074571,0.01,0.152,0.00176915883897452,1.47567072328394e-33,-3.50956787081717,0.1,0.574,4.97212493503292e-29,5.25066432888501e-08,2.95134144656789e-33
"RPS14",2.30486449899135e-33,0.46666116621527,1,1,7.76601044290146e-29,4.37151563474187e-32,0.525420060058838,1,0.999,1.47293847796992e-27,4.37151563474187e-32,4.60972899798271e-33
"HLA-DQB1",3.81298583632723e-33,-2.83748094057111,0.245,0.667,1.2847474476921e-28,6.37926132473693e-17,-3.8718648973334,0.07,0.365,2.14942831075686e-12,6.37926132473693e-17,7.62597167265444e-33
"FTH1",3.89958142510513e-33,-1.83140602044696,0.98,0.997,1.31392496537492e-28,4.14252194294169e-29,-1.96368958891589,0.985,1,1.39578134345477e-24,4.14252194294169e-29,7.79916285021023e-33
"FGR",7.6155614033413e-21,-2.23153170228186,0.13,0.498,2.56598725924182e-16,5.5094069998043e-33,-3.0339754755186,0.13,0.594,1.85633959451406e-28,7.6155614033413e-21,1.10188139996086e-32
"HLA-DPA1",3.34375096529038e-26,-2.60708192810418,0.475,0.708,1.12664345024494e-21,1.04797237912687e-32,-3.47008389356049,0.25,0.65,3.53103813423009e-28,3.34375096529038e-26,2.09594475825375e-32
"CTSS",1.2625902484132e-32,-3.19713383397758,0.425,0.754,4.25417158300344e-28,4.85597773105665e-29,-3.83508266699985,0.27,0.622,1.63617313670223e-24,4.85597773105665e-29,2.52518049682639e-32
"TCF7",1.27503174128173e-21,1.48166792802779,0.56,0.249,4.29609194907467e-17,2.37452381367876e-32,1.50547402928657,0.65,0.226,8.00072053780921e-28,1.27503174128173e-21,4.7490476273575e-32
"H3F3A",1.63532824619899e-30,-0.948997328388527,0.93,0.974,5.51007499274287e-26,4.98641858867559e-32,-1.15812428045808,0.95,0.965,1.68012387926835e-27,1.63532824619899e-30,9.97283717735118e-32
"TRGC2",2.37561935180025e-31,3.1416889529998,0.395,0.096,8.00441184395576e-27,3.27211684673617e-11,2.76405645063962,0.11,0.018,1.10250705033928e-06,3.27211684673617e-11,4.75123870360049e-31
"SPI1",2.98514029465738e-25,-4.65989225084603,0.04,0.429,1.00581317088186e-20,3.58769180312474e-31,-6.23349435390433,0.015,0.468,1.20883687614485e-26,2.98514029465738e-25,7.17538360624948e-31
"MT-ND4L",0.00194342874680744,-0.391219864658267,0.515,0.659,1,4.88764641460511e-31,0.566345437539759,1,0.997,1.64684358293705e-26,0.00194342874680744,9.77529282921022e-31
"RPS4X",2.66616935689492e-23,0.411777615996992,1,1,8.98339103112176e-19,9.25908078570905e-31,0.564252423589641,1,0.999,3.11975467993681e-26,2.66616935689492e-23,1.85181615714181e-30
"KLF4",4.32946609631594e-20,-3.62439608706945,0.055,0.391,1.45877030649269e-15,9.95672317333942e-31,-5.59565063102725,0.025,0.474,3.35481830602498e-26,4.32946609631594e-20,1.99134463466789e-30
"RPS27A",1.64445997555766e-24,0.416417882626232,1,1,5.540843441644e-20,1.74202575458658e-30,0.5326144648609,1,0.999,5.86958157750404e-26,1.64445997555766e-24,3.48405150917316e-30
"RPL28",9.22552706932026e-10,0.21673741348109,1,1,3.10844909073677e-05,4.21986544013685e-30,0.422004001518697,1,1,1.42184146139971e-25,9.22552706932026e-10,8.43973088027368e-30
"SLC4A10",2.97063977932805e-07,4.01522490882972,0.045,0.004,0.0100092736724679,1.96245443359382e-29,4.78800517619202,0.175,0.01,6.612293968551e-25,2.97063977932805e-07,3.92490886718765e-29
"C1orf162",2.49364475525704e-22,-1.7306359193791,0.26,0.627,8.40208663836307e-18,2.00732795591992e-29,-1.9582788410128,0.27,0.694,6.76349081467659e-25,2.49364475525704e-22,4.01465591183985e-29
"GZMM",1.33714756256897e-23,0.928025977441872,0.65,0.258,4.5053849973199e-19,3.09822164890072e-29,0.893289278571684,0.73,0.254,1.04391480238061e-24,1.33714756256897e-23,6.19644329780141e-29
"LAT2",3.3246201877985e-15,-3.13399818373672,0.035,0.309,1.12019752607683e-10,3.15942521086691e-29,-8.06077203854616,0,0.431,1.0645367305495e-24,3.3246201877985e-15,6.31885042173387e-29
"CYBB",2.36871903659533e-22,-5.68684905118683,0.01,0.363,7.98116192190431e-18,3.88180677092991e-29,-8.62978719421278,0,0.43,1.30793597339712e-24,2.36871903659533e-22,7.76361354185986e-29
"RPS27",5.43627256142468e-23,0.456414146534613,1,1,1.83169767684643e-18,4.59374630972448e-29,0.5815972389819,1,0.999,1.54781688159857e-24,5.43627256142468e-23,9.18749261944898e-29
"PSAP",4.82203517910737e-29,-2.71092942699616,0.425,0.722,1.62473653324844e-24,8.24452094549461e-29,-2.87460937958765,0.485,0.763,2.77790888737495e-24,8.24452094549461e-29,9.64407035821481e-29
"EEF1A1",3.29467667032145e-18,0.322692091411665,1,1,1.11010835729811e-13,7.55008943191063e-29,0.555498013241971,1,1,2.54392713318797e-24,3.29467667032145e-18,1.51001788638213e-28
"CYBA",7.556750656199e-29,-1.02268852906299,0.925,0.962,2.54617156609969e-24,8.68040938066285e-24,-1.01510834507972,0.885,0.945,2.92477713672054e-19,8.68040938066285e-24,1.5113501312398e-28
"AC092580.4",1.09738676756369e-28,2.8604924165612,0.3,0.052,3.69753497462909e-24,8.07804780436363e-13,2.52734780740532,0.165,0.037,2.72181742720228e-08,8.07804780436363e-13,2.19477353512737e-28
"RPL23A",2.55264374049458e-28,0.499899117681545,1,0.999,8.60087781922245e-24,5.62855336800297e-28,0.526031593408279,1,0.993,1.89648477181492e-23,5.62855336800297e-28,5.10528748098916e-28
"CST3",7.46606127499167e-25,-4.06751199780942,0.32,0.623,2.51561468599569e-20,4.69962569049276e-28,-7.24969814596108,0.025,0.441,1.58349188015463e-23,7.46606127499167e-25,9.39925138098556e-28
"RPS21",6.28203716610833e-18,0.423199886204497,1,0.993,2.11666960274854e-13,5.76939066434759e-28,0.526102075467715,1,0.995,1.94393849044528e-23,6.28203716610833e-18,1.15387813286952e-27
"RPL30",7.9389011868596e-18,0.388672385934352,1,1,2.67493336590047e-13,7.62484103190542e-28,0.492266361144507,1,1,2.56911393729021e-23,7.9389011868596e-18,1.52496820638109e-27
"RPS25",4.04476393739161e-20,0.444172902749596,1,0.999,1.36284276106473e-15,8.11922808020438e-28,0.568803493814134,1,0.993,2.73569270934406e-23,4.04476393739161e-20,1.62384561604087e-27
"HLA-DQA1",1.21895921663156e-27,-3.29716101967238,0.15,0.553,4.10716118451838e-23,4.8544025141295e-21,-3.82351826117797,0.075,0.423,1.6356423831108e-16,4.8544025141295e-21,2.43791843326313e-27
"LGALS1",1.52593790091948e-17,-2.05908914589976,0.37,0.605,5.14149516335809e-13,2.12261205893039e-27,-2.55232886111253,0.175,0.591,7.15192907136006e-23,1.52593790091948e-17,4.24522411786078e-27
"LAG3",1.99261034981205e-18,3.47770631266648,0.15,0.018,6.71390131265671e-14,4.08625103380743e-27,5.88192299269949,0.155,0.008,1.37682142333108e-22,1.99261034981205e-18,8.17250206761489e-27
"LAT",2.17429095710407e-21,1.23064825773953,0.64,0.297,7.32605595086644e-17,6.42003541576703e-27,1.34234009615632,0.7,0.304,2.16316673298854e-22,2.17429095710407e-21,1.28400708315341e-26
"MEF2C",1.25467135380727e-26,-5.22589554486334,0.015,0.423,4.2274896595182e-22,5.3003953834802e-22,-5.67647429971677,0.01,0.359,1.78591522050982e-17,5.3003953834802e-22,2.50934270761454e-26
"OXNAD1",2.43812464171228e-26,2.24288493180721,0.36,0.085,8.21501716778537e-22,1.49525615031758e-18,1.59359711100546,0.435,0.166,5.03811607288006e-14,1.49525615031758e-18,4.87624928342459e-26
"JUNB",2.24795474197377e-10,0.563699059808668,0.97,0.976,7.57425870760644e-06,2.47648051234707e-26,0.725769991306247,0.99,0.976,8.34425343830221e-22,2.24795474197377e-10,4.95296102469415e-26
"RPL27A",2.67190881455513e-26,0.376552801054595,1,1,9.00272955976204e-22,0.00115911935675377,0.260440780952221,0.875,0.876,1,0.00115911935675377,5.34381762911025e-26
"KLRG1",5.50752722585751e-19,1.69947329297669,0.395,0.138,1.85570622348043e-14,3.09991786746199e-26,1.93622472620848,0.51,0.184,1.04448632626264e-21,5.50752722585751e-19,6.199835734924e-26
"LYAR",4.44003285582513e-19,1.84628945097997,0.5,0.236,1.49602467044172e-14,3.26544492466237e-26,2.16367692972324,0.505,0.188,1.10025901291574e-21,4.44003285582513e-19,6.53088984932474e-26
"ARPC3",1.10624229546576e-21,-0.907005112008318,0.825,0.904,3.72737279034235e-17,3.58539606384654e-26,-0.984273570377279,0.885,0.938,1.20806334975245e-21,1.10624229546576e-21,7.1707921276931e-26
"CD248",5.4109276676067e-06,3.69677921994774,0.035,0.003,0.18231579683234,3.68656181405273e-26,7.71919404753266,0.11,0,1.24215013762693e-21,5.4109276676067e-06,7.37312362810546e-26
"RPSA",1.34133081196477e-20,0.505364830046203,0.995,0.984,4.51948003783411e-16,3.98348068916945e-26,0.623162061792038,1,0.973,1.34219398340875e-21,1.34133081196477e-20,7.9669613783389e-26
"LYZ",1.31659892989671e-18,-3.82322862339139,0.585,0.737,4.43614843439398e-14,4.64961159271327e-26,-7.46370429273148,0.02,0.416,1.56664013004881e-21,1.31659892989671e-18,9.29922318542655e-26
"RPS6",4.96841314145118e-26,0.514298007897535,1,1,1.67405712388056e-21,6.38544484802543e-21,0.519875948731696,1,0.996,2.15151178709369e-16,6.38544484802543e-21,9.93682628290237e-26
"SYK",2.08357363191401e-11,-3.62873492462263,0.015,0.219,7.02039299537106e-07,5.17248059353277e-26,-7.74616202530823,0,0.394,1.74281561118493e-21,2.08357363191401e-11,1.03449611870656e-25
"TC2N",4.61879646674801e-10,1.4739109254275,0.275,0.112,1.55625728150607e-05,6.90726034486131e-26,1.55902029491332,0.565,0.211,2.32733230059757e-21,4.61879646674801e-10,1.38145206897226e-25
"FCN1",2.04595634274491e-18,-3.82694650607633,0.145,0.443,6.89364530124469e-14,7.62085767965884e-26,-10.2549403659373,0,0.392,2.56777178658425e-21,2.04595634274491e-18,1.52417153593177e-25
"JUN",0.00368698575894944,0.397567429236951,0.89,0.877,1,1.37334957946065e-25,0.69099113857075,0.99,0.975,4.62736407303472e-21,0.00368698575894944,2.7466991589213e-25
"IFI30",5.41709279725767e-19,-5.14167549682668,0.015,0.326,1.825235247108e-14,1.4421484297372e-25,-7.62212984126117,0.005,0.394,4.85917491915652e-21,5.41709279725767e-19,2.8842968594744e-25
"DNAJB1",3.38984177941653e-11,1.01074934273109,0.535,0.315,1.14217328915661e-06,1.52780016293649e-25,1.11252569204198,0.865,0.553,5.1477698689982e-21,3.38984177941653e-11,3.05560032587298e-25
"NPC2",1.54845271622434e-25,-2.43897501689841,0.275,0.615,5.2173565820463e-21,8.80150082741116e-23,-2.59233168371146,0.255,0.578,2.96557768878792e-18,8.80150082741116e-23,3.0969054324487e-25
"DUSP2",1.68247856475244e-15,1.63896547725343,0.555,0.315,5.66894327607688e-11,1.71355334030628e-25,1.61799605715349,0.835,0.543,5.77364662482797e-21,1.68247856475244e-15,3.42710668061256e-25
"POU2F2",2.00610863620665e-17,-2.30497643043577,0.12,0.439,6.75938243883467e-13,1.81679302749772e-25,-2.73571234788744,0.13,0.53,6.12150242685081e-21,2.00610863620665e-17,3.63358605499545e-25
"SERPINA1",1.76291565032181e-21,-4.47846932033048,0.06,0.402,5.93996799219432e-17,2.44134428743487e-25,-8.48109550542563,0.005,0.391,8.22586544208307e-21,1.76291565032181e-21,4.88268857486975e-25
"NSG1",2.97622493291768e-09,2.69224408319526,0.095,0.017,0.000100280922889728,4.13741182306407e-25,3.68596181131851,0.185,0.018,1.39405953966321e-20,2.97622493291768e-09,8.27482364612818e-25
"CD68",2.9763010620352e-21,-5.15558639736638,0.025,0.366,1.00283487984214e-16,4.29197537804853e-25,-9.21981890766838,0,0.383,1.44613818387967e-20,2.9763010620352e-21,8.58395075609706e-25
"HLA-DPB1",3.07076534442222e-22,-2.22177789099151,0.535,0.735,1.03466367514962e-17,6.17154128247191e-25,-2.96787000459316,0.35,0.635,2.07943911971609e-20,3.07076534442222e-22,1.23430825649439e-24
"LINC00936",1.41365986558994e-10,-1.73831369717129,0.155,0.396,4.76318555111876e-06,1.29912563246523e-24,-3.18074319455646,0.135,0.516,4.37727390602834e-20,1.41365986558994e-10,2.59825126493046e-24
"MT-CYB",0.0102730721804321,0.158135247494432,0.98,0.987,1,2.0255586924255e-24,0.482125342558977,1,0.999,6.82491745825849e-20,0.0102730721804321,4.051117384851e-24
"RPL10",2.46734371321116e-12,0.240520789267731,1,1,8.31346790729367e-08,2.51120843201116e-24,0.427976272803403,1,0.999,8.4612656908184e-20,2.46734371321116e-12,5.02241686402233e-24
"FAM26F",8.08638472365563e-20,-4.36479324573291,0.025,0.351,2.72462646878853e-15,2.70770228477566e-24,-6.94461132548216,0.005,0.379,9.12333207832311e-20,8.08638472365563e-20,5.41540456955134e-24
"S100A11",1.51653122227893e-23,-2.58285823582152,0.37,0.653,5.10980030034662e-19,2.93110469334554e-24,-2.69132798333852,0.33,0.641,9.87606415375845e-20,1.51653122227893e-23,5.86220938669107e-24
"RPS28",3.54588783297587e-24,0.40500500167056,1,1,1.19475144644289e-19,1.850778765092e-17,0.373911099477754,1,0.999,6.23601397110098e-13,1.850778765092e-17,7.09177566595174e-24
"HCK",1.88920710568381e-18,-4.40212809006959,0.02,0.328,6.36549442189104e-14,4.98642034578258e-24,-8.42269955289367,0,0.37,1.68012447130798e-19,1.88920710568381e-18,9.97284069156515e-24
"RPLP0",2.16749126170728e-10,0.364395895885526,0.975,0.971,7.30314505719652e-06,6.65658282809104e-24,0.563094841259122,1,0.993,2.24286901809699e-19,2.16749126170728e-10,1.33131656561821e-23
"MNDA",1.3694323810968e-23,-4.42702547369639,0.065,0.436,4.61416546486756e-19,7.23892932534747e-24,-9.08460013462203,0,0.368,2.43908484688258e-19,1.3694323810968e-23,1.44778586506949e-23
"RPL32",8.55782203722877e-14,0.352264065269331,1,1,2.88347255722386e-09,7.46667032898684e-24,0.496001653340207,1,1,2.51581990064882e-19,8.55782203722877e-14,1.49333406579737e-23
"NUCB2",8.0251070974394e-11,1.34624189343957,0.375,0.18,2.70397958541123e-06,1.02513082758661e-23,1.40696829313592,0.585,0.236,3.45407581047033e-19,8.0251070974394e-11,2.05026165517323e-23
"ZFP36L2",8.36977651494164e-14,0.666055136974316,0.92,0.818,2.82011249894444e-09,1.1217972278114e-23,0.832085880279095,0.99,0.944,3.77978357938775e-19,8.36977651494164e-14,2.24359445562281e-23
"AQP3",0.000149721166497451,0.802414195401371,0.21,0.111,1,1.28619878353274e-23,2.07987307306231,0.405,0.122,4.3337181812352e-19,0.000149721166497451,2.57239756706547e-23
"RPS18",1.71868913134427e-21,0.396037248810589,1,1,5.79095115915138e-17,1.87520661267282e-23,0.534248699476638,1,0.992,6.3183211607398e-19,1.71868913134427e-21,3.75041322534564e-23
"RPL13",4.88067268188678e-18,0.361210934953597,1,1,1.64449385343493e-13,2.88401544715492e-23,0.480461078002731,1,1,9.7174016476438e-19,4.88067268188678e-18,5.76803089430984e-23
"CSTA",2.96802969611537e-23,-5.28737237915514,0.025,0.391,1.00004792580911e-18,2.39774796048994e-21,-8.22790383778937,0,0.336,8.07897197807479e-17,2.39774796048994e-21,5.93605939223075e-23
"CD2",5.05637555464199e-23,1.26627392684084,0.645,0.293,1.70369517938107e-18,1.68974463594573e-14,0.930863584282546,0.555,0.264,5.69342557635554e-10,1.68974463594573e-14,1.0112751109284e-22
"NOSIP",9.03377942476733e-11,0.934393939547683,0.62,0.441,3.0438416393811e-06,6.01830122144962e-23,1.14991638319482,0.765,0.467,2.02780641355523e-18,9.03377942476733e-11,1.20366024428992e-22
"LDHB",8.70522049625718e-23,1.03909355605741,0.855,0.629,2.9331369940089e-18,2.27969171334599e-22,0.9592084761035,0.86,0.595,7.68119325894796e-18,2.27969171334599e-22,1.74104409925144e-22
"S100A9",2.17451125737981e-16,-3.80792246855076,0.61,0.767,7.32679823061554e-12,9.03763705344573e-23,-7.74180417250374,0.035,0.392,3.045141428788e-18,2.17451125737981e-16,1.80752741068916e-22
"TYMP",2.74644390441055e-22,-3.05420402380967,0.215,0.534,9.25386809152092e-18,9.48791128929874e-23,-3.68263669565539,0.095,0.454,3.19685682981632e-18,2.74644390441055e-22,1.89758225785975e-22
"LST1",1.51654024339308e-22,-4.3250440865079,0.22,0.532,5.10983069608864e-18,4.34042068242579e-17,-4.10571405908861,0.17,0.44,1.46246134473654e-12,4.34042068242579e-17,3.03308048678616e-22
"DBN1",5.51271865414837e-07,2.60480194015839,0.06,0.009,0.0185745542332875,2.06255663938421e-22,3.80607635441079,0.165,0.016,6.94957834074116e-18,5.51271865414837e-07,4.12511327876842e-22
"NCF2",4.35533108107362e-18,-7.55373025227353,0,0.292,1.46748525445695e-13,2.81846228196102e-22,-8.20111443629645,0,0.348,9.49652681283944e-18,4.35533108107362e-18,5.63692456392203e-22
"CFP",4.45722320929198e-16,-3.03116346206287,0.09,0.374,1.50181678813884e-11,3.19263564387459e-22,-5.65238513518387,0.02,0.37,1.0757266538471e-17,4.45722320929198e-16,6.38527128774917e-22
"FTL",1.58896198087781e-18,-2.16715666426622,0.995,0.996,5.35384849836971e-14,5.0632479477091e-22,-2.21959732309521,0.995,0.993,1.7060107635011e-17,1.58896198087781e-18,1.01264958954182e-21
"RPLP2",5.96786306224772e-22,0.385636832336229,1,1,2.01081178019375e-17,1.45411530091864e-15,0.34639923549759,1,0.998,4.89949609491527e-11,1.45411530091864e-15,1.19357261244954e-21
"RPL31",6.94099804931722e-22,0.477285014882438,1,0.999,2.33869988273694e-17,1.58439448764835e-05,0.257721921394682,0.99,0.945,0.533845878668235,1.58439448764835e-05,1.38819960986344e-21
"GSTP1",1.30828600832491e-20,-1.59019796965885,0.52,0.729,4.40813887644994e-16,8.49888974330398e-22,-1.69046230996322,0.58,0.762,2.86361591010884e-17,1.30828600832491e-20,1.6997779486608e-21
"OAZ1",5.64225997937194e-17,-0.783511674864996,0.98,0.96,1.90110307744958e-12,9.52047753655549e-22,-1.15862302211037,0.905,0.949,3.20782970116701e-17,5.64225997937194e-17,1.90409550731111e-21
"RPL19",9.54636630837439e-22,0.38763218528883,1,0.999,3.21655266394367e-17,1.32746794575123e-20,0.392952728855826,1,1,4.4727704964142e-16,1.32746794575123e-20,1.90927326167488e-21
"HSPA8",1.27338066873063e-13,0.615732776733007,0.89,0.757,4.29052882522099e-09,1.17652582955491e-21,0.66174839353845,0.99,0.888,3.9641861301023e-17,1.27338066873063e-13,2.35305165910981e-21
"IFITM1",8.15452485008678e-13,0.62453350163244,0.67,0.393,2.74758560298824e-08,1.24372242279048e-21,0.403537011819821,0.995,0.619,4.19059833135025e-17,8.15452485008678e-13,2.48744484558097e-21
"LSP1",3.68521802415136e-06,-0.513234663589343,0.755,0.814,0.124169736105756,1.29106474463912e-21,-0.983823709022665,0.855,0.913,4.35011355058703e-17,3.68521802415136e-06,2.58212948927823e-21
"GNAI2",4.03206577629696e-10,-1.09071325967405,0.3,0.536,1.3585642426655e-05,1.63320023990124e-21,-1.9495868321804,0.275,0.61,5.50290488832324e-17,4.03206577629696e-10,3.2664004798025e-21
"CFD",1.83748179550847e-21,-4.28588472231224,0.055,0.4,6.19121116178623e-17,2.29788681815633e-20,-4.73915351583451,0.05,0.378,7.74249984509594e-16,2.29788681815633e-20,3.67496359101694e-21
"RPS10",1.16184381599548e-10,0.312136474025141,1,0.993,3.91471655361518e-06,2.12833320986291e-21,0.463232674846463,1,0.995,7.17120591731209e-17,1.16184381599548e-10,4.25666641972584e-21
"GRN",1.85937483344444e-18,-2.62171340625933,0.135,0.454,6.26497756380768e-14,2.15139635396572e-21,-3.62382904593864,0.09,0.436,7.24891487505211e-17,1.85937483344444e-18,4.30279270793146e-21
"MS4A7",1.45973725693292e-18,-7.362081424774,0.005,0.305,4.91843871350977e-14,2.39775037718919e-21,-8.81581008912209,0,0.336,8.07898012090125e-17,1.45973725693292e-18,4.7955007543784e-21
"LY86",3.39673938643649e-19,-3.80446137354475,0.04,0.362,1.14449736886591e-14,2.96467757582406e-21,-4.5616688299557,0.025,0.368,9.98918462398159e-17,3.39673938643649e-19,5.92935515164815e-21
"AC090498.1",0.000110759581134303,0.288394819958845,0.895,0.863,1,3.11937505319837e-21,0.341968758590108,1,1,1.05104223042466e-16,0.000110759581134303,6.23875010639674e-21
"HLA-DMA",2.94421056453596e-17,-2.05842850428463,0.195,0.505,9.92022307614747e-13,3.39976859752456e-21,-2.92582270481045,0.1,0.457,1.14551803124992e-16,2.94421056453596e-17,6.79953719504913e-21
"FGL2",2.01785605328361e-20,-3.7941885959856,0.05,0.389,6.79896418593378e-16,4.18349186389742e-21,-4.57184041961248,0.03,0.371,1.4095857486216e-16,2.01785605328361e-20,8.36698372779482e-21
"RNASET2",5.76009776496278e-21,-1.87243693952715,0.285,0.612,1.94080734092656e-16,9.20374910943389e-17,-1.30459162512421,0.455,0.683,3.10111122493266e-12,9.20374910943389e-17,1.15201955299256e-20
