"","batch_1_p_val","batch_1_avg_log2FC","batch_1_pct.1","batch_1_pct.2","batch_1_p_val_adj","batch_2_p_val","batch_2_avg_log2FC","batch_2_pct.1","batch_2_pct.2","batch_2_p_val_adj","max_pval","minimump_p_val"
"IER3IP1",0.010917450958476,-0.526017964229658,0.175,0.269,1,0.47618419976679,-0.102211694712322,0.23,0.261,1,0.47618419976679,0.0217157111815214
"ZEB2-AS1",0.0712345942877552,-0.647459363372477,0.015,0.042,1,0.0109370517903997,-1.56031771855716,0.015,0.059,1,0.0712345942877552,0.0217544844789336
"MSL1",0.756360028398362,0.162351000745367,0.105,0.115,1,0.0109623786459151,-1.16441476303252,0.075,0.139,1,0.756360028398362,0.0218045835462537
"ZNF90",0.18710048360355,0.324974255229368,0.445,0.444,1,0.0109977290326499,2.62508642820953,0.02,0.004,1,0.18710048360355,0.0218745080214242
"STAT3",0.0179429023397795,-0.478409133069788,0.245,0.336,1,0.0110261960574878,-0.371633837943795,0.36,0.477,1,0.0179429023397795,0.0219308151154774
"ARMC6",0.0110310829563853,-1.03988173015261,0.025,0.075,1,0.0985957797932228,-0.348648797829691,0.065,0.105,1,0.0985957797932228,0.0219404811215799
"CDKN2C",0.286092950838607,-1.02519589530066,0.015,0.028,1,0.011042912291879,-3.97763804910486,0.005,0.041,1,0.286092950838607,0.0219638786718719
"AKT1",0.0110559014640065,-1.18700236906815,0.02,0.067,1,0.0440197319871403,-0.664990939312733,0.06,0.108,1,0.0440197319871403,0.0219895699708311
"RP11-217B1.2",0.0110979490503998,2.6776227829198,0.02,0.004,1,0.159324941450014,2.42655857498475,0.01,0.003,1,0.159324941450014,0.0220727336276744
"RP11-706O15.3",0.727944895348275,-0.304437760668014,0.01,0.013,1,0.0110979490503998,2.59078434123874,0.02,0.004,1,0.727944895348275,0.0220727336276744
"HMBOX1",0.0110999019117971,1.24344693557496,0.13,0.079,1,0.204037903134185,0.495832950985224,0.12,0.092,1,0.204037903134185,0.0220765960011427
"CH507-9B2.5",0.433332510377135,-0.504693001515029,0.015,0.024,1,0.0111332564756296,-2.15666743761957,0.01,0.05,1,0.433332510377135,0.0221425635515071
"ZNF175",0.155949988045387,-2.08585294028155,0,0.01,1,0.0111483626411545,2.40302870308219,0.02,0.004,1,0.155949988045387,0.0221724392927303
"ZNF670",0.253742563571953,1.71653975793375,0.015,0.007,1,0.0111483626411545,2.42372426714894,0.02,0.004,1,0.253742563571953,0.0221724392927303
"WBP11",0.0503720901330376,-0.353077648146617,0.185,0.257,1,0.0111784309806206,0.593752724958078,0.325,0.251,1,0.0503720901330376,0.0222319046420527
"SNRPA",0.467038036665059,0.403928829903063,0.215,0.205,1,0.0112347652596182,0.471516361435307,0.43,0.358,1,0.467038036665059,0.0223433105687977
"VRK1",0.835068765961597,0.544340190821021,0.08,0.078,1,0.011247701845113,0.793913060563757,0.165,0.103,1,0.835068765961597,0.0223688928934295
"FAM161B",0.0112498004381404,2.39686876727463,0.02,0.004,1,0.147835739299874,0.8465688053723,0.05,0.03,1,0.147835739299874,0.0223730428663828
"AC002117.1",0.0112758023222729,1.31375056287853,0.075,0.036,1,0.170561126883034,0.896626202709308,0.05,0.031,1,0.170561126883034,0.0224244609265348
"WDR61",0.0113103725399952,-0.65591549825767,0.12,0.2,1,0.872777518956648,0.174637903597849,0.195,0.198,1,0.872777518956648,0.0224928205529969
"AC004556.1",0.112075175497731,2.12980067559588,0.015,0.005,1,0.0113103853951159,-0.943946940952082,0.09,0.16,1,0.112075175497731,0.0224928459724457
"SFXN5",0.0620434765717389,-1.16280979110262,0.015,0.043,1,0.0113263140924128,-1.29005046820985,0.015,0.059,1,0.0620434765717389,0.0225243427939055
"GPATCH1",0.160881867530714,1.14836113600502,0.06,0.039,1,0.0113296077556723,1.06038917839864,0.095,0.05,1,0.160881867530714,0.0225308554994473
"KRAS",0.0113834364952158,-0.600257740754427,0.125,0.208,1,0.107356961148191,-0.251129385297438,0.23,0.299,1,0.107356961148191,0.0226372903639911
"ATP2A2",0.316430519620929,0.145948371586964,0.045,0.066,1,0.0113925953454642,-0.793289006308738,0.05,0.11,1,0.316430519620929,0.022655399462223
"ADGRG5",0.0114028228329135,-2.65674376780876,0.005,0.041,1,0.771632687234761,-0.316342445716294,0.075,0.079,1,0.771632687234761,0.0226756212972682
"SLC25A5",0.0674388220434042,-0.231319756299573,0.605,0.667,1,0.0114054523811979,-0.229792413198623,0.715,0.78,1,0.0674388220434042,0.0226808204183761
"VPS13D",0.0114241290760678,-1.88906365475068,0.015,0.058,1,0.13995645576037,-0.262629955521434,0.085,0.126,1,0.13995645576037,0.022717747426989
"IGSF8",0.668373176702859,0.368072430097371,0.115,0.107,1,0.011424954914449,0.632449972921739,0.165,0.103,1,0.668373176702859,0.0227193802341008
"PDE12",0.0135035806819485,-0.907338936756963,0.03,0.081,1,0.0114582134062121,-0.876419349285048,0.055,0.117,1,0.0135035806819485,0.022785136157962
"SARS",0.0114602326595251,-0.384012618731182,0.17,0.272,1,0.899611250474774,0.109349963134322,0.29,0.314,1,0.899611250474774,0.0227891283864397
"TUBE1",0.72568449481965,0.275346216209408,0.04,0.035,1,0.0114623740542521,1.04471455932981,0.09,0.046,1,0.72568449481965,0.0227933620895445
"ZNF224",0.014053346051224,0.804433230251374,0.145,0.09,1,0.0114725513396183,1.09458670732757,0.12,0.07,1,0.014053346051224,0.0228134832449965
"MCMBP",0.0824724114017506,-0.370329389237349,0.11,0.163,1,0.0114738806385916,-0.674738151035024,0.095,0.168,1,0.0824724114017506,0.0228161113402746
"PITPNB",0.119561434771004,-0.504698802387963,0.1,0.142,1,0.0114813005415981,0.727240923630937,0.23,0.163,1,0.119561434771004,0.0228307808210698
"SDHAF2",0.0114977430946253,-0.56790681066204,0.12,0.203,1,0.0683630715207663,-0.263787458339567,0.105,0.158,1,0.0683630715207663,0.0228632880929806
"DHRS7B",0.041178218894145,-0.845430609549472,0.03,0.069,1,0.0115188149366163,-0.798942153819905,0.045,0.104,1,0.041178218894145,0.0229049467756887
"AATF",0.0115405545493165,-0.655419800320721,0.12,0.2,1,0.25087111452377,-0.22056253465254,0.25,0.303,1,0.25087111452377,0.0229479246993272
"STK32C",0.018201668604311,-0.794693028937101,0.035,0.085,1,0.0115568682836229,-0.678023808700584,0.05,0.112,1,0.018201668604311,0.0229801753627207
"DEGS2",0.0247175962938442,2.0831969345911,0.02,0.005,1,0.011559048806448,1.83506816917065,0.02,0.004,1,0.0247175962938442,0.0229844860035861
"NUGGC",0.340123833099765,1.41782102633682,0.015,0.008,1,0.011559048806448,1.24035449807958,0.02,0.004,1,0.340123833099765,0.0229844860035861
"PPM1G",0.050894551630454,-0.31427237392901,0.2,0.272,1,0.0115942944164476,-0.403713077879812,0.3,0.4,1,0.050894551630454,0.0230541611698799
"TBCD",0.0116163445921558,-1.04744451602777,0.035,0.089,1,0.038532332972024,-0.622193635853011,0.09,0.146,1,0.038532332972024,0.0230977497226279
"TMEM181",0.0154335798109848,-1.93716394548631,0.015,0.055,1,0.0116374149049973,-1.64088062094327,0.03,0.08,1,0.0154335798109848,0.0231394003843235
"SCNM1",0.0116539635356637,-0.578645185478396,0.12,0.203,1,0.0266253346831377,-0.398717954885248,0.2,0.284,1,0.0266253346831377,0.0231721122052368
"ISY1",0.133491288064666,-0.301952035272364,0.095,0.137,1,0.0116616855761594,-0.718998593902004,0.12,0.196,1,0.133491288064666,0.0231873762418416
"SRGAP2B",0.165526042958535,-0.224565413049632,0.065,0.099,1,0.0116738839779725,-0.671911402294959,0.04,0.095,1,0.165526042958535,0.0232114883888139
"ZNF551",0.0175081270944595,1.84556729096666,0.04,0.015,1,0.0116842634089737,1.9743410321811,0.04,0.014,1,0.0175081270944595,0.0232320048065371
"TM9SF3",0.0116890440835363,-0.555589631209222,0.07,0.14,1,0.129571367474051,-0.687061748463583,0.095,0.132,1,0.129571367474051,0.0232414544154857
"GPD2",0.0117010746585266,-3.70751384666725,0,0.031,1,0.0235869274476748,-2.05970557130359,0.005,0.035,1,0.0235869274476748,0.0232652341688887
"ZNF25",0.0117010746585266,-3.51937577574621,0,0.031,1,0.106025211887313,-0.862276522022762,0.02,0.045,1,0.106025211887313,0.0232652341688887
"VMO1",0.0117010746585266,-3.88400534757746,0,0.031,1,0.0239350211428379,-3.50620586808794,0,0.025,1,0.0239350211428379,0.0232652341688887
"SYNJ1",0.0117010746585266,-3.81555119043876,0,0.031,1,0.232949804920546,-0.488153798886868,0.055,0.08,1,0.232949804920546,0.0232652341688887
"SASH1",0.0212296320534725,-3.01717510113878,0,0.026,1,0.0117010746585266,-3.31502201396067,0,0.031,1,0.0212296320534725,0.0232652341688887
"FUT4",0.0388190063117038,-3.21090574845821,0,0.021,1,0.0117010746585266,-3.4184835123897,0,0.031,1,0.0388190063117038,0.0232652341688887
"STK39",0.0411230120250686,-1.35026634816169,0.01,0.039,1,0.0117010746585266,-3.77111160494262,0,0.031,1,0.0411230120250686,0.0232652341688887
"CASP5",0.0495813626765096,-2.58401922912528,0,0.019,1,0.0117010746585266,-3.39253374511641,0,0.031,1,0.0495813626765096,0.0232652341688887
"PTX3",0.0634923860295477,-2.85612626594896,0,0.017,1,0.0117010746585266,-3.88759670021835,0,0.031,1,0.0634923860295477,0.0232652341688887
"JAKMIP1",0.12217141037927,-2.59247646306059,0.005,0.021,1,0.0117010746585266,-3.76754659267511,0,0.031,1,0.12217141037927,0.0232652341688887
"IER5L",0.105248074025156,-2.59892858375484,0,0.013,1,0.0117105821738514,-1.93989192252723,0.01,0.05,1,0.105248074025156,0.0232840266128522
"IFIT2",0.0117185947914907,-1.50758365703541,0.02,0.066,1,0.477694207878802,0.258717718426738,0.15,0.137,1,0.477694207878802,0.0232998641190943
"SBNO2",0.0117262467632884,-2.22348328599715,0.005,0.041,1,0.128251796293784,-0.680677087806405,0.045,0.075,1,0.128251796293784,0.0233149886634232
"SLC25A42",0.0117262467632884,1.2221995411637,0.065,0.029,1,0.509450953791346,0.18621493385859,0.045,0.035,1,0.509450953791346,0.0233149886634232
"GSK3A",0.012920099739211,-1.36104085838062,0.03,0.08,1,0.0117318887137256,-0.947556634058213,0.045,0.103,1,0.012920099739211,0.0233261402146599
"CLIC2",0.0117496568471684,-2.18128739972528,0.005,0.041,1,0.0719342871744193,-1.90427221908699,0,0.016,1,0.0719342871744193,0.0233612592583106
"NUP35",0.0117508545950973,1.59898294372391,0.055,0.023,1,0.11835682926379,1.09378722645836,0.055,0.033,1,0.11835682926379,0.0233636266064796
"RP11-799D4.4",0.734059658609007,0.13884493002024,0.01,0.013,1,0.011773108375678,-2.33455569428852,0.005,0.041,1,0.734059658609007,0.0234076106705306
"RIPK2",0.0118037741800506,-0.976127612229121,0.05,0.109,1,0.17868737735816,-0.261212448430903,0.145,0.188,1,0.17868737735816,0.0234682192752075
"TCEAL8",0.0118105925810966,-0.645631712774295,0.125,0.208,1,0.84319579492386,-0.189565833609931,0.11,0.113,1,0.84319579492386,0.0234816950650765
"ASB6",0.0118318883595079,-1.63204544622624,0.015,0.058,1,0.978627112567826,-0.16479639881394,0.09,0.09,1,0.978627112567826,0.0235237831368639
"TIPIN",0.0118373511344696,0.756757446193691,0.25,0.19,1,0.671804068195243,0.289763526604606,0.04,0.034,1,0.671804068195243,0.0235345793870585
"PGBD2",0.0118812734987601,1.54079198978185,0.055,0.023,1,0.28850802409782,0.803833727465087,0.065,0.048,1,0.28850802409782,0.0236213823375679
"SSB",0.0119150461110262,-0.28296638854175,0.27,0.386,1,0.529706478602979,0.160569080339075,0.38,0.374,1,0.529706478602979,0.0236881238982244
"GIT2",0.011937334065373,-0.554865722040055,0.15,0.238,1,0.38401532807579,0.241965805919555,0.335,0.318,1,0.38401532807579,0.0237321681861576
"ACO2",0.897761844217695,0.203977493756762,0.18,0.192,1,0.0119412626566968,0.534813788657736,0.295,0.223,1,0.897761844217695,0.0237399315595574
"TOR1AIP2",0.0399340819082356,-0.411190048433607,0.1,0.161,1,0.0119459555906926,-1.09800422463306,0.06,0.122,1,0.0399340819082356,0.0237492053264103
"TUBB4B",0.0119482231570541,-0.467889373530028,0.155,0.243,1,0.0385227521046726,-0.337086881980592,0.61,0.684,1,0.0385227521046726,0.0237536862774975
"DNASE1",0.134481867367274,0.913799301649726,0.075,0.05,1,0.0119626949428327,1.04763965781056,0.105,0.058,1,0.134481867367274,0.0237822838153701
"MRPL53",0.0119747326509559,-1.11564530722752,0.055,0.114,1,0.0740358138245713,-0.823185337988326,0.045,0.082,1,0.0740358138245713,0.02380607107985
"THEM4",0.1494420945199,-0.505907103597772,0.085,0.121,1,0.0119761211283178,-0.829544917696056,0.105,0.177,1,0.1494420945199,0.0238088147793555
"ZFAND2B",0.12892123276926,-0.28087102810994,0.14,0.191,1,0.0119822946481991,-0.58558691605995,0.165,0.252,1,0.12892123276926,0.0238210139113619
"SPATA2L",0.0119875406690842,-1.55563344705779,0.01,0.05,1,0.767536210649385,0.462416414155194,0.07,0.065,1,0.767536210649385,0.0238313802068754
"CEP290",0.12931306231552,1.02870705338348,0.08,0.054,1,0.0119981477931214,0.707987294427223,0.135,0.08,1,0.12931306231552,0.0238523400357772
"MYO9A",0.0120028887832253,1.34232991814362,0.08,0.04,1,0.925533001534039,0.337915801721158,0.1,0.101,1,0.925533001534039,0.0238617082273082
"UBXN2B",0.0120105598675825,-1.81014211425552,0.015,0.058,1,0.812861840369876,0.281909126356467,0.085,0.081,1,0.812861840369876,0.0238768661868321
"C1GALT1C1",0.0120150304609943,-1.3584325858274,0.02,0.066,1,0.0609385721917592,-1.10522365854641,0.03,0.064,1,0.0609385721917592,0.0238856999650101
"SRGAP2C",0.0120229534164999,-1.27551046521017,0.03,0.081,1,0.150230466376327,-0.578197064636143,0.05,0.08,1,0.150230466376327,0.0239013554241445
"UBR4",0.0174646415382212,-1.00241560758943,0.045,0.098,1,0.0120491736328616,-0.701542255637239,0.19,0.273,1,0.0174646415382212,0.0239531646804884
"DOCK2",0.0120668623927141,-0.487593203091104,0.125,0.211,1,0.0409646466993009,-0.200004289618958,0.26,0.35,1,0.0409646466993009,0.0239881156174235
"GSTCD",0.250989156706743,1.21169502131565,0.025,0.014,1,0.0120751897672444,1.24577118699112,0.06,0.026,1,0.250989156706743,0.0240045693265738
"NFKBIL1",0.559198250866908,0.255941720767182,0.05,0.062,1,0.0120768706042118,-1.14622154522172,0.04,0.095,1,0.559198250866908,0.0240078904048327
"BORCS6",0.176038318744201,-0.305337912806633,0.06,0.091,1,0.0120868540515546,-0.733538369433272,0.08,0.15,1,0.176038318744201,0.0240276160622456
"CTA-292E10.6",0.0129929220477214,-1.67158160225135,0.015,0.057,1,0.0120892123967014,-1.79625076732349,0.03,0.079,1,0.0129929220477214,0.0240322757370303
"ARHGAP1",0.0210908194524238,-0.471153786334646,0.085,0.151,1,0.0120914858477937,-0.590556021211034,0.16,0.247,1,0.0210908194524238,0.0240367676655801
"OTUD6B",0.247924552393278,-0.343458601519247,0.025,0.043,1,0.0121515871482353,0.947356834837307,0.095,0.05,1,0.247924552393278,0.0241555132262493
"ATL2",0.808337501788516,0.148834547076332,0.035,0.039,1,0.0122164621508974,1.23983203509886,0.09,0.047,1,0.808337501788516,0.0242836823543105
"WDR35",0.805872217987828,-0.510750223686563,0.01,0.012,1,0.0122302628761687,1.60354419619174,0.05,0.02,1,0.805872217987828,0.0243109464223172
"SEC13",0.0122792534512803,-0.684468669116789,0.105,0.18,1,0.0424582820870731,-0.364000722556661,0.26,0.351,1,0.0424582820870731,0.0244077268372399
"ZCCHC11",0.0122794883677692,0.885809339949061,0.23,0.168,1,0.0705817719357994,0.410443547854718,0.285,0.23,1,0.0705817719357994,0.0244081909009643
"CCDC122",0.0505265088367304,1.92900449198264,0.035,0.015,1,0.012289147968981,1.643845147965,0.045,0.017,1,0.0505265088367304,0.0244272727801585
"METAP1D",0.0123281941651808,1.64226577611206,0.065,0.03,1,0.308270970812271,0.134303882391958,0.07,0.051,1,0.308270970812271,0.0245044039589873
"AAED1",0.0123378516456741,-0.931546726234679,0.045,0.102,1,0.2636662097278,0.686435281927098,0.115,0.093,1,0.2636662097278,0.0245234807081175
"TDP1",0.774407534832609,0.135866781201223,0.04,0.045,1,0.0123492295772845,0.847712420244601,0.155,0.098,1,0.774407534832609,0.0245459556834166
"MSRA",0.0123527490198531,-0.489608459707011,0.06,0.126,1,0.0571043579376208,-0.548265484715549,0.1,0.153,1,0.0571043579376208,0.0245529076313587
"FAM221A",0.274945563954611,-0.282590438232697,0.01,0.022,1,0.0123614804024233,1.45882557941014,0.055,0.023,1,0.274945563954611,0.0245701546071071
"PRAF2",0.0123690395515394,-1.16465178380138,0.045,0.101,1,0.566401107544622,0.53138649250755,0.07,0.06,1,0.566401107544622,0.0245850859636512
"EXO5",0.877789701681216,0.109232344891669,0.025,0.027,1,0.0123817994446915,1.74612824083593,0.045,0.017,1,0.877789701681216,0.0246102899318945
"SEC61A1",0.0123923087870656,-0.923292868181716,0.065,0.129,1,0.0297532441600619,-0.207084679292146,0.195,0.285,1,0.0297532441600619,0.0246310482570573
"LINC00243",0.0212296320534725,-3.53875130380241,0,0.026,1,0.0124305352977849,-3.53864893742345,0.005,0.04,1,0.0212296320534725,0.0247065523877804
"LRRC57",0.0124527990130963,-0.835666413069552,0.02,0.066,1,0.120827249323832,-0.48764899510882,0.04,0.071,1,0.120827249323832,0.0247505258229321
"COLQ",0.201188471556616,-1.50918530340745,0.005,0.017,1,0.0124804622115282,-3.52027787216793,0.005,0.04,1,0.201188471556616,0.024805162486043
"SRD5A1",0.0876749357100037,-0.267801330998918,0.03,0.062,1,0.0124862031013492,-1.32767652942419,0.04,0.093,1,0.0876749357100037,0.0248165009348102
"SLC12A9",0.0659705521770138,-0.285082631440317,0.08,0.132,1,0.0124921544986459,-0.57415536058124,0.115,0.194,1,0.0659705521770138,0.0248282550732737
"TAZ",0.820511077662389,0.455025744092513,0.115,0.114,1,0.0124973541306147,0.681125114056309,0.28,0.221,1,0.820511077662389,0.0248385244009634
"NOC3L",0.01251695552626,1.28844221788987,0.1,0.055,1,0.0233450539369573,0.934112196674417,0.1,0.058,1,0.0233450539369573,0.0248772368768737
"EXOG",0.0529677876237803,0.977956863899179,0.105,0.068,1,0.012521994170581,0.855839034219406,0.15,0.093,1,0.0529677876237803,0.024887188003154
"PSMC4",0.0125413543186622,-0.496013311570737,0.175,0.268,1,0.021503521301075,-0.398921199041658,0.23,0.315,1,0.021503521301075,0.0249254230691782
"SIGMAR1",0.0283115546755522,-1.16877910742662,0.03,0.072,1,0.0125557051051836,-0.587360281015407,0.075,0.146,1,0.0283115546755522,0.0249537644796788
"MADD",0.0331890101704915,-1.35617132451756,0.025,0.063,1,0.0126207349404238,-0.917152033189477,0.095,0.164,1,0.0331890101704915,0.0250821869304112
"SPAG7",0.0126342292617724,-0.372830078186365,0.185,0.286,1,0.0288671058899807,-0.560744147559084,0.2,0.274,1,0.0288671058899807,0.0251088347745057
"CCDC124",0.0126433824274394,-0.529247344558818,0.135,0.219,1,0.0270936459804369,-0.360998662456584,0.225,0.315,1,0.0270936459804369,0.0251269097356723
"BICD2",0.173038614612291,0.962000236522341,0.11,0.084,1,0.0126777264171371,0.833828284745438,0.19,0.131,1,0.173038614612291,0.0251947280871665
"ZNF571",0.531867212202677,0.954330674890827,0.015,0.01,1,0.0127467784617862,1.14703299830696,0.055,0.023,1,0.531867212202677,0.0253310765624185
"SORBS3",0.0491667510979489,-1.41106958444602,0.02,0.052,1,0.0127599982148178,-1.06302584328791,0.035,0.088,1,0.0491667510979489,0.0253571788751935
"KLHDC3",0.0127611993919468,-0.570160115373826,0.12,0.201,1,0.406063020013697,-0.1470065592066,0.22,0.252,1,0.406063020013697,0.0253595505739726
"ZNF420",0.119493613843506,1.1325516721654,0.055,0.033,1,0.0127612153300965,1.01609965397262,0.105,0.058,1,0.119493613843506,0.0253595820434919
"FUZ",0.0830929924332253,1.38329060311433,0.04,0.02,1,0.0127951667195364,1.52767937288493,0.065,0.03,1,0.0830929924332253,0.0254266171476921
"SERINC3",0.0128191710345048,-0.645980330268398,0.13,0.209,1,0.146178782840701,-0.346324419515601,0.25,0.306,1,0.146178782840701,0.0254740109229978
"PLEKHM1",0.0452197589756678,-0.876564723610919,0.03,0.068,1,0.0128318835726032,-0.810868909003974,0.125,0.199,1,0.0452197589756678,0.0254991099091855
"MYO1D",0.397315771875755,1.13329107488536,0.01,0.005,1,0.0128723365910249,0.863219539738722,0.065,0.029,1,0.397315771875755,0.0255789761327372
"FAM65A",0.323618697393304,-0.109500936445701,0.035,0.052,1,0.012886745425455,0.937557310219248,0.225,0.162,1,0.323618697393304,0.0256074226432495
"SETD1B",0.384190924387553,0.562110600321128,0.05,0.037,1,0.0129070270416069,-1.06648760546356,0.065,0.126,1,0.384190924387553,0.025647462736161
"CRLS1",0.0129392334752785,-0.744437460010181,0.055,0.117,1,0.0275182463308519,-0.794030456603477,0.085,0.144,1,0.0275182463308519,0.0257110431876292
"FAM8A1",0.105610769659552,-0.781379930369034,0.035,0.065,1,0.012989996832564,-1.59033123060307,0.025,0.072,1,0.105610769659552,0.025811253647418
"UFM1",0.0130076023012792,-0.312477288902545,0.18,0.278,1,0.119117918658827,0.337855207448547,0.365,0.339,1,0.119117918658827,0.0258460068849301
"NRG1",0.0130154960680744,-2.60741059994453,0.005,0.04,1,0.155949988045387,-2.19754424350422,0,0.01,1,0.155949988045387,0.0258615889982508
"DUSP10",0.013036172360949,-1.76550291541104,0.015,0.057,1,0.458271886891344,-0.284787299761279,0.05,0.064,1,0.458271886891344,0.0259024029320737
"NAIF1",0.846688157520896,0.659824867064335,0.035,0.033,1,0.0130414724728198,-2.40974046882839,0.005,0.04,1,0.846688157520896,0.0259128649413803
"WDR77",0.160801503198979,0.808316542084822,0.125,0.097,1,0.0130498787422413,0.841276341340524,0.21,0.15,1,0.160801503198979,0.0259294581492954
"PRSS21",0.385945232460166,-0.572928740660913,0.005,0.012,1,0.0130674947211245,-2.28799512020797,0.005,0.04,1,0.385945232460166,0.0259642300239624
"ZFX",0.336747451648715,-0.157559078520162,0.065,0.087,1,0.0130704613816022,0.700250711768163,0.21,0.146,1,0.336747451648715,0.0259700858024764
"PSMB8",0.0131033304142991,-0.362680462826534,0.48,0.586,1,0.386733346111337,-0.178244532553308,0.65,0.683,1,0.386733346111337,0.0260349635606519
"GIPC1",0.0131249859206608,-1.52695812269146,0.025,0.072,1,0.0346221342489846,-1.79241903211754,0.01,0.04,1,0.0346221342489846,0.0260777065859041
"C4orf46",0.382991720092297,-0.112273174491833,0.01,0.019,1,0.0131266372600163,-1.90630910664673,0.01,0.049,1,0.382991720092297,0.0260809659142765
"ADAM9",0.0131757572250976,-3.55004238134751,0,0.03,1,0.0798455739408344,-1.68687643677004,0.015,0.04,1,0.0798455739408344,0.0261779138717405
"PHF2",0.0131757572250976,-3.72150513932814,0,0.03,1,0.0674669773135375,-0.594823278445387,0.025,0.057,1,0.0674669773135375,0.0261779138717405
"FOLR3",0.0131757572250976,-3.89664272093691,0,0.03,1,0.0634923860295477,-3.04483008196887,0,0.017,1,0.0634923860295477,0.0261779138717405
"KIF1C",0.0131757572250976,-3.52489059216392,0,0.03,1,0.170308313377313,-0.987353520391035,0.02,0.04,1,0.170308313377313,0.0261779138717405
"FAM20C",0.0304561128325615,-3.356381089727,0,0.023,1,0.0131757572250976,-3.31838498321307,0,0.03,1,0.0304561128325615,0.0261779138717405
"CYP4F22",0.0388190063117038,-2.96962094969033,0,0.021,1,0.0131757572250976,-3.50481481109403,0,0.03,1,0.0388190063117038,0.0261779138717405
"KCNE1",0.0815739413659107,-2.37029508867086,0,0.015,1,0.0131757572250976,-3.54141653314427,0,0.03,1,0.0815739413659107,0.0261779138717405
"GOLGA8N",0.0926024724478285,-2.86938263229737,0,0.014,1,0.0131757572250976,-3.48101052927608,0,0.03,1,0.0926024724478285,0.0261779138717405
"MAN1C1",0.0993556892300453,-1.16209695859763,0.005,0.023,1,0.0131757572250976,-3.56780764971026,0,0.03,1,0.0993556892300453,0.0261779138717405
"LGR6",0.155949988045387,-2.57064925357347,0,0.01,1,0.0131757572250976,-3.99564202740042,0,0.03,1,0.155949988045387,0.0261779138717405
"ATP10A",0.211589519531177,-1.60037659077271,0.01,0.024,1,0.0131757572250976,-3.48703386904609,0,0.03,1,0.211589519531177,0.0261779138717405
"FAM179A",0.43494639110757,-0.893453898061178,0.005,0.011,1,0.0131757572250976,-3.82682268451192,0,0.03,1,0.43494639110757,0.0261779138717405
"PPA2",0.0131876437460788,-0.430298109705218,0.125,0.212,1,0.752027676376562,0.211065128895572,0.16,0.181,1,0.752027676376562,0.026201373544584
"SEC14L1",0.0206062772296566,-0.514152342971162,0.085,0.152,1,0.0132251474523812,-0.565310104917562,0.17,0.255,1,0.0206062772296566,0.0262753903796251
"TAOK3",0.0767845873042576,-0.224669351039001,0.29,0.38,1,0.0132291874804744,-0.313081131141589,0.305,0.418,1,0.0767845873042576,0.0262833635595553
"ZBTB7B",0.0448961003552892,-0.142001395911346,0.045,0.091,1,0.0132306905152258,-1.03182888155362,0.065,0.127,1,0.0448961003552892,0.026286329858942
"NUDT4",0.0132604068143151,-0.732453153303314,0.11,0.185,1,0.111389618481898,0.381583228534088,0.265,0.225,1,0.111389618481898,0.0263449752397491
"ZNF710",0.0372270482124204,-0.955843158078061,0.01,0.04,1,0.0133020327236561,-1.48898986893539,0.02,0.065,1,0.0372270482124204,0.026427121372731
"ZNF800",0.0133380797467574,0.641241528245232,0.235,0.17,1,0.796424611130877,0.128795747576213,0.305,0.303,1,0.796424611130877,0.026498255122184
"BAHD1",0.947056585057562,0.54660544612084,0.02,0.021,1,0.0133520059221834,-1.23466065808355,0.01,0.049,1,0.947056585057562,0.0265257357822208
"TMEM131",0.0133541673136575,-0.775330468212429,0.03,0.081,1,0.34130315102067,0.216148691826145,0.14,0.115,1,0.34130315102067,0.0265300008426738
"RP11-334C17.5",0.177500028574854,-1.81925128122784,0.005,0.018,1,0.0134245659921375,-2.52784440781816,0.01,0.048,1,0.177500028574854,0.0266689130121977
"SIRT2",0.0134301540921666,-0.501774847134481,0.095,0.168,1,0.0891676425682048,-0.417242283508355,0.18,0.241,1,0.0891676425682048,0.0266799391453939
"PI4K2A",0.556247865295196,0.138882401745757,0.03,0.039,1,0.013479897838061,-1.48137480715878,0.03,0.079,1,0.556247865295196,0.0267780880303974
"YWHAG",0.0135257736465239,-0.682953460688527,0.045,0.103,1,0.234409785809761,-0.131768747094824,0.13,0.167,1,0.234409785809761,0.0268686007403108
"EGR1",0.0135403369264392,1.45493973726552,0.105,0.06,1,0.0536909960650184,0.433479066876635,0.68,0.672,1,0.0536909960650184,0.0268973331287969
"MTERF4",0.0135688966514936,-0.680199270412099,0.095,0.167,1,0.0465193727744778,0.665711311776587,0.22,0.166,1,0.0465193727744778,0.0269536783466482
"TRPM7",0.493204919131296,0.522299815288108,0.085,0.073,1,0.0135739710911011,0.76438812680912,0.23,0.163,1,0.493204919131296,0.0269636894910201
"ATP6V1E1",0.0136090328035825,-0.430353971980496,0.19,0.283,1,0.0688832585043916,-0.319450393710784,0.16,0.224,1,0.0688832585043916,0.0270328598333159
"ULK3",0.0136176790624216,-1.17650235530322,0.045,0.1,1,0.11252432797246,-0.426671839471685,0.12,0.166,1,0.11252432797246,0.0270499169417962
"NSA2",0.0169928777302622,0.519165548463473,0.46,0.428,1,0.0136420346964483,0.273318054270134,0.66,0.585,1,0.0169928777302622,0.0270979642822376
"TRDMT1",0.209826195807104,1.77842046047052,0.03,0.017,1,0.0136516196330359,0.687294177393098,0.16,0.101,1,0.209826195807104,0.0271168725474667
