"","batch_1_p_val","batch_1_avg_log2FC","batch_1_pct.1","batch_1_pct.2","batch_1_p_val_adj","batch_2_p_val","batch_2_avg_log2FC","batch_2_pct.1","batch_2_pct.2","batch_2_p_val_adj","max_pval","minimump_p_val"
"MS4A1",2.76969401650643e-190,5.95069500270966,0.965,0.072,9.33220701921675e-186,6.33327743195191e-228,7.08152542104301,0.975,0.023,2.13393449792188e-223,2.76969401650643e-190,1.26665548639038e-227
"CD79A",2.57751635254571e-187,6.08433576074832,0.995,0.101,8.6846835982675e-183,1.69370400742475e-215,6.97772563543291,0.985,0.045,5.70676628261695e-211,2.57751635254571e-187,3.38740801484949e-215
"BANK1",1.77728868901469e-145,6.09826053554434,0.705,0.027,5.9883965087661e-141,1.1276859854915e-209,7.59623437362958,0.89,0.016,3.79962515951506e-205,1.77728868901469e-145,2.25537197098299e-209
"LINC00926",3.16176292097631e-140,6.18820984427395,0.68,0.025,1.06532439859376e-135,2.81746915473936e-205,7.33304014575798,0.865,0.012,9.49318056997879e-201,3.16176292097631e-140,5.63493830947879e-205
"FAM129C",6.57869848412107e-102,5.69303802265404,0.505,0.016,2.21662666723975e-97,2.36299775074378e-194,7.64639045075628,0.815,0.009,7.96188462135609e-190,6.57869848412107e-102,4.72599550148763e-194
"IGHD",2.55867307401446e-179,6.70587089883969,0.87,0.044,8.62119305558431e-175,5.5278092763926e-123,7.36093223323548,0.55,0.008,1.86254005758772e-118,5.5278092763926e-123,5.117346148029e-179
"IGHM",1.21824547766879e-147,5.75044514274101,0.885,0.11,4.10475631245723e-143,2.1537253031078e-171,6.50764267314005,0.765,0.016,7.25676203629143e-167,1.21824547766879e-147,4.30745060621569e-171
"CD19",4.92975231727171e-92,5.62655199676074,0.47,0.017,1.66103074578153e-87,7.06705061298563e-163,7.67589571808757,0.69,0.006,2.38117203353938e-158,4.92975231727171e-92,1.41341012259712e-162
"FCRL1",1.71410912734703e-80,5.89053357484616,0.41,0.014,5.77551929368308e-76,5.71721946548381e-155,7.49484195058649,0.675,0.009,1.92635992670012e-150,1.71410912734703e-80,1.14344389309675e-154
"RALGPS2",1.45119636503947e-104,5.01330612978421,0.575,0.032,4.889661032364e-100,1.29557252770405e-153,5.56723418806818,0.795,0.047,4.36530207484602e-149,1.45119636503947e-104,2.59114505540806e-153
"FCRLA",3.12387484010915e-91,5.77664309892834,0.455,0.014,1.05255838862638e-86,1.02480065272798e-150,8.774811426864,0.635,0.004,3.45296331930166e-146,3.12387484010915e-91,2.04960130545592e-150
"CD22",1.53512305112934e-132,5.91249277284011,0.675,0.032,5.17244360847519e-128,1.31868564910548e-147,7.31068842808283,0.64,0.007,4.443179426096e-143,1.53512305112934e-132,2.63737129821095e-147
"AFF3",3.29617164642958e-22,3.46209483054931,0.23,0.041,1.11061207454798e-17,3.98679019941189e-141,5.9483364382099,0.715,0.036,1.34330908978984e-136,3.29617164642958e-22,7.97358039882375e-141
"TCL1A",1.3674507549729e-92,5.95877969852138,0.605,0.066,4.6074885738057e-88,5.01243380687316e-140,7.66000770883096,0.61,0.007,1.68888944688784e-135,1.3674507549729e-92,1.00248676137461e-139
"CD79B",1.61763050357418e-135,4.21835570826971,0.995,0.27,5.45044421874283e-131,4.07909880471159e-138,4.32364280329051,0.96,0.189,1.37441155125952e-133,1.61763050357418e-135,8.1581976094234e-138
"FCER2",5.15390462430979e-130,6.69233511935043,0.61,0.016,1.73655662411494e-125,1.92398496641283e-137,6.55432776574086,0.64,0.016,6.4826749458314e-133,5.15390462430979e-130,3.84796993282567e-137
"BLK",5.43793879258883e-79,5.34628331567376,0.425,0.019,1.83225909677488e-74,2.95994676982406e-135,5.04168283381946,0.67,0.025,9.97324464624518e-131,5.43793879258883e-79,5.91989353964828e-135
"VPREB3",3.39184523883882e-134,7.97197086000406,0.595,0.009,1.14284833477435e-129,3.88653347054226e-133,7.51724060519724,0.58,0.006,1.30952858756451e-128,3.88653347054226e-133,6.7836904776775e-134
"HLA-DQA1",1.77872491502958e-57,1.62098084930721,0.94,0.395,5.99323572870068e-53,7.97480712473499e-133,3.65649104807575,0.995,0.239,2.68703151260821e-128,1.77872491502958e-57,1.59496142494696e-132
"HLA-DQB1",3.80873085580377e-87,2.17500944556076,1,0.516,1.28331377455452e-82,4.99427701365288e-129,3.71621994055956,0.955,0.188,1.6827716969802e-124,3.80873085580377e-87,9.98855402730585e-129
"SPIB",2.23648138162246e-88,6.24913401266973,0.44,0.014,7.53560036723873e-84,9.01160604493366e-129,7.45059743674667,0.58,0.01,3.03637054077995e-124,2.23648138162246e-88,1.80232120898677e-128
"HLA-DOB",9.72977410636487e-84,5.13006069969741,0.47,0.026,3.27835008739858e-79,3.84655118332245e-128,8.0070873671722,0.555,0.005,1.29605695570867e-123,9.72977410636487e-84,7.69310236664507e-128
"TNFRSF13C",7.5696749471223e-121,5.68843083283374,0.6,0.022,2.55052627668339e-116,1.12304910331648e-108,7.18465024731936,0.49,0.007,3.78400164871456e-104,1.12304910331648e-108,1.5139349894245e-120
"ADAM28",7.19688629531219e-89,5.17229308991321,0.51,0.032,2.42491886834249e-84,2.53925615275605e-118,5.96284932205418,0.58,0.019,8.55576968109625e-114,7.19688629531219e-89,5.07851230551216e-118
"POU2AF1",8.79776584958013e-69,6.16492060178625,0.34,0.009,2.96431922535753e-64,1.54161051192024e-113,7.45797518870244,0.5,0.005,5.19430245886404e-109,8.79776584958013e-69,3.08322102384045e-113
"BLNK",4.54100583525275e-64,6.05045400282086,0.32,0.009,1.53004650613006e-59,2.0992054856237e-106,6.89442820672418,0.495,0.01,7.07306296326049e-102,4.54100583525275e-64,4.19841097124735e-106
"GNG7",1.02110247649642e-62,4.47902163596279,0.385,0.026,3.44050268430705e-58,1.04794249601238e-105,5.88121842693179,0.515,0.015,3.53093744606413e-101,1.02110247649642e-62,2.09588499202478e-105
"CD24",1.29899002753754e-76,5.90635708695894,0.39,0.013,4.376816998785e-72,2.76209246759997e-102,8.33129725013178,0.445,0.003,9.30659436033133e-98,1.29899002753754e-76,5.52418493520001e-102
"CD74",3.54058220355578e-102,2.48318711278189,1,0.925,1.19296376766609e-97,8.18911774437478e-100,2.59842740640029,1,0.893,2.75924133278964e-95,8.18911774437478e-100,7.08116440711155e-102
"ARHGAP24",6.36354259532913e-66,4.19129355036079,0.43,0.036,2.1441320420702e-61,6.11213347579751e-102,4.52312986295871,0.615,0.049,2.05942225333521e-97,6.36354259532913e-66,1.22242669515952e-101
"CD37",1.7397277139184e-88,1.94661193046834,1,0.871,5.86183855927666e-84,1.27408515137481e-97,2.18415459372398,0.995,0.93,4.29290250904228e-93,1.7397277139184e-88,2.54817030274961e-97
"KIAA0226L",1.72098048785578e-36,4.33146673321057,0.245,0.02,5.79867165578125e-32,1.86766026964205e-97,5.47663677596937,0.51,0.022,6.29289451253192e-93,1.72098048785578e-36,3.73532053928414e-97
"PAX5",1.14703190829226e-35,4.82619008739709,0.215,0.013,3.86480931179993e-31,8.42941638172207e-97,6.86869124476037,0.44,0.006,2.84020755565743e-92,1.14703190829226e-35,1.68588327634442e-96
"IGKC",4.79615174062963e-72,5.97223301378934,0.8,0.327,1.61601536748775e-67,1.22963145848669e-96,5.92564474469462,0.49,0.018,4.14312023622504e-92,4.79615174062963e-72,2.45926291697338e-96
"TSPAN13",3.12180411058368e-67,5.69803320570211,0.335,0.009,1.05186067702007e-62,8.39193073239586e-96,7.25947827895642,0.435,0.006,2.82757714097346e-91,3.12180411058368e-67,1.67838614647917e-95
"SWAP70",4.01109428382079e-50,3.45331403290892,0.47,0.085,1.35149810799058e-45,7.30556512256724e-92,3.61101314613378,0.755,0.141,2.4615371123978e-87,4.01109428382079e-50,1.46111302451343e-91
"PDLIM1",4.1932271691262e-56,3.69087296084899,0.435,0.053,1.41286596236538e-51,2.71274746224822e-91,4.25026113013691,0.56,0.042,9.14033129929914e-87,4.1932271691262e-56,5.42549492449639e-91
"CD72",1.64457547098127e-52,4.54082265491892,0.34,0.026,5.54123259192428e-48,2.83386836239537e-89,5.73319933603192,0.48,0.023,9.54843606025497e-85,1.64457547098127e-52,5.66773672479075e-89
"HLA-DRA",5.28975096649756e-79,1.90638728122442,1,0.718,1.78232869065169e-74,3.80491100573813e-87,2.18878447396845,0.99,0.432,1.28202671427341e-82,5.28975096649756e-79,7.60982201147621e-87
"PLPP5",4.02287600521451e-63,4.41710915210446,0.475,0.059,1.35546784119698e-58,5.47241569551353e-85,4.07376333185058,0.655,0.098,1.84387574444633e-80,4.02287600521451e-63,1.09448313910272e-84
"HLA-DQA2",0.973897822155214,1.12645274003545,0.02,0.02,1,9.70937068584266e-85,2.73423828294888,0.83,0.193,3.27147535888783e-80,0.973897822155214,1.94187413716856e-84
"TSPAN3",1.34668618863325e-06,1.50993135319046,0.23,0.113,0.0453752444398088,9.01832388739185e-83,3.44381244657169,0.72,0.142,3.03863405061781e-78,1.34668618863325e-06,1.80366477747837e-82
"COBLL1",3.57079718884751e-31,5.36528398242983,0.165,0.006,1.20314440481028e-26,5.1299681143474e-82,7.30897077562289,0.365,0.003,1.72849145644821e-77,3.57079718884751e-31,1.02599362286949e-81
"RP11-231C14.7",4.79202041524057e-81,5.32612178838036,0.465,0.028,1.61462335871116e-76,9.47359094815715e-72,5.58452574231817,0.39,0.018,3.19203173407207e-67,9.47359094815715e-72,9.58404083048122e-81
"S100A4",2.80298746095079e-72,-3.57488412416175,0.575,0.95,9.44438595092759e-68,8.40642645802937e-81,-4.60534010970451,0.29,0.918,2.83246133076842e-76,2.80298746095079e-72,1.68128529160588e-80
"BTLA",7.74062545024536e-28,4.31488778206211,0.19,0.016,2.60812633920567e-23,1.40452355584328e-80,5.90222376904663,0.41,0.014,4.73240166905836e-76,7.74062545024536e-28,2.80904711168659e-80
"IGLC3",8.5878470540254e-64,6.81692636068561,0.435,0.043,2.89358918638332e-59,1.71730705278185e-79,7.78942534153201,0.365,0.005,5.78629438364318e-75,8.5878470540254e-64,3.43461410556375e-79
"PKIG",3.38612043357782e-50,4.94700547161754,0.295,0.017,1.14091941888971e-45,2.44210890344257e-79,5.18342053686705,0.42,0.017,8.22844173925939e-75,3.38612043357782e-50,4.88421780688512e-79
"JCHAIN",2.94290007294423e-31,4.31729736822006,0.245,0.028,9.91580750577827e-27,2.43289564994982e-78,8.05405426142563,0.355,0.004,8.19739860294092e-74,2.94290007294423e-31,4.86579129989967e-78
"HLA-DPB1",1.43650673883099e-76,1.82296642340945,1,0.642,4.84016580581714e-72,4.04810011654873e-78,2.14873072762137,0.98,0.509,1.36396685326993e-73,1.43650673883099e-76,8.0962002330974e-78
"CD40",5.62210384575372e-54,4.22149576542155,0.4,0.046,1.89431166978826e-49,9.15187323358891e-78,4.07227411248334,0.57,0.071,3.08363216732545e-73,5.62210384575372e-54,1.8303746467178e-77
"PNOC",5.15619551986828e-33,4.78645736833986,0.21,0.015,1.73732851846442e-28,1.80480603178837e-77,5.88803325886635,0.39,0.012,6.08111344350774e-73,5.15619551986828e-33,3.60961206357679e-77
"CYB561A3",3.60837520551738e-47,2.73905718811728,0.575,0.156,1.21580594174703e-42,5.68271181189133e-77,3.25475310649023,0.755,0.197,1.91473291789866e-72,3.60837520551738e-47,1.13654236237828e-76
"HVCN1",5.70986167041445e-49,3.13688754072385,0.585,0.163,1.92388079122944e-44,1.28868649636955e-76,3.39251414843582,0.765,0.213,4.34210028086755e-72,5.70986167041445e-49,2.57737299273909e-76
"COL19A1",1.40497436526552e-14,5.93355847554018,0.065,0.001,4.73392062632565e-10,4.62739622380589e-75,8.81104054948321,0.33,0.002,1.55915488364916e-70,1.40497436526552e-14,9.2547924476117e-75
"FYB",1.27307729243509e-47,-3.46760584768855,0.09,0.702,4.28950662913081e-43,3.29845031352417e-74,-4.39797757868244,0.055,0.848,1.11137984863883e-69,1.27307729243509e-47,6.59690062704838e-74
"HCST",1.05264296865776e-67,-3.55600489534617,0.19,0.871,3.54677521859544e-63,4.08409983143577e-74,-4.2674242565816,0.145,0.867,1.37609659720397e-69,1.05264296865776e-67,8.16819966287159e-74
"RP11-693J15.5",1.80399605925476e-66,6.99190209910469,0.32,0.007,6.07838432205299e-62,9.59265024026283e-73,8.5042249798633,0.315,0.001,3.23214757195416e-68,1.80399605925476e-66,1.91853004805259e-72
"TMSB4X",1.60812992427746e-72,-0.831485376009592,1,1,5.41843296686048e-68,2.82869966146648e-65,-1.03371746143358,0.995,0.999,9.53102063934516e-61,2.82869966146648e-65,3.21625984855494e-72
"HLA-DPA1",1.05938748289175e-71,1.80838374611387,0.99,0.605,3.56950018485547e-67,4.60377929796539e-67,1.79546403146766,0.995,0.501,1.55119739665646e-62,4.60377929796539e-67,2.11877496578353e-71
"SRGN",5.60679890057539e-67,-3.96381402479639,0.205,0.838,1.88915482155987e-62,1.84384665308572e-71,-4.44979326168052,0.165,0.844,6.21265691290702e-67,5.60679890057539e-67,3.68769330617143e-71
"MZB1",1.50999391077824e-39,4.17669636054639,0.27,0.023,5.08777348297619e-35,3.57506100172221e-71,6.34213218490055,0.35,0.009,1.20458105392028e-66,1.50999391077824e-39,7.15012200344434e-71
"SNX22",2.52571406537006e-30,4.57966507600845,0.205,0.017,8.51014097185789e-26,4.20563656418671e-71,5.44262044869433,0.365,0.012,1.41704718393707e-66,2.52571406537006e-30,8.41127312837349e-71
"BCL7A",3.74741377663735e-51,4.73268252807885,0.315,0.021,1.26265359790019e-46,4.22307762671753e-71,5.07163324195392,0.41,0.024,1.4229237755462e-66,3.74741377663735e-51,8.44615525343505e-71
"SEL1L3",7.74273039595469e-28,3.02042169112999,0.285,0.049,2.60883557961297e-23,7.02991260154929e-71,3.51239917143476,0.525,0.058,2.36865875196602e-66,7.74273039595469e-28,1.40598252030984e-70
"MEF2C",2.76384966003537e-66,2.67250114660589,0.805,0.265,9.31251504452316e-62,8.34948443312882e-70,2.98632637828084,0.76,0.209,2.81327528489843e-65,2.76384966003537e-66,1.66989688662578e-69
"HLA-DOA",5.68158107040648e-31,3.72931925166198,0.265,0.036,1.91435192586276e-26,1.34955576341487e-69,4.47637666662446,0.43,0.031,4.54719318925007e-65,5.68158107040648e-31,2.69911152682978e-69
"HLA-DRB1",5.40269000705606e-58,1.44570642713198,0.995,0.623,1.82038237097747e-53,1.46467522442589e-69,1.68838385275888,1,0.459,4.93507670118061e-65,5.40269000705606e-58,2.92935044885179e-69
"TPD52",4.05982718527809e-42,2.85446512708066,0.425,0.075,1.3679181718076e-37,5.5532813609827e-69,3.13379154662625,0.61,0.099,1.87112262176951e-64,4.05982718527809e-42,1.11065627219653e-68
"CLEC17A",2.96097832317634e-06,3.45633346855381,0.04,0.004,0.0997672036211038,9.11247260688528e-69,6.7099715007469,0.325,0.006,3.07035652016393e-64,2.96097832317634e-06,1.82249452137704e-68
"KIAA0125",7.55735379637661e-58,5.27634712088918,0.325,0.016,2.54637478815114e-53,1.04436532894466e-68,7.24578976223326,0.305,0.002,3.51888453934614e-64,7.55735379637661e-58,2.0887306578893e-68
"IGLC2",5.43987067225301e-67,7.25276186689763,0.45,0.044,1.83291002430893e-62,1.05347494678393e-68,7.55669617534643,0.315,0.004,3.54957848569376e-64,5.43987067225301e-67,2.10694989356786e-68
"STAP1",1.90067608173972e-32,5.13258947269103,0.18,0.008,6.40413798981382e-28,2.0666874836828e-68,4.71842643962804,0.385,0.019,6.96349680752081e-64,1.90067608173972e-32,4.1333749673656e-68
"EAF2",3.62133418728688e-68,3.85576942337375,0.55,0.084,1.22017234106444e-63,8.04637128312527e-38,2.66167300029641,0.525,0.155,2.71114434013623e-33,8.04637128312527e-38,7.24266837457369e-68
"S100A6",9.19285576041568e-58,-2.91985077989835,0.645,0.94,3.09744081991446e-53,2.86370632731734e-66,-3.53115955031169,0.515,0.94,9.64897209926304e-62,9.19285576041568e-58,5.72741265463468e-66
"BACH2",9.73901515320366e-12,2.61882575937167,0.175,0.047,3.28146376572044e-07,1.47200278420813e-65,3.6816930082802,0.58,0.102,4.95976618111088e-61,9.73901515320366e-12,2.94400556841624e-65
"RPL18A",2.17201853646461e-65,0.764744409645467,1,1,7.31839925676387e-61,4.05639668543677e-39,0.590397563507232,1,0.999,1.36676229919106e-34,4.05639668543677e-39,4.34403707292922e-65
"EBF1",5.17300630608349e-21,4.93869263449417,0.11,0.004,1.74299274477177e-16,4.99006232099102e-65,6.66504944144159,0.295,0.003,1.68135159843471e-60,5.17300630608349e-21,9.98012464198211e-65
"ORAI2",2.02320338552326e-64,3.3048976143051,0.575,0.101,6.81698148718208e-60,6.29606435840231e-16,1.85187128137957,0.35,0.129,2.12139592492007e-11,6.29606435840231e-16,4.04640677104659e-64
"HLA-DRB5",1.50592786197462e-07,1.75236222616602,0.23,0.108,0.00507407333813727,5.13344616889379e-64,1.71764013562725,0.965,0.401,1.72966335214707e-59,1.50592786197462e-07,1.02668923377876e-63
"FCGR2B",6.06802851204086e-31,4.25370991738874,0.215,0.019,2.04456152684705e-26,5.41657781872756e-64,3.43241644814556,0.525,0.075,1.82506173024206e-59,6.06802851204086e-31,1.08331556374552e-63
"IRF8",6.29552215181188e-54,2.78156402750712,0.66,0.196,2.1212132338315e-49,9.05326112609447e-64,3.03455238507703,0.675,0.17,3.05040580382627e-59,6.29552215181188e-54,1.81065222521888e-63
"CPNE5",6.01789145472895e-27,4.97011890029761,0.155,0.008,2.02766834675637e-22,1.46003515386658e-62,5.24861972466571,0.325,0.011,4.91944244743807e-58,6.01789145472895e-27,2.92007030773321e-62
"CXCR5",3.17090028551464e-23,5.24492549688457,0.115,0.003,1.0684031422013e-18,4.81557251597913e-62,5.16789892833638,0.34,0.015,1.62255900353401e-57,3.17090028551464e-23,9.63114503195817e-62
"P2RX5",1.6709866032201e-61,4.70836280680734,0.38,0.027,5.63022226088981e-57,1.50093831943641e-52,4.23485049922414,0.335,0.024,5.05726157350905e-48,1.50093831943641e-52,3.34197320644021e-61
"PFN1",3.2470835688048e-53,-1.32599063586623,0.935,0.996,1.09407233767309e-48,2.12006505192345e-61,-1.39232797998498,0.97,0.999,7.14334718595086e-57,3.2470835688048e-53,4.24013010384686e-61
"BCL11A",8.55831024259195e-44,3.82130915870846,0.39,0.062,2.88363705313893e-39,3.51520573630672e-61,4.35522842194843,0.41,0.037,1.18441342079119e-56,8.55831024259195e-44,7.03041147261352e-61
"NCF1",5.71240034392963e-53,2.18756959983722,0.795,0.317,1.92473617188365e-48,1.69903415176169e-60,1.71722020655586,0.93,0.373,5.72472567094584e-56,5.71240034392963e-53,3.39806830352339e-60
"PLEKHG1",4.63473745677915e-19,6.19384369706153,0.085,0.001,1.56162843868717e-14,4.42238282865218e-60,6.12443134195384,0.29,0.006,1.49007767028607e-55,4.63473745677915e-19,8.84476565730447e-60
"TLR10",1.73865989527309e-43,4.5699132941233,0.27,0.018,5.85824065113314e-39,1.91076243220866e-59,5.54034987258103,0.31,0.011,6.43812293908386e-55,1.73865989527309e-43,3.82152486441735e-59
"ANXA1",2.2130699014363e-44,-3.58030821177918,0.145,0.685,7.45671772589948e-40,2.09226320695965e-59,-6.64520830395816,0.02,0.713,7.04967164952985e-55,2.2130699014363e-44,4.18452641391926e-59
"IGLL5",2.61969426242968e-12,6.06902862354362,0.065,0.003,8.82679784783057e-08,3.30057286716509e-59,8.08829328147405,0.285,0.006,1.11209502186261e-54,2.61969426242968e-12,6.60114573433021e-59
"C1orf186",3.97452465656411e-10,4.25980959390939,0.055,0.003,1.33917633778271e-05,9.11041371716319e-59,5.97673518417531,0.285,0.006,3.06966279786097e-54,3.97452465656411e-10,1.82208274343262e-58
"ITGB2",4.96149392652239e-51,-2.35192919894762,0.41,0.858,1.67172576360246e-46,7.22213056310816e-57,-2.48885966710906,0.48,0.89,2.43342467193366e-52,4.96149392652239e-51,1.44442611262163e-56
"AC079767.4",1.92158973197438e-33,5.36394676459685,0.18,0.007,6.47460444291448e-29,9.07669513361082e-57,6.39252804452769,0.285,0.008,3.05830165831883e-52,1.92158973197438e-33,1.81533902672216e-56
"RPS11",1.32269891964578e-56,0.793454114720223,1,0.992,4.45670173985448e-52,2.75610105252548e-21,0.553762625086124,0.985,0.945,9.28640688637936e-17,2.75610105252548e-21,2.64539783929158e-56
"B2M",1.6519788561105e-56,-0.715026858722459,1,1,5.5661775577787e-52,2.26390938185364e-30,-0.653269734211192,1,0.999,7.62801627121767e-26,2.26390938185364e-30,3.30395771222099e-56
"ID2",9.82545460658219e-41,-3.6247065269394,0.115,0.65,3.3105886751418e-36,3.23770572980137e-56,-5.62507806160998,0.05,0.705,1.09091256859928e-51,9.82545460658219e-41,6.47541145960279e-56
"SNX2",8.87116110261283e-36,1.95399824263568,0.695,0.328,2.98904902191437e-31,5.36160083121694e-56,2.09514778526112,0.835,0.37,1.80653778407023e-51,8.87116110261283e-36,1.07232016624338e-55
"CNR2",1.02472658131227e-16,3.39122460310534,0.135,0.016,3.45271374307356e-12,1.62920961504659e-55,4.525569445646,0.31,0.014,5.48945887693799e-51,1.02472658131227e-16,3.25841923009318e-55
"FCMR",1.63629703789816e-33,1.99196239991963,0.615,0.227,5.51333923949406e-29,1.70567950496844e-55,2.03523262164376,0.87,0.4,5.74711652404067e-51,1.63629703789816e-33,3.41135900993688e-55
"S100A10",1.12833663521417e-36,-2.08176666986347,0.36,0.789,3.80181745869064e-32,4.09550930983404e-55,-2.72665084513017,0.37,0.884,1.37994090685548e-50,1.12833663521417e-36,8.19101861966805e-55
"HLA-DMB",4.86512090017337e-55,2.2604335842936,0.78,0.283,1.63925383610442e-50,8.09072683003305e-47,2.15981049003615,0.69,0.229,2.72608949811134e-42,8.09072683003305e-47,9.73024180034681e-55
"FCRL2",8.21023527750399e-51,5.34021400204704,0.27,0.01,2.76635667440219e-46,2.77230205649501e-53,7.23684663497782,0.245,0.003,9.34099454915429e-49,8.21023527750399e-51,5.54460411299003e-53
"ACTG1",1.32416705741754e-25,-0.939555898464449,0.885,0.961,4.46164848326265e-21,3.03172816111246e-53,-1.39795238767295,0.87,0.989,1.02151048660523e-48,1.32416705741754e-25,6.0634563222249e-53
"GAPDH",1.91441797171543e-38,-1.38445020907126,0.78,0.932,6.45043991389797e-34,3.79062420463956e-53,-1.6503896235485,0.795,0.984,1.27721291951125e-48,1.91441797171543e-38,7.5812484092791e-53
"FCRL5",6.01175912287237e-53,5.95333594563794,0.26,0.006,2.02560211886062e-48,6.52292788069866e-43,7.51318963958927,0.195,0.002,2.19783532012261e-38,6.52292788069866e-43,1.20235182457447e-52
"GYLTL1B",1.62627524856485e-08,2.85579593790927,0.08,0.013,0.000547957182251441,7.06221330923487e-53,4.89990728620826,0.28,0.01,2.3795421524136e-48,1.62627524856485e-08,1.41244266184698e-52
"CIITA",1.10002053951644e-07,2.1190862289503,0.17,0.064,0.00370640920584669,2.79785419772215e-52,3.36613469096645,0.485,0.085,9.42708993380502e-48,1.10002053951644e-07,5.59570839544433e-52
"SH3BGRL3",3.72870254911222e-31,-1.06756813379842,0.815,0.967,1.25634903689787e-26,2.94299723953686e-52,-1.52161574220881,0.91,0.98,9.91613489889548e-48,3.72870254911222e-31,5.88599447907371e-52
"HLA-C",2.67334056651959e-13,-0.518510651449441,0.995,1,9.0075537048311e-09,4.03449740866091e-52,-1.17445043207573,0.96,0.989,1.35938355687421e-47,2.67334056651959e-13,8.06899481732186e-52
"GIMAP4",1.9469766934725e-38,-3.93856641644568,0.06,0.589,6.56014327098625e-34,9.57137414366751e-52,-6.12782311862324,0.02,0.655,3.22497880396733e-47,1.9469766934725e-38,1.91427482873352e-51
"TCF4",4.94046610368459e-38,3.35535948139553,0.34,0.05,1.66464064897549e-33,3.09144029676266e-51,3.71383604894821,0.395,0.046,1.04162989359121e-46,4.94046610368459e-38,6.18288059352535e-51
"RPL8",4.51056001228429e-51,0.62752832145009,1,1,1.51978809053907e-46,3.49752421581542e-24,0.444368403151695,1,0.998,1.17845580927685e-19,3.49752421581542e-24,9.02112002456857e-51
"HLA-DMA",5.36566284080094e-51,1.89595286744505,0.85,0.374,1.80790643757947e-46,4.1657285714688e-50,1.8450521773635,0.83,0.311,1.4036005848707e-45,4.1657285714688e-50,1.07313256816019e-50
"SAMHD1",4.2859746457261e-27,-3.10772855341044,0.08,0.503,1.44411629713095e-22,8.46882471431756e-51,-4.12166889329527,0.07,0.693,2.85348579924216e-46,4.2859746457261e-27,1.69376494286351e-50
"CDCA7L",1.57478071014793e-26,3.56923467110254,0.235,0.033,5.30606612477243e-22,5.11340373808698e-50,4.24265477065764,0.355,0.035,1.72291025551103e-45,1.57478071014793e-26,1.02268074761739e-49
"PCDH9",3.69211796024905e-28,5.82549134401488,0.16,0.008,1.24402222552632e-23,1.00744205667596e-49,6.74491284920858,0.24,0.005,3.39447526576399e-45,3.69211796024905e-28,2.01488411335193e-49
"PLEKHF2",6.14047560632012e-20,2.49808758638265,0.34,0.11,2.0689718507935e-15,1.27410097917585e-49,2.85906802498165,0.56,0.134,4.2929558392351e-45,6.14047560632012e-20,2.5482019583517e-49
"TYROBP",1.57125150086155e-42,-4.51378713031483,0.245,0.703,5.29417480700291e-38,3.37873929628847e-49,-8.56850002370688,0.005,0.625,1.13843241849144e-44,1.57125150086155e-42,6.75747859257691e-49
"ZYX",9.82969836461714e-19,-3.13504131766889,0.05,0.373,3.3120185669741e-14,5.50988368979811e-49,-3.82664324419744,0.11,0.694,1.85650021044058e-44,9.82969836461714e-19,1.10197673795963e-48
"BACE2",4.67255903369476e-30,6.08620847259257,0.145,0.003,1.57437204081311e-25,1.77673786860724e-48,6.41238661786659,0.225,0.003,5.98654057448523e-44,4.67255903369476e-30,3.55347573721447e-48
"RPS23",6.28950717803025e-48,0.628707657088446,1,1,2.11918654856551e-43,7.30166087122088e-42,0.606367838961689,1,0.999,2.46022161394916e-37,7.30166087122088e-42,1.25790143560606e-47
"MARCH1",1.79112386967136e-31,2.31098833290538,0.555,0.209,6.03501276647068e-27,1.2953369240169e-47,2.48609009714445,0.62,0.18,4.36450823178254e-43,1.79112386967136e-31,2.59067384803379e-47
"CD200",1.0496396891845e-28,4.22587231702541,0.18,0.012,3.53665596873827e-24,3.43171405303213e-47,5.98937018372304,0.235,0.006,1.15628173302864e-42,1.0496396891845e-28,6.86342810606428e-47
"PPP1R14A",1.7081506258652e-21,4.93544945474341,0.155,0.015,5.75544271879021e-17,4.71533874787591e-47,5.75016599666312,0.23,0.005,1.58878623770931e-42,1.7081506258652e-21,9.43067749575182e-47
"LTB",4.82730843668235e-47,1.32427542978172,0.975,0.722,1.62651330465575e-42,4.85867681633538e-34,1.1138818843675,0.93,0.58,1.63708256649604e-29,4.85867681633538e-34,9.6546168733647e-47
"RPL13A",5.38923519341422e-47,0.58688657496698,1,1,1.81584890606899e-42,1.33114719968778e-14,0.379459953292803,0.98,0.972,4.48516737462802e-10,1.33114719968778e-14,1.07784703868285e-46
"FCER1G",7.88562693401528e-41,-4.25500734152377,0.195,0.665,2.65698313914711e-36,5.77939310024184e-47,-8.46292149712173,0.01,0.609,1.94730871119549e-42,7.88562693401528e-41,1.15587862004838e-46
"RAB30",5.51260889749263e-07,2.79562000304028,0.075,0.015,0.0185741844192117,7.96443754242454e-47,3.86671455659222,0.335,0.032,2.68353758554453e-42,5.51260889749263e-07,1.59288750848491e-46
"CTSD",2.76437763764778e-29,-2.70982038327528,0.14,0.592,9.31429401229041e-25,8.63179147157558e-47,-3.91028165437552,0.125,0.691,2.90839581843268e-42,2.76437763764778e-29,1.72635829431513e-46
"RPS5",1.09100242941785e-46,0.753758921611698,1,0.993,3.6760235856805e-42,3.82602087067525e-34,0.664729482500684,0.995,0.987,1.28913947216532e-29,3.82602087067525e-34,2.18200485883571e-46
