"","batch_1_p_val","batch_1_avg_log2FC","batch_1_pct.1","batch_1_pct.2","batch_1_p_val_adj","batch_2_p_val","batch_2_avg_log2FC","batch_2_pct.1","batch_2_pct.2","batch_2_p_val_adj","max_pval","minimump_p_val"
"ZBTB3",0.786151024891202,-1.78182601745034,0.01,0,1,0.175473267986725,1.71830644352882,0.015,0.006,1,0.786151024891202,0.320155668195509
"LINC01420",0.175478747207978,-0.572225642995409,0.224,0.5,1,0.739422768732445,0.215583220032223,0.256,0.263,1,0.739422768732445,0.320164703694274
"RP11-488L18.10",0.59024025155462,-0.367324001685498,0.036,0,1,0.175629899170798,-1.15733273850568,0.015,0.033,1,0.59024025155462,0.320413936858852
"RP11-386I14.4",0.1756614814116,2.35193622871271,0.318,0.125,1,0.62490564935435,-0.422759062095004,0.156,0.168,1,0.62490564935435,0.320466006771483
"SNAI3",0.620051238878487,-0.698158765025158,0.031,0,1,0.175683056874615,-0.601315840860694,0.025,0.047,1,0.620051238878487,0.320501577276421
"NOMO1",0.690276148773906,-1.3998525886788,0.021,0,1,0.17572984555002,-0.788921065914129,0.02,0.04,1,0.690276148773906,0.320578712483006
"C5orf63",0.239898703047388,-1.13558537154664,0.036,0.125,1,0.175775516358607,0.904975197602327,0.065,0.044,1,0.239898703047388,0.320654000566078
"PLD2",0.690276148773906,-1.27482034275587,0.021,0,1,0.175847065317341,-1.11120110167856,0.01,0.026,1,0.690276148773906,0.32077194025396
"ATP8B1",0.690276148773906,-1.27574099491236,0.021,0,1,0.175951359270939,1.44932983103805,0.015,0.006,1,0.690276148773906,0.320943837712586
"CTD-2017D11.1",0.733460415261334,-1.04916311323742,0.016,0,1,0.176080391572854,1.17920429232845,0.045,0.028,1,0.733460415261334,0.321156478849258
"NOL6",0.733460415261334,-1.40833637658764,0.016,0,1,0.176088403885074,-0.472260468069634,0.025,0.047,1,0.733460415261334,0.321169681787355
"STX18",0.301728459070928,-1.68554362137787,0.042,0.125,1,0.176312155837821,-0.538830717566109,0.085,0.119,1,0.301728459070928,0.321538335379462
"PFAS",0.786151024891202,-1.89009473305914,0.01,0,1,0.176323666361627,0.541327265876241,0.05,0.031,1,0.786151024891202,0.321557297404047
"B3GAT2",0.434058399790254,0.692375710293323,0.073,0,1,0.176430421218522,1.07719604229952,0.015,0.006,1,0.434058399790254,0.3217331489057
"CASP9",0.653056828684804,-0.57027036721105,0.026,0,1,0.176474758496957,0.731918662400637,0.085,0.061,1,0.653056828684804,0.321806176607354
"WDYHV1",0.690276148773906,-1.18678117518095,0.021,0,1,0.176699039084018,-0.775829398809874,0.03,0.053,1,0.690276148773906,0.32217552775482
"ZNF513",0.733460415261334,-1.77951339479672,0.016,0,1,0.17684141547798,-1.10082789286438,0.015,0.033,1,0.733460415261334,0.322409944727705
"PROSC",0.990842218400612,0.227703347325994,0.109,0.125,1,0.176899413887861,-0.219662147996632,0.141,0.184,1,0.990842218400612,0.322505425141854
"PCED1A",0.492444962716043,0.385929123580179,0.057,0,1,0.176963285260707,0.493047689212934,0.136,0.105,1,0.492444962716043,0.322610566191152
"RP2",0.653056828684804,-0.639546136104148,0.026,0,1,0.176963290356591,-0.332520438383475,0.08,0.116,1,0.653056828684804,0.322610574579351
"ALKBH3",0.363908628135035,-1.10161060252761,0.047,0.125,1,0.177319980746373,-0.48261111988551,0.085,0.12,1,0.363908628135035,0.323197585920851
"MED8",0.452433210330211,0.718071257875765,0.068,0,1,0.177330728434795,-0.185821610032298,0.101,0.139,1,0.452433210330211,0.323215269622375
"GLS",0.21962274616731,-0.631352797729334,0.094,0.25,1,0.177462200963285,0.337944489547918,0.231,0.194,1,0.21962274616731,0.323431569155836
"MRPL34",0.771780866626826,-0.348438869393301,0.198,0.25,1,0.177808160049771,-0.333717035057379,0.251,0.299,1,0.771780866626826,0.324000578319257
"ALAS1",0.301728459070928,-1.32361926197348,0.042,0.125,1,0.177830548048237,-0.235939488536331,0.07,0.104,1,0.301728459070928,0.324037392277337
"C4orf36",0.690276148773906,-0.872931075620742,0.021,0,1,0.177873439953902,0.645453539359279,0.015,0.006,1,0.690276148773906,0.32410791926677
"PAIP2B",0.47185424902482,0.732863947475232,0.062,0,1,0.177991631258498,1.33431996486476,0.035,0.02,1,0.47185424902482,0.324302241718935
"BANP",0.710589705878998,-0.218937869298864,0.078,0.125,1,0.178164877928754,0.705043029676571,0.146,0.117,1,0.710589705878998,0.324587032130139
"PLAC8",0.178287965767672,0.678252718397468,0.755,1,1,0.33706962126004,-0.222374164401328,0.643,0.564,1,0.33706962126004,0.324789332797769
"PAFAH1B1",0.938365299785026,0.440801747429235,0.12,0.125,1,0.178308394783812,-0.107445680278394,0.281,0.343,1,0.938365299785026,0.324822905917243
"SUGP1",0.232633242708156,-1.43734743862804,0.036,0.125,1,0.178436140637446,-0.468545499694214,0.065,0.096,1,0.232633242708156,0.325032824989306
"EXOC3-AS1",0.733460415261334,-1.67445927095323,0.016,0,1,0.178462497525237,-2.25134128663045,0.005,0.018,1,0.733460415261334,0.325076132027529
"SGOL2",0.690276148773906,-0.831617651743146,0.021,0,1,0.178630384380055,0.617052404080098,0.03,0.016,1,0.690276148773906,0.325351954536344
